from	to	score	weight
NDUFA4	SDHA	0.476	0.476
NDUFA11	SDHA	0.477	0.477
SDHA	TUBB	0.481	0.481
SDHA	TP53	0.486	0.486
COX8A	SDHA	0.502	0.502
ATP5MC2	SDHA	0.503	0.503
ATP5PF	SDHA	0.522	0.522
NDUFB10	SDHA	0.538	0.538
NDUFB3	SDHA	0.541	0.541
ATP5MC3	SDHA	0.555	0.555
COX6B1	SDHA	0.559	0.559
NDUFV3	SDHA	0.561	0.561
MT-ND6	SDHA	0.581	0.581
ATP5MC1	SDHA	0.587	0.587
NDUFS5	SDHA	0.606	0.606
SDHA	UQCR11	0.608	0.608
NDUFAB1	SDHA	0.637	0.637
ATP5PD	SDHA	0.643	0.643
NDUFB9	SDHA	0.647	0.647
NDUFB6	SDHA	0.657	0.657
NDUFA1	SDHA	0.666	0.666
ATP5PO	SDHA	0.667	0.667
ACTB	SDHA	0.692	0.692
SDHA	UQCR10	0.697	0.697
MT-ATP6	SDHA	0.743	0.743
SDHA	UQCRQ	0.747	0.747
ATP5F1C	SDHA	0.75	0.75
ATP5PB	SDHA	0.755	0.755
SDHA	UQCRHL	0.757	0.757
NDUFA6	SDHA	0.766	0.766
NDUFA13	SDHA	0.768	0.768
SDHA	VDAC1	0.769	0.769
NDUFA12	SDHA	0.773	0.773
NDUFA5	SDHA	0.793	0.793
NDUFA8	SDHA	0.813	0.813
COX5A	SDHA	0.815	0.815
NDUFS6	SDHA	0.84	0.84
COX4I2	SDHA	0.857	0.857
MT-ND2	SDHA	0.865	0.865
SDHA	UQCRH	0.866	0.866
NDUFS4	SDHA	0.877	0.877
MT-ND5	SDHA	0.881	0.881
SDHA	UQCRB	0.882	0.882
COX4I1	SDHA	0.899	0.899
MT-ND4	SDHA	0.922	0.922
MT-CYB	SDHA	0.924	0.924
CYCS	SDHA	0.93	0.93
MT-ND3	SDHA	0.937	0.937
MT-ND1	SDHA	0.949	0.949
MT-CO2	SDHA	0.958	0.958
NDUFB8	SDHA	0.964	0.964
CYC1	SDHA	0.966	0.966
ATP5F1A	SDHA	0.972	0.972
MT-CO3	SDHA	0.976	0.976
NDUFA9	SDHA	0.982	0.982
MT-CO1	SDHA	0.982	0.982
NDUFV2	SDHA	0.984	0.984
SDHA	UQCRC2	0.99	0.99
SDHA	UQCRFS1	0.993	0.993
NDUFS1	SDHA	0.995	0.995
NDUFS2	SDHA	0.998	0.998
SDHA	SDHD	0.999	0.999
NDUFS8	SDHA	0.999	0.999
NDUFV1	SDHA	0.999	0.999
SDHA	SDHB	0.999	0.999
SDHA	SDHC	0.999	0.999
NDUFB4	SDHB	0.687	0.687
SDHB	UQCRC1	0.938	0.938
ATP5F1D	SDHB	0.931	0.931
NDUFB7	SDHB	0.865	0.865
COX6A1	SDHB	0.644	0.644
NDUFS7	SDHB	0.976	0.976
CAT	SDHB	0.551	0.551
ATP5F1E	SDHB	0.558	0.558
NDUFA2	SDHB	0.958	0.958
NDUFA10	SDHB	0.68	0.68
COX5B	SDHB	0.972	0.972
NDUFB5	SDHB	0.824	0.824
ATP5F1B	SDHB	0.879	0.879
NDUFS3	SDHB	0.996	0.996
SDHA	SDHB	0.999	0.999
NDUFA9	SDHB	0.965	0.965
SDHB	UQCRC2	0.997	0.997
NDUFB10	SDHB	0.848	0.848
SDHB	TP53	0.526	0.526
PSMB6	SDHB	0.435	0.435
NDUFS6	SDHB	0.886	0.886
NDUFB9	SDHB	0.966	0.966
NDUFC2	SDHB	0.69	0.69
ATP5MC3	SDHB	0.565	0.565
COX6A2	SDHB	0.542	0.542
ATP5PO	SDHB	0.834	0.834
NDUFS4	SDHB	0.89	0.89
NDUFB8	SDHB	0.997	0.997
NDUFA7	SDHB	0.591	0.591
ATP5PD	SDHB	0.925	0.925
SDHB	UQCRFS1	0.998	0.998
CYCS	SDHB	0.908	0.908
SDHB	UQCRH	0.765	0.765
NDUFS8	SDHB	0.998	0.998
CYC1	SDHB	0.975	0.975
COX5A	SDHB	0.946	0.946
SDHB	TUBB3	0.415	0.415
COX8A	SDHB	0.451	0.451
HSPA5	SDHB	0.402	0.402
NDUFV2	SDHB	0.999	0.999
NDUFA12	SDHB	0.931	0.931
SDHB	UQCR10	0.919	0.919
NDUFA4	SDHB	0.603	0.603
ATP5F1C	SDHB	0.968	0.968
MT-CO1	SDHB	0.991	0.991
MT-CYB	SDHB	0.946	0.946
MT-ATP6	SDHB	0.682	0.682
MT-ND1	SDHB	0.971	0.971
MT-ND5	SDHB	0.928	0.928
MT-CO2	SDHB	0.98	0.98
MT-ND4	SDHB	0.958	0.958
MT-CO3	SDHB	0.982	0.982
MT-ND2	SDHB	0.892	0.892
MT-ND3	SDHB	0.92	0.92
SDHB	SDHC	0.999	0.999
NDUFS2	SDHB	0.997	0.997
ATP5PB	SDHB	0.707	0.707
COX7A2	SDHB	0.536	0.536
NDUFA1	SDHB	0.668	0.668
NDUFS5	SDHB	0.846	0.846
NDUFA8	SDHB	0.952	0.952
SDHB	TNF	0.435	0.435
SDHB	TOMM40	0.442	0.442
BCL2L1	SDHB	0.468	0.468
COX6B2	SDHB	0.506	0.506
ATP5MC2	SDHB	0.546	0.546
SDHB	UQCRHL	0.571	0.571
COX6C	SDHB	0.589	0.589
COX7B	SDHB	0.605	0.605
BCL2	SDHB	0.61	0.61
ATP5MC1	SDHB	0.612	0.612
NDUFB1	SDHB	0.626	0.626
ACTB	SDHB	0.632	0.632
NDUFAB1	SDHB	0.651	0.651
NDUFA3	SDHB	0.669	0.669
ATP5PF	SDHB	0.693	0.693
COX7C	SDHB	0.704	0.704
SDHB	VDAC1	0.716	0.716
NDUFA5	SDHB	0.73	0.73
SDHB	UQCR11	0.757	0.757
NDUFB3	SDHB	0.762	0.762
COX6B1	SDHB	0.798	0.798
NDUFA11	SDHB	0.827	0.827
COX4I2	SDHB	0.829	0.829
NDUFA13	SDHB	0.839	0.839
NDUFB6	SDHB	0.859	0.859
NDUFA6	SDHB	0.863	0.863
SDHB	UQCRQ	0.886	0.886
COX4I1	SDHB	0.932	0.932
ATP5F1A	SDHB	0.949	0.949
SDHB	UQCRB	0.957	0.957
NDUFV1	SDHB	0.993	0.993
NDUFS1	SDHB	0.996	0.996
SDHB	SDHD	0.999	0.999
NDUFB4	SDHC	0.706	0.706
SDHC	UQCRC1	0.709	0.709
ATP5F1D	SDHC	0.75	0.75
NDUFB7	SDHC	0.775	0.775
COX6A1	SDHC	0.574	0.574
NDUFS7	SDHC	0.859	0.859
NDUFA2	SDHC	0.908	0.908
NDUFA10	SDHC	0.597	0.597
COX5B	SDHC	0.886	0.886
NDUFB5	SDHC	0.825	0.825
ATP5F1B	SDHC	0.408	0.408
NDUFS3	SDHC	0.92	0.92
SDHA	SDHC	0.999	0.999
NDUFA9	SDHC	0.902	0.902
SDHC	UQCRC2	0.839	0.839
NDUFB10	SDHC	0.689	0.689
SDHC	TP53	0.622	0.622
NDUFS6	SDHC	0.874	0.874
NDUFB9	SDHC	0.833	0.833
NDUFC2	SDHC	0.68	0.68
ATP5MC3	SDHC	0.559	0.559
COX6A2	SDHC	0.555	0.555
ATP5PO	SDHC	0.644	0.644
NDUFS4	SDHC	0.899	0.899
NDUFB8	SDHC	0.952	0.952
NDUFA7	SDHC	0.477	0.477
ATP5PD	SDHC	0.847	0.847
SDHC	UQCRFS1	0.951	0.951
CYCS	SDHC	0.946	0.946
SDHC	UQCRH	0.819	0.819
CASP3	SDHC	0.543	0.543
NDUFS8	SDHC	0.988	0.988
CYC1	SDHC	0.923	0.923
COX5A	SDHC	0.894	0.894
COX8A	SDHC	0.505	0.505
NDUFV2	SDHC	0.982	0.982
NDUFA12	SDHC	0.951	0.951
SDHC	UQCR10	0.922	0.922
NDUFA4	SDHC	0.454	0.454
ATP5F1C	SDHC	0.83	0.83
MT-CO1	SDHC	0.951	0.951
MT-CYB	SDHC	0.881	0.881
MT-ATP6	SDHC	0.593	0.593
MT-ND1	SDHC	0.824	0.824
MT-ND5	SDHC	0.727	0.727
MT-CO2	SDHC	0.972	0.972
MT-ND4	SDHC	0.696	0.696
MT-CO3	SDHC	0.926	0.926
MT-ND2	SDHC	0.62	0.62
MT-ND3	SDHC	0.72	0.72
BCL2L1	SDHC	0.4	0.4
COX7A2	SDHC	0.405	0.405
SDHC	VDAC1	0.421	0.421
COX6B2	SDHC	0.423	0.423
NDUFA3	SDHC	0.44	0.44
ATP5MC2	SDHC	0.452	0.452
SDHC	TNF	0.474	0.474
ATP5MC1	SDHC	0.491	0.491
NDUFAB1	SDHC	0.504	0.504
BCL2	SDHC	0.512	0.512
COX6C	SDHC	0.545	0.545
COX6B1	SDHC	0.554	0.554
SDHC	UQCR11	0.557	0.557
NDUFA11	SDHC	0.581	0.581
ATP5PF	SDHC	0.589	0.589
NDUFA1	SDHC	0.605	0.605
NDUFB3	SDHC	0.638	0.638
NDUFS5	SDHC	0.656	0.656
COX7C	SDHC	0.67	0.67
COX4I2	SDHC	0.714	0.714
ATP5PB	SDHC	0.715	0.715
SDHC	UQCRHL	0.718	0.718
COX4I1	SDHC	0.761	0.761
ACTB	SDHC	0.766	0.766
ATP5F1A	SDHC	0.774	0.774
NDUFA13	SDHC	0.794	0.794
NDUFB6	SDHC	0.831	0.831
NDUFV1	SDHC	0.845	0.845
NDUFA6	SDHC	0.897	0.897
NDUFA5	SDHC	0.902	0.902
SDHC	UQCRB	0.909	0.909
NDUFA8	SDHC	0.914	0.914
NDUFS1	SDHC	0.923	0.923
SDHC	UQCRQ	0.953	0.953
NDUFS2	SDHC	0.981	0.981
SDHB	SDHC	0.999	0.999
SDHC	SDHD	0.999	0.999
NDUFB4	SDHD	0.806	0.806
SDHD	UQCRC1	0.727	0.727
ATP5F1D	SDHD	0.648	0.648
NDUFB7	SDHD	0.732	0.732
COX6A1	SDHD	0.607	0.607
NDUFS7	SDHD	0.713	0.713
ATP5F1E	SDHD	0.533	0.533
NDUFA2	SDHD	0.985	0.985
NDUFA10	SDHD	0.41	0.41
COX5B	SDHD	0.949	0.949
NDUFB5	SDHD	0.934	0.934
ATP5F1B	SDHD	0.473	0.473
NDUFS3	SDHD	0.931	0.931
SDHA	SDHD	0.999	0.999
NDUFA9	SDHD	0.887	0.887
SDHD	UQCRC2	0.965	0.965
NDUFB10	SDHD	0.724	0.724
NDUFS6	SDHD	0.941	0.941
NDUFB9	SDHD	0.947	0.947
NDUFC2	SDHD	0.681	0.681
ATP5MC3	SDHD	0.457	0.457
COX6A2	SDHD	0.532	0.532
ATP5PO	SDHD	0.791	0.791
NDUFS4	SDHD	0.85	0.85
NDUFB8	SDHD	0.984	0.984
NDUFA7	SDHD	0.527	0.527
ATP5PD	SDHD	0.818	0.818
SDHD	UQCRFS1	0.952	0.952
CYCS	SDHD	0.904	0.904
SDHD	UQCRH	0.819	0.819
NDUFS8	SDHD	0.984	0.984
CYC1	SDHD	0.878	0.878
COX5A	SDHD	0.917	0.917
NDUFV2	SDHD	0.956	0.956
NDUFA12	SDHD	0.931	0.931
SDHD	UQCR10	0.923	0.923
NDUFA4	SDHD	0.694	0.694
ATP5F1C	SDHD	0.799	0.799
MT-CO1	SDHD	0.446	0.446
MT-CYB	SDHD	0.87	0.87
MT-ATP6	SDHD	0.502	0.502
MT-ND1	SDHD	0.581	0.581
MT-ND5	SDHD	0.664	0.664
MT-ND4	SDHD	0.507	0.507
MT-ND2	SDHD	0.528	0.528
MT-ND3	SDHD	0.444	0.444
SDHC	SDHD	0.999	0.999
NDUFS2	SDHD	0.917	0.917
ATP5PB	SDHD	0.832	0.832
COX7A2	SDHD	0.53	0.53
NDUFA1	SDHD	0.45	0.45
NDUFS5	SDHD	0.549	0.549
NDUFA8	SDHD	0.951	0.951
SDHB	SDHD	0.999	0.999
COX6B2	SDHD	0.412	0.412
NDUFA3	SDHD	0.433	0.433
NDUFA4L2	SDHD	0.443	0.443
NDUFC1	SDHD	0.448	0.448
COX7B	SDHD	0.462	0.462
ATP5MC1	SDHD	0.466	0.466
SDHD	VDAC1	0.467	0.467
SDHD	UQCR11	0.478	0.478
NDUFA11	SDHD	0.48	0.48
ATP5PF	SDHD	0.515	0.515
NDUFB3	SDHD	0.577	0.577
COX6C	SDHD	0.587	0.587
NDUFAB1	SDHD	0.588	0.588
COX6B1	SDHD	0.603	0.603
COX7C	SDHD	0.619	0.619
NDUFV1	SDHD	0.675	0.675
NDUFA13	SDHD	0.687	0.687
SDHD	UQCRHL	0.698	0.698
COX4I2	SDHD	0.71	0.71
COX4I1	SDHD	0.75	0.75
ATP5F1A	SDHD	0.761	0.761
NDUFB6	SDHD	0.804	0.804
NDUFA5	SDHD	0.872	0.872
NDUFS1	SDHD	0.911	0.911
SDHD	UQCRB	0.93	0.93
NDUFA6	SDHD	0.93	0.93
SDHD	UQCRQ	0.946	0.946
NUP107	SEC13	0.999	0.999
NUP155	SEC13	0.996	0.996
NUP85	SEC13	0.999	0.999
NUP210	SEC13	0.954	0.954
NXT1	SEC13	0.535	0.535
PSMB7	SEC13	0.468	0.468
PSMC1	SEC13	0.511	0.511
NUP133	SEC13	0.999	0.999
PSMB1	SEC13	0.447	0.447
NUP54	SEC13	0.984	0.984
PSMA5	SEC13	0.416	0.416
RANBP2	SEC13	0.981	0.981
NUP205	SEC13	0.995	0.995
NUP35	SEC13	0.971	0.971
GLE1	SEC13	0.762	0.762
NUP93	SEC13	0.997	0.997
NUP98	SEC13	0.999	0.999
HSPA5	SEC13	0.592	0.592
SEC13	SRSF7	0.481	0.481
NUP43	SEC13	0.999	0.999
NUP50	SEC13	0.839	0.839
SEC13	VCP	0.715	0.715
NUP214	SEC13	0.995	0.995
MTOR	SEC13	0.655	0.655
SEC13	TPR	0.865	0.865
NDC1	SEC13	0.936	0.936
NUP188	SEC13	0.963	0.963
PSMB2	SEC13	0.417	0.417
SEC13	SRSF3	0.461	0.461
NCBP1	SEC13	0.524	0.524
NUP160	SEC13	0.999	0.999
NUP58	SEC13	0.977	0.977
PSMC2	SEC13	0.402	0.402
PSMD14	SEC13	0.403	0.403
PSMA1	SEC13	0.406	0.406
SEC13	TNF	0.437	0.437
GRIA1	SEC13	0.499	0.499
NXF2B	SEC13	0.526	0.526
ALYREF	SEC13	0.543	0.543
PPP3CA	SEC13	0.547	0.547
NXF1	SEC13	0.612	0.612
RAB1A	SEC13	0.665	0.665
RAE1	SEC13	0.826	0.826
POM121C	SEC13	0.874	0.874
POM121	SEC13	0.897	0.897
NUP153	SEC13	0.945	0.945
NUP88	SEC13	0.977	0.977
NUP62	SEC13	0.987	0.987
SEC13	SEH1L	0.999	0.999
NUP37	SEC13	0.999	0.999
NUP107	SEH1L	0.999	0.999
NUP155	SEH1L	0.999	0.999
NUP85	SEH1L	0.999	0.999
NUP210	SEH1L	0.993	0.993
NXT1	SEH1L	0.556	0.556
NUP133	SEH1L	0.999	0.999
NUP54	SEH1L	0.988	0.988
RANBP2	SEH1L	0.993	0.993
NUP205	SEH1L	0.999	0.999
NUP35	SEH1L	0.994	0.994
GLE1	SEH1L	0.912	0.912
NUP93	SEH1L	0.999	0.999
NUP98	SEH1L	0.999	0.999
HSPA5	SEH1L	0.4	0.4
SEH1L	SRSF7	0.501	0.501
NUP43	SEH1L	0.999	0.999
NUP50	SEH1L	0.963	0.963
NUP214	SEH1L	0.998	0.998
MTOR	SEH1L	0.503	0.503
SEH1L	TPR	0.966	0.966
NDC1	SEH1L	0.988	0.988
NUP188	SEH1L	0.991	0.991
SEH1L	SRSF3	0.547	0.547
NCBP1	SEH1L	0.593	0.593
NUP160	SEH1L	0.999	0.999
NUP58	SEH1L	0.984	0.984
SEC13	SEH1L	0.999	0.999
POM121	SEH1L	0.849	0.849
RAE1	SEH1L	0.964	0.964
ALYREF	SEH1L	0.573	0.573
NXF2B	SEH1L	0.641	0.641
NXF1	SEH1L	0.826	0.826
POM121C	SEH1L	0.899	0.899
NUP153	SEH1L	0.981	0.981
NUP62	SEH1L	0.984	0.984
NUP88	SEH1L	0.993	0.993
NUP37	SEH1L	0.999	0.999
SETX	TUBA4A	0.415	0.415
SETX	TBK1	0.449	0.449
KIF5A	SETX	0.449	0.449
GLE1	SETX	0.459	0.459
SETX	SQSTM1	0.478	0.478
HNRNPA2B1	SETX	0.489	0.489
NCBP1	SETX	0.514	0.514
PFN1	SETX	0.531	0.531
HNRNPA1	SETX	0.558	0.558
MATR3-2	SETX	0.611	0.611
CHMP2B	SETX	0.629	0.629
SETX	VCP	0.634	0.634
ANG	SETX	0.674	0.674
NEFH	SETX	0.683	0.683
SETX	UBQLN2	0.685	0.685
SETX	SIGMAR1	0.69	0.69
C9orf72	SETX	0.744	0.744
OPTN	SETX	0.75	0.75
SETX	SOD1	0.777	0.777
SETX	SPG11	0.783	0.783
DCTN1	SETX	0.785	0.785
ATXN2	SETX	0.79	0.79
FIG4	SETX	0.82	0.82
SETX	TARDBP	0.862	0.862
SETX	VAPB	0.865	0.865
FUS	SETX	0.887	0.887
ALS2	SETX	0.909	0.909
SIGMAR1	XBP1	0.629	0.629
SETX	SIGMAR1	0.69	0.69
PFN1	SIGMAR1	0.435	0.435
FIG4	SIGMAR1	0.543	0.543
SIGMAR1	TARDBP	0.603	0.603
FUS	SIGMAR1	0.542	0.542
SIGMAR1	SPG11	0.594	0.594
CHMP2B	SIGMAR1	0.545	0.545
ALS2	SIGMAR1	0.613	0.613
SIGMAR1	SOD1	0.566	0.566
OPTN	SIGMAR1	0.45	0.45
MATR3-2	SIGMAR1	0.456	0.456
CYC1	SIGMAR1	0.461	0.461
GRIN2B	SIGMAR1	0.463	0.463
ATXN2	SIGMAR1	0.472	0.472
ATF6	SIGMAR1	0.473	0.473
DCTN1	SIGMAR1	0.491	0.491
SIGMAR1	VCP	0.522	0.522
SIGMAR1	UBQLN2	0.545	0.545
BCL2	SIGMAR1	0.603	0.603
C9orf72	SIGMAR1	0.614	0.614
MCU	SIGMAR1	0.618	0.618
ERN1	SIGMAR1	0.667	0.667
SIGMAR1	VAPB	0.712	0.712
SIGMAR1	VDAC1	0.848	0.848
ITPR3	SIGMAR1	0.934	0.934
HSPA5	SIGMAR1	0.992	0.992
NEFM	SLC1A2	0.571	0.571
FIG4	SLC1A2	0.444	0.444
SLC1A2	TARDBP	0.719	0.719
FUS	SLC1A2	0.446	0.446
GRIN2D	SLC1A2	0.46	0.46
SLC1A2	SOD1	0.731	0.731
CCS	SLC1A2	0.414	0.414
NEFL	SLC1A2	0.414	0.414
ACTB	SLC1A2	0.435	0.435
C9orf72	SLC1A2	0.446	0.446
SLC1A2	TNF	0.451	0.451
KIF5A	SLC1A2	0.468	0.468
NEFH	SLC1A2	0.545	0.545
GRIN2C	SLC1A2	0.546	0.546
CASP3	SLC1A2	0.581	0.581
GRIN1	SLC1A2	0.622	0.622
GRIA2	SLC1A2	0.685	0.685
GRIA1	SLC1A2	0.687	0.687
GRIN2B	SLC1A2	0.739	0.739
GRIN2A	SLC1A2	0.783	0.783
RB1CC1	SMCR8	0.875	0.875
SMCR8	TARDBP	0.46	0.46
SMCR8	TANK	0.925	0.925
CHMP2B	SMCR8	0.455	0.455
RAB5A	SMCR8	0.617	0.617
SMCR8	WDR41	0.999	0.999
RAB8A	SMCR8	0.972	0.972
SMCR8	ULK1	0.965	0.965
SMCR8	TBK1	0.959	0.959
ATG101	SMCR8	0.895	0.895
SMCR8	UBQLN2	0.404	0.404
RAB39B	SMCR8	0.979	0.979
OPTN	SMCR8	0.446	0.446
SMCR8	SQSTM1	0.599	0.599
SMCR8	ULK2	0.921	0.921
ATXN2	SMCR8	0.401	0.401
RAB1A	SMCR8	0.752	0.752
C9orf72	SMCR8	0.999	0.999
PSMA4	SOD1	0.745	0.745
PSMC4	SOD1	0.83	0.83
PSMD8	SOD1	0.691	0.691
SOD1	XBP1	0.528	0.528
DNAL4	SOD1	0.652	0.652
PSMA3	SOD1	0.738	0.738
PSMD7	SOD1	0.725	0.725
DCTN6	SOD1	0.662	0.662
NEFM	SOD1	0.677	0.677
PSMA2	SOD1	0.744	0.744
SETX	SOD1	0.777	0.777
PFN1	SOD1	0.675	0.675
MAPK14	SOD1	0.584	0.584
FIG4	SOD1	0.739	0.739
PPP3R1	SOD1	0.916	0.916
SOD1	TARDBP	0.989	0.989
CAT	SOD1	0.92	0.92
SOD1	TUBA4A	0.678	0.678
FUS	SOD1	0.992	0.992
ACTR10	SOD1	0.69	0.69
COX5B	SOD1	0.451	0.451
PSMB7	SOD1	0.704	0.704
DERL1	SOD1	0.964	0.964
DCTN3	SOD1	0.66	0.66
PSMC1	SOD1	0.736	0.736
DNAH3	SOD1	0.796	0.796
PSMA6	SOD1	0.754	0.754
PSMD11	SOD1	0.711	0.711
SOD1	SPG11	0.584	0.584
PSMB1	SOD1	0.795	0.795
DNAH9	SOD1	0.65	0.65
CHMP2B	SOD1	0.64	0.64
ALS2	SOD1	0.891	0.891
PSMD3	SOD1	0.69	0.69
DNAH5	SOD1	0.65	0.65
DAXX	SOD1	0.613	0.613
SOD1	TP53	0.514	0.514
COX5A	SOD1	0.419	0.419
CASP1	SOD1	0.419	0.419
COX7C	SOD1	0.421	0.421
ATF6	SOD1	0.423	0.423
ATP5F1C	SOD1	0.428	0.428
NDUFAB1	SOD1	0.437	0.437
MTOR	SOD1	0.44	0.44
NDUFS5	SOD1	0.446	0.446
ATP5PD	SOD1	0.446	0.446
NDUFS1	SOD1	0.446	0.446
CASP9	SOD1	0.448	0.448
SOD1	UBQLN1	0.453	0.453
NUP62	SOD1	0.464	0.464
NOS2	SOD1	0.468	0.468
ATP5PO	SOD1	0.475	0.475
KIF5A	SOD1	0.478	0.478
GRIA2	SOD1	0.479	0.479
HNRNPA2B1	SOD1	0.483	0.483
COX4I1	SOD1	0.488	0.488
ATP5F1A	SOD1	0.53	0.53
MT-CO3	SOD1	0.532	0.532
HNRNPA1	SOD1	0.533	0.533
HDAC6	SOD1	0.563	0.563
SIGMAR1	SOD1	0.566	0.566
SOD1	TNF	0.574	0.574
SOD1	TBK1	0.594	0.594
MT-CO2	SOD1	0.6	0.6
MATR3-2	SOD1	0.603	0.603
MT-CYB	SOD1	0.605	0.605
PRKN	SOD1	0.62	0.62
CASP3	SOD1	0.624	0.624
ANG	SOD1	0.631	0.631
DNAI1	SOD1	0.65	0.65
DNAH8	SOD1	0.65	0.65
DNAH12	SOD1	0.65	0.65
DNAH17	SOD1	0.65	0.65
DNAI2	SOD1	0.65	0.65
DNAH1	SOD1	0.65	0.65
DNAH10	SOD1	0.65	0.65
DNAH6	SOD1	0.65	0.65
DNAH14	SOD1	0.65	0.65
DNALI1	SOD1	0.65	0.65
DNAH7	SOD1	0.65	0.65
PINK1	SOD1	0.651	0.651
BECN1	SOD1	0.655	0.655
DCTN5	SOD1	0.656	0.656
ACTB	SOD1	0.658	0.658
DCTN4	SOD1	0.661	0.661
ATXN2	SOD1	0.661	0.661
ACTR1A	SOD1	0.662	0.662
DNAL1	SOD1	0.662	0.662
ACTR1B	SOD1	0.664	0.664
DNAH2	SOD1	0.666	0.666
NOS1	SOD1	0.667	0.667
DNAH11	SOD1	0.668	0.668
PSMD12	SOD1	0.669	0.669
HAP1	SOD1	0.674	0.674
CYCS	SOD1	0.675	0.675
PSMA8	SOD1	0.679	0.679
PSMD1	SOD1	0.687	0.687
PSMC6	SOD1	0.695	0.695
PSMC5	SOD1	0.698	0.698
PSMD9	SOD1	0.712	0.712
MT-CO1	SOD1	0.72	0.72
MAP3K5	SOD1	0.721	0.721
PSMC2	SOD1	0.722	0.722
PSMB4	SOD1	0.726	0.726
PSMA7	SOD1	0.727	0.727
PSMB5	SOD1	0.728	0.728
SLC1A2	SOD1	0.731	0.731
PSMB2	SOD1	0.734	0.734
PSMB3	SOD1	0.735	0.735
SOD1	UQCRFS1	0.737	0.737
PSMB6	SOD1	0.741	0.741
DCTN2	SOD1	0.745	0.745
PSMA5	SOD1	0.746	0.746
PSMA1	SOD1	0.754	0.754
PSMD14	SOD1	0.768	0.768
SOD1	VCP	0.772	0.772
NEFH	SOD1	0.786	0.786
PSMD4	SOD1	0.8	0.8
PSMC3	SOD1	0.812	0.812
ADRM1	SOD1	0.819	0.819
PSMD2	SOD1	0.823	0.823
SOD1	UBQLN2	0.851	0.851
SOD1	VAPB	0.854	0.854
DCTN1	SOD1	0.855	0.855
GPX5	SOD1	0.883	0.883
GPX6	SOD1	0.883	0.883
GPX2	SOD1	0.885	0.885
GPX3	SOD1	0.887	0.887
GPX8	SOD1	0.89	0.89
GPX7	SOD1	0.891	0.891
C9orf72	SOD1	0.897	0.897
SOD1	TOMM40L	0.9	0.9
PPP3CC	SOD1	0.902	0.902
PPP3R2	SOD1	0.904	0.904
PPP3CB	SOD1	0.909	0.909
SOD1	SQSTM1	0.91	0.91
SOD1	TOMM40	0.923	0.923
OPTN	SOD1	0.937	0.937
PPP3CA	SOD1	0.95	0.95
HSPA5	SOD1	0.975	0.975
NEFL	SOD1	0.976	0.976
SOD1	VDAC1	0.996	0.996
BCL2	SOD1	0.998	0.998
CCS	SOD1	0.999	0.999
SETX	SPG11	0.783	0.783
PFN1	SPG11	0.476	0.476
FIG4	SPG11	0.675	0.675
SPG11	TARDBP	0.602	0.602
SPG11	TUBA4A	0.432	0.432
FUS	SPG11	0.603	0.603
HNRNPA1	SPG11	0.42	0.42
SPG11	SQSTM1	0.432	0.432
SPG11	TBK1	0.448	0.448
NEFH	SPG11	0.484	0.484
RAB5A	SPG11	0.521	0.521
PINK1	SPG11	0.562	0.562
MATR3-2	SPG11	0.576	0.576
SOD1	SPG11	0.584	0.584
PRKN	SPG11	0.588	0.588
CHMP2B	SPG11	0.591	0.591
SIGMAR1	SPG11	0.594	0.594
DCTN1	SPG11	0.595	0.595
OPTN	SPG11	0.6	0.6
SPG11	VCP	0.605	0.605
C9orf72	SPG11	0.623	0.623
KIF5A	SPG11	0.653	0.653
SPG11	VAPB	0.661	0.661
SPG11	UBQLN2	0.673	0.673
ATXN2	SPG11	0.694	0.694
ALS2	SPG11	0.798	0.798
RB1CC1	SQSTM1	0.914	0.914
GABARAPL2	SQSTM1	0.999	0.999
MAPK13	SQSTM1	0.632	0.632
MAPK12	SQSTM1	0.487	0.487
SQSTM1	XBP1	0.456	0.456
NEFM	SQSTM1	0.504	0.504
SETX	SQSTM1	0.478	0.478
PFN1	SQSTM1	0.463	0.463
MAPK14	SQSTM1	0.672	0.672
FIG4	SQSTM1	0.755	0.755
SQSTM1	TARDBP	0.95	0.95
ATG14	SQSTM1	0.822	0.822
SQSTM1	TRAF2	0.931	0.931
SQSTM1	TUBA4A	0.419	0.419
FUS	SQSTM1	0.795	0.795
EIF2S1	SQSTM1	0.45	0.45
SQSTM1	TANK	0.922	0.922
PSMA6	SQSTM1	0.569	0.569
SPG11	SQSTM1	0.432	0.432
PIK3C3	SQSTM1	0.812	0.812
SQSTM1	WIPI1	0.694	0.694
CHMP2B	SQSTM1	0.778	0.778
ALS2	SQSTM1	0.511	0.511
DAXX	SQSTM1	0.41	0.41
SQSTM1	TP53	0.901	0.901
SOD1	SQSTM1	0.91	0.91
RAB5A	SQSTM1	0.509	0.509
NRBF2	SQSTM1	0.451	0.451
RANBP2	SQSTM1	0.57	0.57
SQSTM1	WIPI2	0.689	0.689
SQSTM1	WDR41	0.571	0.571
RAB8A	SQSTM1	0.95	0.95
GABARAP	SQSTM1	0.999	0.999
KIF5B	SQSTM1	0.766	0.766
EIF2AK3	SQSTM1	0.726	0.726
CYCS	SQSTM1	0.518	0.518
PSMD2	SQSTM1	0.466	0.466
CASP3	SQSTM1	0.672	0.672
HSPA5	SQSTM1	0.946	0.946
SQSTM1	ULK1	0.959	0.959
SQSTM1	TBK1	0.995	0.995
CASP9	SQSTM1	0.613	0.613
