gene,log2FC,p_value,t_statistic,mean_ALS,mean_Control,adj_p_value,neg_log10_pval,dataset,description,n_ALS,n_Control,significant
Gene_1346,0.4408416618112055,0.3861972902041707,0.9060951342380952,0.1481541124408921,-0.2926875493703133,0.9655303791097822,0.4131907778210065,GSE56500,Muscle tissue from ALS patients,,,
Gene_1347,-0.0606488801026617,0.9285606191275078,-0.0919410706360883,-0.4874122447595901,-0.4267633646569284,0.999595317338926,0.0321897389966629,GSE56500,Muscle tissue from ALS patients,,,
Gene_1348,0.1729808023182085,0.7371825862024444,0.3450797583308214,0.181066824152564,0.0080860218343555,0.9901620040536064,0.1324249322775843,GSE56500,Muscle tissue from ALS patients,,,
Gene_1349,-0.3127323783365571,0.5824508118501251,-0.5681715370749542,-0.3366223694719032,-0.0238899911353461,0.97626280066375,0.2347407450556945,GSE56500,Muscle tissue from ALS patients,,,
Gene_1350,-0.0097630306543737,0.9891998746468889,-0.0138785325333427,0.551299415005228,0.5610624456596018,0.999595317338926,0.0047159473452813,GSE56500,Muscle tissue from ALS patients,,,
Gene_1351,0.0960437290823552,0.8843564678126141,0.1492070242213723,0.1466490353279022,0.0506053062455469,0.9989958531488484,0.0533726435854937,GSE56500,Muscle tissue from ALS patients,,,
Gene_1352,1.2165394112435128,0.0365236335093638,2.41255309888606,0.6089224278227864,-0.6076169834207265,0.9323688393854008,1.437426023728902,GSE56500,Muscle tissue from ALS patients,,,
Gene_1353,0.9836255490230364,0.1771943024041083,1.4518125668810635,0.7223547583235844,-0.2612707906994519,0.9377764283423308,0.7515502467505343,GSE56500,Muscle tissue from ALS patients,,,
Gene_1354,0.6916241365893847,0.3444184257780012,0.9923774261507886,0.0409632801533584,-0.6506608564360262,0.9615422597515856,0.4629136226084678,GSE56500,Muscle tissue from ALS patients,,,
Gene_1355,0.5459734074368046,0.2114281165990314,1.3351368557333778,0.5917779290612031,0.0458045216243985,0.9481081461839972,0.674837258883626,GSE56500,Muscle tissue from ALS patients,,,
Gene_1356,-0.9144862115428604,0.1074163782055751,-1.768483399870831,-0.5037936008576218,0.4106926106852386,0.9367758740301844,0.9689294949678772,GSE56500,Muscle tissue from ALS patients,,,
Gene_1357,0.064227916560915,0.9200733634664896,0.1029042133025505,-0.0662740491962529,-0.130501965757168,0.999595317338926,0.0361775421344674,GSE56500,Muscle tissue from ALS patients,,,
Gene_1358,0.3683883039667937,0.3602206033991467,0.9588964060842756,-0.3000809317096005,-0.6684692356763943,0.9615422597515856,0.4434314506318186,GSE56500,Muscle tissue from ALS patients,,,
Gene_1359,-0.7266181322162107,0.3926071604051857,-0.8934564784775613,-0.354115711381353,0.3725024208348577,0.9690482800349992,0.4060417839614266,GSE56500,Muscle tissue from ALS patients,,,
Gene_1360,-0.4289668970739181,0.3483129511899885,-0.9840230552589224,0.0484557595400095,0.4774226566139277,0.9615422597515856,0.4580303770325029,GSE56500,Muscle tissue from ALS patients,,,
Gene_1361,-0.6902019579326529,0.3178752559619462,-1.0512699025044052,-0.5844116057889054,0.1057903521437475,0.9528063719131828,0.4977432771101676,GSE56500,Muscle tissue from ALS patients,,,
Gene_1362,1.192278938448189,0.0484463033216823,2.246748234264276,0.159147357787726,-1.033131580660463,0.9323688393854008,1.3147393560382876,GSE56500,Muscle tissue from ALS patients,,,
Gene_1363,0.0263337327279554,0.96683138062032,0.0426355153461199,-0.2953886603025744,-0.3217223930305299,0.999595317338926,0.0146492620613761,GSE56500,Muscle tissue from ALS patients,,,
Gene_1364,0.4405287528359022,0.4255491655015347,0.8306678366372471,0.1975278662597313,-0.2430008865761708,0.9690482800349992,0.3710502567955913,GSE56500,Muscle tissue from ALS patients,,,
Gene_1365,-0.6645250368968246,0.1611450900642597,-1.5133097671020002,-0.677562295531064,-0.0130372586342393,0.9377764283423308,0.792782922484775,GSE56500,Muscle tissue from ALS patients,,,
Gene_1366,-0.5818725861771493,0.2691217146206207,-1.1700214126000748,0.1761639818231866,0.7580365680003359,0.9528063719131828,0.5700512589087054,GSE56500,Muscle tissue from ALS patients,,,
Gene_1367,-0.0593172423701192,0.9301853880011814,-0.0898437558441916,0.1442265905160103,0.2035438328861295,0.999595317338926,0.031430486970599,GSE56500,Muscle tissue from ALS patients,,,
Gene_1368,-0.2230133646646632,0.7300604592998652,-0.3548653930560981,-0.4290477191685548,-0.2060343545038916,0.9872352390802774,0.1366411726835845,GSE56500,Muscle tissue from ALS patients,,,
Gene_1369,0.1867104105412146,0.7667435772446093,0.3048324616241012,-0.0817311388575107,-0.2684415493987254,0.9903181213196264,0.1153498532703645,GSE56500,Muscle tissue from ALS patients,,,
Gene_1370,-1.1529747808605648,0.1422516647859302,-1.5929680316759371,-0.4438920537799105,0.7090827270806542,0.9367758740301844,0.8469426423099576,GSE56500,Muscle tissue from ALS patients,,,
Gene_1371,-0.7531915842597644,0.1262420418059782,-1.6681787764160747,-0.1268815192889132,0.6263100649708512,0.9367758740301844,0.8987959899117584,GSE56500,Muscle tissue from ALS patients,,,
Gene_1372,-0.9985489864593646,0.063037643033947,-2.090862652235784,-0.5239960093132546,0.4745529771461099,0.9323688393854008,1.2004000334069374,GSE56500,Muscle tissue from ALS patients,,,
Gene_1373,0.8711592144592593,0.1643858921696247,1.5004765720656557,0.5431374263321571,-0.3280217881271022,0.9377764283423308,0.7841354569649951,GSE56500,Muscle tissue from ALS patients,,,
Gene_1374,0.2348730741332914,0.653963470322215,0.4620079562342811,0.64097364784031,0.4061005737070185,0.9827004949285848,0.1844465102087144,GSE56500,Muscle tissue from ALS patients,,,
Gene_1375,0.2588030951273955,0.6193895096346793,0.5125598103869131,0.0232742973335674,-0.235528797793828,0.97626280066375,0.2080361543979478,GSE56500,Muscle tissue from ALS patients,,,
Gene_1376,-0.5337625899017964,0.2837339177759724,-1.1327851212743376,0.1726612356756687,0.7064238255774651,0.9528063719131828,0.5470887451964911,GSE56500,Muscle tissue from ALS patients,,,
Gene_1377,-1.0797649545957555,0.0712267269509368,-2.01792378690914,-0.7241217490875876,0.3556432055081681,0.9367758740301844,1.1473570121317276,GSE56500,Muscle tissue from ALS patients,,,
Gene_1378,0.0620497237964728,0.9353380826447472,0.0831952806078673,-0.3069470564232287,-0.3689967802197015,0.999595317338926,0.0290313828300618,GSE56500,Muscle tissue from ALS patients,,,
Gene_1379,0.2022222313345797,0.7814940041835936,0.284953530991864,0.2367580295945293,0.0345357982599496,0.9912668823030264,0.1070743496473136,GSE56500,Muscle tissue from ALS patients,,,
Gene_1380,-0.946186728706671,0.0645484779862242,-2.0767533872249486,-0.4080461912405576,0.5381405374661133,0.9323688393854008,1.1901139936760603,GSE56500,Muscle tissue from ALS patients,,,
Gene_1381,-0.6900610672603158,0.3821762209570696,-0.9140993250079656,0.0859296943029107,0.7759907615632265,0.9655303791097822,0.4177363382867615,GSE56500,Muscle tissue from ALS patients,,,
Gene_1382,-0.1685299810376251,0.8477811436744929,-0.1969904752758805,-0.4518693842319777,-0.2833394031943525,0.9978349838213592,0.0717162472266182,GSE56500,Muscle tissue from ALS patients,,,
Gene_1383,-0.2370118663683547,0.6691742503167328,-0.4401719084808386,-0.1681736550316167,0.068838211336738,0.983912982292182,0.1744607789477028,GSE56500,Muscle tissue from ALS patients,,,
Gene_1384,-0.2007999113445073,0.8048977975519499,-0.2536592928597074,0.0170374478788559,0.2178373592233632,0.9912668823030264,0.0942592609701124,GSE56500,Muscle tissue from ALS patients,,,
Gene_1385,-0.0295063959736153,0.9594336984985397,-0.0521532448328459,-0.004793880265753,0.0247125157078622,0.999595317338926,0.0179850317373876,GSE56500,Muscle tissue from ALS patients,,,
Gene_1386,0.3880713902530806,0.5011616786742732,0.697871703913705,0.2565452143843416,-0.1315261758687389,0.9733396406026348,0.300022144734112,GSE56500,Muscle tissue from ALS patients,,,
Gene_1387,0.1087354090252217,0.8526234322148181,0.1906385313323901,0.6585687006791913,0.5498332916539695,0.9978349838213592,0.0692427360311861,GSE56500,Muscle tissue from ALS patients,,,
Gene_1388,-0.7190217454438158,0.1430032496024916,-1.5896258326302406,-0.3916136034036937,0.3274081420401221,0.9367758740301844,0.8446540935251804,GSE56500,Muscle tissue from ALS patients,,,
Gene_1389,-0.0708785600806138,0.8258944612813384,-0.2258139300328989,-0.4271367616098602,-0.3562582015292464,0.9956533589889552,0.0830754463982282,GSE56500,Muscle tissue from ALS patients,,,
Gene_1390,-0.2372049449001242,0.7181917716571642,-0.371255655160871,-0.1245478441527613,0.1126571007473629,0.983912982292182,0.143759574905239,GSE56500,Muscle tissue from ALS patients,,,
Gene_1391,-0.3919477702679247,0.4669499872969359,-0.7562345131284082,0.1687067013571206,0.5606544716250453,0.9733396406026348,0.3307296320764961,GSE56500,Muscle tissue from ALS patients,,,
Gene_1392,0.604080105850917,0.1661346996548579,1.4936426520187225,0.150302408378667,-0.4537776974722499,0.9377764283423308,0.7795396493382608,GSE56500,Muscle tissue from ALS patients,,,
Gene_1393,-0.302287937622332,0.5553516178161313,-0.6101846252002338,-0.2016634500224662,0.1006244875998658,0.9754789336674292,0.2554319586346212,GSE56500,Muscle tissue from ALS patients,,,
Gene_1394,-0.608592018250183,0.1976533373240032,-1.380010381414789,-0.6188086826491952,-0.0102166643990121,0.9378568521992908,0.7040958483123455,GSE56500,Muscle tissue from ALS patients,,,
Gene_1395,-1.2215691943715137,0.0251492088319315,-2.6302998033652822,-0.1865433465991207,1.0350258477723928,0.9323688393854008,1.5994756728478534,GSE56500,Muscle tissue from ALS patients,,,
Gene_1396,-0.0507019338919225,0.9188240661813654,-0.1045190667189301,0.0218785044483429,0.0725804383402655,0.999595317338926,0.0367676381255885,GSE56500,Muscle tissue from ALS patients,,,
Gene_1397,0.5743161659367025,0.3507607801553272,0.978807140911429,-0.2092605542312393,-0.7835767201679419,0.9615422597515856,0.4549889726444973,GSE56500,Muscle tissue from ALS patients,,,
Gene_1398,0.1357635728502619,0.7578211083509254,0.3169206376338228,0.368276963300054,0.2325133904497921,0.9903181213196264,0.1204333020530345,GSE56500,Muscle tissue from ALS patients,,,
Gene_1399,0.438628176629755,0.4402419218171598,0.8037264789842666,0.2005782669130231,-0.2380499097167319,0.9690482800349992,0.3563086043383546,GSE56500,Muscle tissue from ALS patients,,,
Gene_1400,-0.6023808320269275,0.3979032713659706,-0.8831225358434998,0.146054334911816,0.7484351669387435,0.9690482800349992,0.4002224902822395,GSE56500,Muscle tissue from ALS patients,,,
Gene_1401,0.9152906770337568,0.1353793861895539,1.6242773116664104,-0.0976154328948302,-1.012906109928587,0.9367758740301844,0.8684474593264688,GSE56500,Muscle tissue from ALS patients,,,
Gene_1402,-0.1083473466895597,0.8484017100079979,-0.1961759573247759,0.4882821276653297,0.5966294743548894,0.9978349838213592,0.071398464806243,GSE56500,Muscle tissue from ALS patients,,,
Gene_1403,-0.2091402989667733,0.7091564814027603,-0.3838057953270671,-0.3337244606189873,-0.1245841616522139,0.983912982292182,0.1492579234751544,GSE56500,Muscle tissue from ALS patients,,,
Gene_1404,0.0827953417675542,0.838280823256813,0.209478285236138,0.3884812093478705,0.3056858675803162,0.997584862097931,0.0766104687679292,GSE56500,Muscle tissue from ALS patients,,,
Gene_1405,0.0857928132061612,0.8918493936841121,0.1394678128968071,0.1453917710878977,0.0595989578817364,0.9989958531488484,0.0497084785995383,GSE56500,Muscle tissue from ALS patients,,,
Gene_1406,-0.7498588288988847,0.2709910289768769,-1.1651701821004457,-0.8809172513037377,-0.1310584224048529,0.9528063719131828,0.5670450859902708,GSE56500,Muscle tissue from ALS patients,,,
Gene_1407,-0.2699519292817851,0.6628131513152198,-0.449275517568509,0.1247223687404755,0.3946742980222606,0.983912982292182,0.1786088830424322,GSE56500,Muscle tissue from ALS patients,,,
Gene_1408,0.4606241269611036,0.2701564512858921,1.1673327857519569,0.7061380751272321,0.2455139481661284,0.9528063719131828,0.5683846571293713,GSE56500,Muscle tissue from ALS patients,,,
Gene_1409,0.0978756366082294,0.8881415626894005,0.1442853271252294,-0.0369673640891395,-0.134843000697369,0.9989958531488484,0.0515178056235533,GSE56500,Muscle tissue from ALS patients,,,
Gene_1410,0.6323812887595559,0.0902299845512056,1.8752225066820545,0.647063951548489,0.014682662788933,0.9367758740301844,1.0446491169903889,GSE56500,Muscle tissue from ALS patients,,,
Gene_1411,0.4134608711573243,0.5196612728695436,0.6673329878582327,0.1314939737208663,-0.281966897436458,0.9733396406026348,0.2842796472443883,GSE56500,Muscle tissue from ALS patients,,,
Gene_1412,-0.8142601685486922,0.0939515637795303,-1.8506070729264257,-0.0940358186705809,0.7202243498781113,0.9367758740301844,1.0270959868761864,GSE56500,Muscle tissue from ALS patients,,,
Gene_1413,0.464145215943976,0.5312130066948784,0.6485925018639523,0.025679732910404,-0.4384654830335719,0.9733396406026348,0.2747312998549136,GSE56500,Muscle tissue from ALS patients,,,
Gene_1414,-0.3198643295987831,0.4788288954099726,-0.7356743563479399,-0.3327750664899252,-0.012910736891142,0.9733396406026348,0.3198196495387027,GSE56500,Muscle tissue from ALS patients,,,
Gene_1415,-1.081859563510861,0.0980206214301692,-1.824704688044172,-0.6655549014880561,0.4163046620228049,0.9367758740301844,1.0086825484787871,GSE56500,Muscle tissue from ALS patients,,,
Gene_1416,-0.0670378542094558,0.905092048384141,-0.1222899853367604,0.3002270257112698,0.3672648799207256,0.999595317338926,0.0433072505490119,GSE56500,Muscle tissue from ALS patients,,,
Gene_1417,-0.3047838252359,0.5291601822337324,-0.6519051166905984,-0.2275600952302142,0.0772237300056857,0.9733396406026348,0.2764128426530282,GSE56500,Muscle tissue from ALS patients,,,
Gene_1418,-0.0023900050635886,0.9944809528173352,-0.007091980410876,0.0988504557663304,0.101240460829919,0.999595317338926,0.0024035304536168,GSE56500,Muscle tissue from ALS patients,,,
Gene_1419,-0.0282234445609334,0.9463411189166262,-0.0690112731434643,-0.1660717707354318,-0.1378483261744983,0.999595317338926,0.0239522892223853,GSE56500,Muscle tissue from ALS patients,,,
Gene_1420,-0.0769297128273431,0.8143257438119362,-0.2411309333711303,-0.3012088919334499,-0.2242791791061068,0.9912668823030264,0.0892018353548496,GSE56500,Muscle tissue from ALS patients,,,
Gene_1421,0.9931694136204946,0.1148602787899995,1.7270489097403878,0.8251098973508751,-0.1680595162696194,0.9367758740301844,0.9398301339297306,GSE56500,Muscle tissue from ALS patients,,,
Gene_1422,-0.7147080460954391,0.1563994479939879,-1.5325141944379694,-0.3809689662896569,0.3337390798057822,0.9377764283423308,0.805764784099624,GSE56500,Muscle tissue from ALS patients,,,
Gene_1423,0.6582141774297292,0.2204241203946118,1.3071335522908136,0.4755978567799725,-0.1826163206497566,0.9527406485136978,0.6567408835901437,GSE56500,Muscle tissue from ALS patients,,,
Gene_1424,-0.2908096388997597,0.7204332372755977,-0.3681521074127033,-0.5327610347575242,-0.2419513958577644,0.9841175920566568,0.1424062591612138,GSE56500,Muscle tissue from ALS patients,,,
Gene_1425,0.7706201731951375,0.348054046327065,0.9845763095086064,0.117080923660016,-0.6535392495351214,0.9615422597515856,0.458353312952463,GSE56500,Muscle tissue from ALS patients,,,
Gene_1426,-0.342314239869927,0.2500471397453449,-1.221125282732733,-0.2356905733611817,0.1066236665087453,0.9528063719131828,0.6019781089224248,GSE56500,Muscle tissue from ALS patients,,,
Gene_1427,-0.9256145756788716,0.1746701612275443,-1.461156746990161,-0.6878019141640923,0.2378126615147793,0.9377764283423308,0.7577812788810272,GSE56500,Muscle tissue from ALS patients,,,
Gene_1428,0.8456750847790777,0.1513501088537432,1.5535161483482045,0.9796769169960434,0.1340018322169657,0.9377764283423308,0.8200172623548279,GSE56500,Muscle tissue from ALS patients,,,
Gene_1429,0.4491700294207789,0.4589316644820504,0.7703026749356573,0.4187721265271485,-0.0303979028936304,0.9733396406026348,0.3382519766583392,GSE56500,Muscle tissue from ALS patients,,,
Gene_1430,0.2791112144739663,0.6941648089071997,0.4047761351136364,0.3081358257393818,0.0290246112654154,0.983912982292182,0.1585374069204504,GSE56500,Muscle tissue from ALS patients,,,
Gene_1431,-0.6300200806445441,0.3887483649462675,-0.9010475129991972,-0.6862457242596619,-0.0562256436151178,0.9682400123194708,0.4103314245794004,GSE56500,Muscle tissue from ALS patients,,,
Gene_1432,0.0193191320220677,0.9733100493341053,0.0343036923352918,-0.0606445939333048,-0.0799637259553726,0.999595317338926,0.0117487925520666,GSE56500,Muscle tissue from ALS patients,,,
Gene_1433,0.6460848553277907,0.2485689527806625,1.2252147415529238,0.6458789100276662,-0.0002059453001244,0.9528063719131828,0.6045531173600244,GSE56500,Muscle tissue from ALS patients,,,
Gene_1434,-0.5710244993617256,0.3621896195799636,-0.9548000145398248,-0.0330537631627156,0.5379707361990099,0.9615422597515856,0.4410640008020359,GSE56500,Muscle tissue from ALS patients,,,
Gene_1435,0.3932336133827035,0.4464275791332457,0.7925630135437219,0.7391566985245616,0.345923085141858,0.9690482800349992,0.3502489836596166,GSE56500,Muscle tissue from ALS patients,,,
Gene_1436,-0.8815022263779111,0.15743868092448,-1.528265549874793,-0.3947342908806159,0.4867679354972952,0.9377764283423308,0.8028885575663121,GSE56500,Muscle tissue from ALS patients,,,
Gene_1437,0.0310593614261535,0.9512534050615414,0.0626839600661592,-0.1443785358186519,-0.1754378972448055,0.999595317338926,0.0217037756386729,GSE56500,Muscle tissue from ALS patients,,,
Gene_1438,-0.676722510386235,0.1229865646282217,-1.6845112260474078,0.121464301955941,0.798186812342176,0.9367758740301844,0.9101423294266532,GSE56500,Muscle tissue from ALS patients,,,
Gene_1439,0.2099765044774215,0.6815150389884902,0.4226213362915952,0.1568402275769565,-0.0531362769004649,0.983912982292182,0.166524556149703,GSE56500,Muscle tissue from ALS patients,,,
Gene_1440,0.1537224778653706,0.8064853955272203,0.2515466164767628,0.1855050798584555,0.0317826019930849,0.9912668823030264,0.0934034927503671,GSE56500,Muscle tissue from ALS patients,,,
Gene_1441,1.0249326146594435,0.1226020913554041,1.6864657238676852,0.3294482771292714,-0.6954843375301724,0.9367758740301844,0.9115021215275136,GSE56500,Muscle tissue from ALS patients,,,
Gene_1442,-0.0736499835803703,0.8888267943600936,-0.1433947453641154,0.6683328342313152,0.7419828178116855,0.9989958531488484,0.0511828617322031,GSE56500,Muscle tissue from ALS patients,,,
Gene_1443,-0.301920354914808,0.6429059152841653,-0.4780314314483624,-0.0473275742197882,0.2545927806950198,0.9827004949285848,0.1918525783395301,GSE56500,Muscle tissue from ALS patients,,,
Gene_1444,0.6426720351543074,0.4116351363225142,0.8567660361019922,0.7361907202198391,0.0935186850655317,0.9690482800349992,0.385487561850072,GSE56500,Muscle tissue from ALS patients,,,
Gene_1445,0.0602888914103603,0.9072470582857396,0.1194984871111223,0.0450991617804187,-0.0151897296299416,0.999595317338926,0.0422744313085487,GSE56500,Muscle tissue from ALS patients,,,
Gene_1446,-0.4839593977304425,0.5010913667534289,-0.6979890678544809,-0.406586206607803,0.0773731911226395,0.9733396406026348,0.3000830796036524,GSE56500,Muscle tissue from ALS patients,,,
Gene_1447,-0.4350363798219751,0.520365829308767,-0.6661829491693079,-0.450095910413978,-0.0150595305920029,0.9733396406026348,0.283691229846589,GSE56500,Muscle tissue from ALS patients,,,
Gene_1448,0.1336518474559268,0.8819815386742723,0.1522971241123044,0.1579510681302852,0.0242992206743584,0.9989958531488484,0.0545405052715849,GSE56500,Muscle tissue from ALS patients,,,
Gene_1449,0.8680859538840937,0.1199389093043743,1.7001580288745357,0.5075536640983377,-0.3605322897857559,0.9367758740301844,0.9210399048499606,GSE56500,Muscle tissue from ALS patients,,,
Gene_1450,1.2509290255162429,0.0384681541889912,2.38219207813458,0.3176781171381739,-0.933250908378069,0.9323688393854008,1.4148986518727418,GSE56500,Muscle tissue from ALS patients,,,
Gene_1451,-0.137987039437482,0.7681404701173041,-0.3029443841308456,-0.4210981915125411,-0.283111152075059,0.9903181213196264,0.1145593531215631,GSE56500,Muscle tissue from ALS patients,,,
Gene_1452,-0.0031942965566834,0.9962775050932272,-0.0047833851380681,0.4535561509441103,0.4567504475007937,0.999595317338926,0.0016196754876062,GSE56500,Muscle tissue from ALS patients,,,
Gene_1453,-0.1159773994256265,0.8928920765961109,-0.1381137200300937,-0.2389697144987786,-0.122992315073152,0.9989958531488484,0.0492010308889138,GSE56500,Muscle tissue from ALS patients,,,
Gene_1454,0.5406426217836542,0.3468616458477853,0.9871282626372196,0.1944031201527902,-0.3462395016308639,0.9615422597515856,0.4598437195224628,GSE56500,Muscle tissue from ALS patients,,,
Gene_1455,-0.2212860829494985,0.6152994163406778,-0.5186314017353295,-0.5691785782587365,-0.347892495309238,0.97626280066375,0.2109134968738487,GSE56500,Muscle tissue from ALS patients,,,
Gene_1456,-0.0824542289422028,0.9126150270319712,-0.1125494660061016,-0.1806633094494847,-0.0982090805072819,0.999595317338926,0.0397123844529759,GSE56500,Muscle tissue from ALS patients,,,
Gene_1457,0.6246856307562456,0.2560583731950726,1.2046930013538346,0.0295988698000858,-0.5950867609561599,0.9528063719131828,0.5916610180215046,GSE56500,Muscle tissue from ALS patients,,,
Gene_1458,-0.1055335063506384,0.8130369992322722,-0.2428409983684293,0.4092984154720989,0.5148319218227373,0.9912668823030264,0.089889690326245,GSE56500,Muscle tissue from ALS patients,,,
Gene_1459,0.8180787570163252,0.040791848234663,2.347822353237051,0.8796401729676249,0.0615614159512997,0.9323688393854008,1.389426616822378,GSE56500,Muscle tissue from ALS patients,,,
Gene_1460,-0.3240998158470795,0.6033472483927187,-0.5364930812636481,0.1809965001802782,0.5050963160273577,0.97626280066375,0.2194326635568569,GSE56500,Muscle tissue from ALS patients,,,
Gene_1461,-0.0857202524804347,0.8694114466083215,-0.1686798957894259,0.241192435153709,0.3269126876341438,0.9978349838213592,0.0607746462177546,GSE56500,Muscle tissue from ALS patients,,,
Gene_1462,-0.206957846111609,0.7693593397812177,-0.3012978889070982,-0.2699471511133337,-0.0629893050017247,0.9903181213196264,0.1138707696476893,GSE56500,Muscle tissue from ALS patients,,,
Gene_1463,-0.0225298862331867,0.9732372781637408,-0.034397263191942,0.5515533628052851,0.5740832490384719,0.999595317338926,0.0117812645267257,GSE56500,Muscle tissue from ALS patients,,,
Gene_1464,-0.2487289446789347,0.6996843407596407,-0.3970335078603004,-0.4599941754956607,-0.2112652308167259,0.983912982292182,0.1550978456787981,GSE56500,Muscle tissue from ALS patients,,,
Gene_1465,0.3648626622463907,0.4510724002421,0.7842471094084101,0.6304813687817864,0.2656187065353956,0.9721387936252156,0.345753745257104,GSE56500,Muscle tissue from ALS patients,,,
Gene_1466,-0.4076027104013637,0.4564784425154407,-0.7746385555693492,-0.7347653963533708,-0.327162685952007,0.9733396406026348,0.3405797274783231,GSE56500,Muscle tissue from ALS patients,,,
Gene_1467,-0.6560391246084973,0.3600768840160979,-0.9591960385619792,-0.6373045734105006,0.0187345511979967,0.9615422597515856,0.4436047582912772,GSE56500,Muscle tissue from ALS patients,,,
Gene_1468,-0.2380169076583257,0.7803421374213122,-0.2865013610120173,0.671450659028376,0.9094675666867016,0.9912668823030264,0.107714941135907,GSE56500,Muscle tissue from ALS patients,,,
Gene_1469,0.6570090480648896,0.2987638775130873,1.0960176954128773,0.2376912424546893,-0.4193178056102003,0.9528063719131828,0.5246719126969289,GSE56500,Muscle tissue from ALS patients,,,
Gene_1470,0.0626761889262048,0.8743899551759124,0.1621856648492378,0.4489372745031603,0.3862610855769555,0.9981620492875714,0.0582948401214026,GSE56500,Muscle tissue from ALS patients,,,
Gene_1471,0.8291360736204747,0.1728023339081419,1.468146497129681,0.5132573282095988,-0.3158787454108759,0.9377764283423308,0.7624503961361632,GSE56500,Muscle tissue from ALS patients,,,
Gene_1472,0.2897351726486732,0.6296383358966384,0.4974336825750788,0.594995099939995,0.3052599272913217,0.977290200919188,0.2009088375716181,GSE56500,Muscle tissue from ALS patients,,,
Gene_1473,-0.1406267871919057,0.7928910359299974,-0.2696780637072125,-0.125829385996093,0.0147974011958126,0.9912668823030264,0.100786492059264,GSE56500,Muscle tissue from ALS patients,,,
Gene_1474,0.3249377390918182,0.5944150966073234,0.5499617577498146,-0.2235428151941122,-0.5484805542859305,0.97626280066375,0.2259101691499073,GSE56500,Muscle tissue from ALS patients,,,
Gene_1475,0.3459208971872236,0.4462310615980571,0.7929161009402141,0.678264283661627,0.3323433864744035,0.9690482800349992,0.3504402022926172,GSE56500,Muscle tissue from ALS patients,,,
Gene_1476,0.506423353798643,0.4467400189935903,0.7920018563903696,0.2211737792761667,-0.2852495745224763,0.9690482800349992,0.3499451416637951,GSE56500,Muscle tissue from ALS patients,,,
Gene_1477,0.7104697520179099,0.2846453542928951,1.1305128554927226,0.4891796082118876,-0.2212901438060222,0.9528063719131828,0.5456958999305113,GSE56500,Muscle tissue from ALS patients,,,
Gene_1478,1.0536401376728584,0.2284828626364249,1.2828407118730891,0.5866774722081133,-0.4669626654647451,0.9528063719131828,0.6411463686424749,GSE56500,Muscle tissue from ALS patients,,,
Gene_1479,1.411927292022428,0.0126029962045949,3.0334359822903725,0.7417357839937142,-0.6701915080287139,0.9323688393854008,1.89952619453055,GSE56500,Muscle tissue from ALS patients,,,
Gene_1480,0.0756853763994509,0.8932310675592636,0.137673545301149,0.3068895468140022,0.2312041704145513,0.9989958531488484,0.0490361800980132,GSE56500,Muscle tissue from ALS patients,,,
Gene_1481,-0.0006087556126633,0.9990955196802564,-0.0011622475652147,-0.2600109604088931,-0.2594022047962298,0.999595317338926,0.0003929885638692,GSE56500,Muscle tissue from ALS patients,,,
Gene_1482,-0.2444558197753042,0.7124264338670365,-0.3792563262633707,-0.4101189338592296,-0.1656631140839254,0.983912982292182,0.1472599748494338,GSE56500,Muscle tissue from ALS patients,,,
Gene_1483,0.7618531361082703,0.1408240854094775,1.5993596190699684,0.2691642647769212,-0.4926888713313491,0.9367758740301844,0.8513230606351783,GSE56500,Muscle tissue from ALS patients,,,
Gene_1484,0.7219681936107991,0.1302397779385551,1.6486323802584324,0.4066272378576792,-0.3153409557531199,0.9367758740301844,0.8852563529350825,GSE56500,Muscle tissue from ALS patients,,,
Gene_1485,-0.4267128916670705,0.5250760246991142,-0.6585182336847861,-0.541695762998174,-0.1149828713311034,0.9733396406026348,0.2797778114188849,GSE56500,Muscle tissue from ALS patients,,,
Gene_1486,-0.1779720995359845,0.6628498233914331,-0.4492229203032745,0.0067462747152651,0.1847183742512497,0.983912982292182,0.1785848550946848,GSE56500,Muscle tissue from ALS patients,,,
Gene_1487,-0.7455094051798089,0.2942672811084943,-1.1068641841061733,-0.6276033156244348,0.1179060895553741,0.9528063719131828,0.5312580234048866,GSE56500,Muscle tissue from ALS patients,,,
Gene_1488,0.5363329283345958,0.3032952208869985,1.085214004341027,-0.1630385386273138,-0.6993714669619097,0.9528063719131828,0.5181344329427401,GSE56500,Muscle tissue from ALS patients,,,
Gene_1489,1.1796378294453875,0.079845123896564,1.949268331046456,0.206737187348796,-0.9729006420965916,0.9367758740301844,1.097751600871478,GSE56500,Muscle tissue from ALS patients,,,
Gene_1490,0.8044865852610696,0.2358422739185,1.2612641272902565,0.2614648878732236,-0.543021697387846,0.9528063719131828,0.627378346467345,GSE56500,Muscle tissue from ALS patients,,,
Gene_1491,0.5229067460355026,0.4158044148050673,0.8488836071046096,-0.1317709941429235,-0.6546777401784261,0.9690482800349992,0.3811109038566401,GSE56500,Muscle tissue from ALS patients,,,
Gene_1492,0.910382074663764,0.0382227318178184,2.385940000553428,0.475690965315835,-0.434691109347929,0.9323688393854008,1.4176782767000011,GSE56500,Muscle tissue from ALS patients,,,
Gene_1493,0.5513931455437612,0.3827434254019106,0.9129666711044216,0.2104227994016415,-0.3409703461421196,0.9655303791097822,0.4170922606850755,GSE56500,Muscle tissue from ALS patients,,,
