Gene_Symbol,mRNA_logFC_mean,mRNA_adjPval_max,protein_logFC,protein_adjPval,discordance_score,quadrant
TRIM36,0.17880283,0.248857835,-0.697,1,-0.8758028299999999,ambiguous
SUCLA2,0.203343819,0.249238626,-0.292,1,-0.495343819,ambiguous
EPB41L3,0.126062901,0.249302733,0.0886,1,-0.03746290100000001,ambiguous
GNB2,-0.13887328,0.249371863,-0.435,1,-0.29612672,ambiguous
BCAN,-0.179738798,0.249432521,0.423,1,0.602738798,ambiguous
HDHD2,0.129275155,0.249502423,0.747,1,0.617724845,ambiguous
FTH1,0.207306393,0.249810666,0.155,1,-0.05230639300000001,ambiguous
MPC2,0.179390497,0.250410561,1.02,1,0.840609503,ambiguous
ARHGEF11,-0.142146848,0.250983335,-0.546,1,-0.40385315200000005,ambiguous
NID1,-0.336078142,0.251224271,-0.38,1,-0.04392185799999998,ambiguous
SYN3,-0.238919771,0.251224271,0.202,1,0.440919771,ambiguous
UCHL5,0.16741959,0.25179035,-0.259,1,-0.42641959,ambiguous
EMD,-0.127284173,0.252903713,-0.0424,1,0.08488417300000001,ambiguous
EIF2B5,-0.086705352,0.254153213,0.0774,1,0.16410535199999998,ambiguous
ECHS1,0.093829851,0.254819376,0.367,1,0.273170149,ambiguous
RAB3C,0.295019987,0.255430112,-0.447,1,-0.7420199869999999,ambiguous
METAP1,0.132795233,0.257353568,-0.699,1,-0.831795233,ambiguous
PCBP1,0.112183269,0.257353568,-0.0806,1,-0.192783269,ambiguous
ATP6V1E1,0.184667846,0.258300775,-0.071,1,-0.255667846,ambiguous
OCIAD1,0.131438182,0.258689529,0.224,1,0.09256181800000002,ambiguous
PREPL,0.201160991,0.258723542,0.254,1,0.05283900899999999,ambiguous
TPM3,0.093865989,0.258928078,0.00982,1,-0.084045989,ambiguous
SYNJ1,0.178674975,0.259470472,-0.675,1,-0.8536749750000001,ambiguous
GAP43,0.253469287,0.259539071,-0.574,1,-0.827469287,ambiguous
EHD2,-0.180591544,0.260164028,-0.45,1,-0.269408456,ambiguous
NRCAM,0.12338563,0.260304711,0.645,1,0.52161437,ambiguous
UBE2N,0.188179404,0.260492508,-0.409,1,-0.597179404,ambiguous
ARHGAP26,0.141528103,0.261344005,-0.801,1,-0.942528103,ambiguous
EIF1B,0.167878534,0.261593142,-0.656,1,-0.823878534,ambiguous
SLC4A10,0.228296801,0.262786753,0.26,1,0.031703199000000015,ambiguous
SH3GL3,0.185792044,0.262835263,-0.282,1,-0.46779204399999996,ambiguous
SH3GL2,0.234228906,0.262835263,-0.367,1,-0.601228906,ambiguous
LDHB,0.163551955,0.263121991,0.595,1,0.431448045,ambiguous
HDAC11,0.217133808,0.263689463,-0.0404,1,-0.25753380800000003,ambiguous
DMXL2,0.160415073,0.264325792,-0.184,1,-0.34441507299999996,ambiguous
EIF3L,0.113512068,0.264682774,-0.791,1,-0.9045120680000001,ambiguous
NTRK2,0.131513598,0.2652671,-0.156,1,-0.287513598,ambiguous
KLC1,0.108001047,0.266186663,-0.392,1,-0.500001047,ambiguous
MAP2,0.205907589,0.266395879,0.421,1,0.21509241099999998,ambiguous
PPM1F,-0.12416814,0.267058161,-0.493,1,-0.36883186,ambiguous
CIAO1,0.065013187,0.267394224,-0.134,1,-0.199013187,ambiguous
RAB6B,0.198129937,0.267967049,0.0627,1,-0.135429937,ambiguous
RPL32,0.178308548,0.269207545,0.251,1,0.07269145199999999,ambiguous
AP1B1,-0.108218663,0.271369176,-0.917,1,-0.808781337,ambiguous
RPL12,0.186193623,0.27139601,-0.0725,1,-0.258693623,ambiguous
SCFD1,0.124577527,0.271614062,-0.254,1,-0.378577527,ambiguous
ATAD1,0.170823636,0.271655205,0.0248,1,-0.146023636,ambiguous
DARS,0.114319237,0.271775203,-0.0854,1,-0.199719237,ambiguous
RPL23A,0.178829167,0.272523449,-0.532,1,-0.710829167,ambiguous
YWHAH,0.226844333,0.272523449,-0.0299,1,-0.256744333,ambiguous
NIT1,-0.104522788,0.272990663,-0.233,1,-0.128477212,ambiguous
YWHAZ,0.183328733,0.273452616,-0.11,1,-0.293328733,ambiguous
PLP1,0.540295098,0.277389884,0.618,1,0.07770490200000002,concordant_up
EIF3C,0.133612982,0.27786992,-0.454,1,-0.587612982,ambiguous
PBXIP1,-0.205465516,0.278795591,-0.0288,1,0.176665516,ambiguous
PRKAR2A,0.072116689,0.278979595,0.75,1,0.677883311,ambiguous
ARHGAP39,-0.165538684,0.279276814,0.122,1,0.287538684,ambiguous
ACO2,0.102088158,0.279515169,0.0384,1,-0.063688158,ambiguous
PPP1R7,0.123850428,0.280785183,-0.364,1,-0.487850428,ambiguous
GRIPAP1,-0.124890605,0.280937127,0.223,1,0.347890605,ambiguous
HADHB,0.158359723,0.281070175,-0.0763,1,-0.23465972300000001,ambiguous
TKT,0.133022174,0.281487124,-0.206,1,-0.339022174,ambiguous
SCN2A,0.238269681,0.28267119,-0.363,1,-0.601269681,ambiguous
CNDP2,0.133998489,0.28267119,-0.312,1,-0.445998489,ambiguous
CISD1,0.198802726,0.28274904,0.452,1,0.253197274,ambiguous
OSCP1,-0.12772719,0.282918904,-0.884,1,-0.75627281,ambiguous
SNCG,-0.251334783,0.283160251,0.957,1,1.208334783,ambiguous
NAP1L4,0.089947541,0.283296494,-0.206,1,-0.295947541,ambiguous
SNX4,0.159383704,0.283362885,-0.333,1,-0.492383704,ambiguous
RPL8,0.152811523,0.283436781,0.888,1,0.735188477,ambiguous
PRKAA2,0.181797281,0.284214444,-0.0049,1,-0.186697281,ambiguous
NUDT2,0.15782144,0.284298002,0.257,1,0.09917856,ambiguous
GSTT1,-0.628807232,0.28430905,-0.159,1,0.46980723199999996,ambiguous
OCRL,0.119676133,0.28489101,-0.984,1,-1.103676133,ambiguous
COPS3,0.141310631,0.285064449,-0.949,1,-1.090310631,ambiguous
RPS15,0.164923252,0.288038973,-0.289,1,-0.45392325199999994,ambiguous
GCLM,0.12233687,0.288310001,-0.255,1,-0.37733687,ambiguous
SV2B,0.240391748,0.289893462,0.38,1,0.13960825200000002,ambiguous
UBE2L3,0.065139614,0.290499939,0.185,1,0.119860386,ambiguous
FKBP1A,0.149606221,0.290600952,-0.0937,1,-0.24330622100000002,ambiguous
EEF1E1,0.174185756,0.290609154,-0.0569,1,-0.231085756,ambiguous
ARL6,0.193705945,0.291088491,0.142,1,-0.051705945,ambiguous
CCDC88A,0.160234556,0.291220013,0.14,1,-0.020234555999999987,ambiguous
DPY30,0.102602286,0.292386856,0.533,1,0.43039771400000004,ambiguous
MPP7,0.219610258,0.294030417,0.113,1,-0.106610258,ambiguous
PSMD1,0.13350322,0.295068601,-0.263,1,-0.39650322000000005,ambiguous
CTNNA3,0.509145382,0.295098098,-0.0148,1,-0.5239453820000001,ambiguous
AAK1,0.128664982,0.29634938,-0.491,1,-0.619664982,ambiguous
GSK3B,0.127055558,0.296425777,-0.24,1,-0.367055558,ambiguous
RHEB,0.123303145,0.300229572,0.0845,1,-0.038803145,ambiguous
RPS17,0.184542551,0.300446131,-0.406,1,-0.590542551,ambiguous
PREP,0.145000031,0.300723615,-0.985,1,-1.130000031,ambiguous
RAB9A,0.144701682,0.300834136,-0.557,1,-0.701701682,ambiguous
PLCB1,0.205372471,0.30100559,1.05,1,0.844627529,ambiguous
DYNLL2,0.125985424,0.30100559,-0.113,1,-0.238985424,ambiguous
WIPI2,0.07395511,0.301568458,-0.931,1,-1.00495511,ambiguous
SLC9A1,-0.187831222,0.30239703,0.131,1,0.318831222,ambiguous
COX7A2L,0.14633967,0.302812359,-0.479,1,-0.62533967,ambiguous
EDC4,-0.10704112,0.302888152,0.452,1,0.5590411200000001,ambiguous
EIF3I,0.101662441,0.303166305,-0.233,1,-0.33466244100000003,ambiguous
PRPS1,0.153321151,0.30504025,-0.525,1,-0.678321151,ambiguous
CADPS2,0.205816537,0.305102896,-0.568,1,-0.773816537,ambiguous
HSD17B4,0.107568448,0.306367298,0.267,1,0.15943155200000003,ambiguous
SLC2A1,-0.192081036,0.306498003,0.223,1,0.415081036,ambiguous
COPB1,0.102152741,0.306498003,0.11,1,0.007847258999999995,ambiguous
ABI2,0.124785203,0.306757047,0.17,1,0.045214797000000015,ambiguous
CYCS,0.179274255,0.307029889,1.68,1,1.500725745,ambiguous
GOLGA4,0.111122945,0.307347563,1.28,1,1.168877055,ambiguous
GRIN2A,0.226432632,0.307814121,0.255,1,0.02856736800000001,ambiguous
SCN1A,0.244106235,0.3084711,0.466,1,0.22189376500000002,ambiguous
CDC42EP1,0.461805358,0.3092836,0.226,1,-0.235805358,ambiguous
TMEM126A,0.16703223,0.309450731,-0.48,1,-0.64703223,ambiguous
MYEF2,0.103751116,0.310276955,-0.0807,1,-0.184451116,ambiguous
NDUFA8,0.140778064,0.311575648,0.658,1,0.517221936,ambiguous
RPL27A,0.152146373,0.31161487,-0.409,1,-0.5611463729999999,ambiguous
SCO1,0.084245127,0.311745292,-0.46,1,-0.544245127,ambiguous
SLC4A8,0.139975988,0.313687021,0.984,1,0.844024012,ambiguous
OAT,0.142324724,0.313687021,-0.8,1,-0.9423247240000001,ambiguous
PA2G4,0.086822193,0.315035494,-0.953,1,-1.039822193,ambiguous
MYH11,-0.492907899,0.316311138,-0.257,1,0.23590789899999998,ambiguous
FLII,-0.13166083,0.316588394,-0.241,1,-0.10933916999999999,ambiguous
UBAP2L,-0.078848603,0.316959713,0.0347,1,0.113548603,ambiguous
HBA1,-0.251612914,0.316959713,0.549,1,0.800612914,ambiguous
ITPK1,0.123306404,0.316959713,-1.84,1,-1.9633064040000001,ambiguous
PPP3CA,0.203031011,0.31732104,0.151,1,-0.052031011000000016,ambiguous
C2CD2,0.122619248,0.317577723,-0.347,1,-0.469619248,ambiguous
IDH2,-0.146249541,0.318265676,-0.0472,1,0.09904954100000002,ambiguous
MINK1,-0.115623022,0.318501803,-0.249,1,-0.13337697799999998,ambiguous
UBQLN2,0.093285556,0.318697134,-0.758,1,-0.851285556,ambiguous
WNK1,0.21248004,0.318953599,0.0541,1,-0.15838004,ambiguous
TRIO,-0.114718158,0.318984552,0.641,1,0.755718158,ambiguous
SLC27A4,-0.150982182,0.319172241,-0.865,1,-0.714017818,ambiguous
SUCLG2,0.15974347,0.319440026,0.14,1,-0.019743469999999985,ambiguous
FLOT1,0.098097269,0.31948987,-0.301,1,-0.399097269,ambiguous
QDPR,0.258873861,0.319814136,0.0845,1,-0.17437386099999996,ambiguous
KNDC1,-0.183583243,0.320158048,0.251,1,0.434583243,ambiguous
PRDX1,0.131352929,0.321165373,0.327,1,0.195647071,ambiguous
TPM1,0.1125016,0.321393546,0.491,1,0.3784984,ambiguous
HSPA5,0.180819285,0.321757123,-0.0387,1,-0.219519285,ambiguous
HSPA1B,0.533396455,0.322585016,0.195,1,-0.338396455,ambiguous
ACSL1,0.26862441,0.322860379,-0.756,1,-1.02462441,ambiguous
MAP2K1,0.150269456,0.32334247,-0.426,1,-0.576269456,ambiguous
MAST1,-0.210628709,0.323474031,0.236,1,0.44662870899999996,ambiguous
ATP6V1H,0.159244812,0.324532483,-0.18,1,-0.339244812,ambiguous
ATXN10,0.118304621,0.324628306,0.286,1,0.16769537899999998,ambiguous
NUDCD3,0.107715097,0.324628306,-0.515,1,-0.622715097,ambiguous
VAMP2,0.168265547,0.324917785,0.662,1,0.4937344530000001,ambiguous
ARHGAP35,0.074214519,0.324917785,0.133,1,0.058785481,ambiguous
H3F3A,0.12260383,0.32579884,0.313,1,0.19039617,ambiguous
ADAP1,0.132425083,0.328000075,-1.01,1,-1.142425083,ambiguous
HSPA12B,-0.275711097,0.328055823,-0.45,1,-0.174288903,ambiguous
ESYT1,-0.126914168,0.329966532,-0.994,1,-0.867085832,ambiguous
TPP1,0.119633859,0.33006769,0.714,1,0.594366141,ambiguous
CIRBP,-0.209298406,0.331374436,-0.549,1,-0.33970159400000005,ambiguous
CETN2,0.124184961,0.331795989,-0.431,1,-0.555184961,ambiguous
RPL13,0.149724438,0.332222547,0.272,1,0.12227556200000003,ambiguous
CHCHD3,0.063633214,0.332695617,0.366,1,0.302366786,ambiguous
SLC8A1,0.164414467,0.333809121,-0.148,1,-0.312414467,ambiguous
CHMP4A,0.112615622,0.334603964,-1.0,1,-1.112615622,ambiguous
GSPT2,0.118582238,0.335553537,-0.505,1,-0.623582238,ambiguous
TERF2IP,0.118490832,0.337013412,0.00787,1,-0.110620832,ambiguous
TOMM22,0.152397772,0.337290917,1.64,1,1.4876022279999999,ambiguous
PDIA3,0.099929584,0.337573695,-1.3,1,-1.3999295840000001,ambiguous
PHYHIPL,0.108044967,0.338225451,-0.772,1,-0.880044967,ambiguous
GFAP,0.393511611,0.338269289,0.997,1,0.603488389,ambiguous
CNP,0.404852151,0.33883994,-0.0287,1,-0.433552151,ambiguous
RPS3,0.138630992,0.339752251,-0.353,1,-0.491630992,ambiguous
ERLIN2,0.111967758,0.339851001,0.24,1,0.128032242,ambiguous
PSMD14,0.132535666,0.340805017,-0.337,1,-0.469535666,ambiguous
FSD1,-0.157431283,0.341150197,-1.57,1,-1.412568717,ambiguous
FBL,0.117896317,0.341341215,0.458,1,0.34010368300000005,ambiguous
PDLIM5,0.144454865,0.341861624,0.0236,1,-0.12085486499999999,ambiguous
ATP6V1A,0.190136139,0.341861624,-0.158,1,-0.348136139,ambiguous
PSMD4,0.109821659,0.341861624,-0.148,1,-0.257821659,ambiguous
RPS13,0.168492379,0.343196623,0.265,1,0.09650762100000002,ambiguous
DBNL,-0.10255896,0.343303931,-0.812,1,-0.7094410400000001,ambiguous
MTX2,0.123323682,0.343655652,0.283,1,0.15967631799999998,ambiguous
SYT1,0.215000459,0.344682051,0.244,1,0.02899954099999999,ambiguous
ME3,-0.133185345,0.34540258,0.322,1,0.455185345,ambiguous
TMEM43,-0.084422311,0.346842401,-0.0757,1,0.008722310999999996,ambiguous
RAN,0.13665659,0.346842401,-0.196,1,-0.33265659000000003,ambiguous
PCCA,0.101203272,0.347679666,0.156,1,0.054796728,ambiguous
TPPP,0.135792423,0.34828268,-0.305,1,-0.440792423,ambiguous
BAIAP3,-0.247050495,0.349750641,0.171,1,0.418050495,ambiguous
AARS,0.096586387,0.34980781,-0.262,1,-0.358586387,ambiguous
AKAP12,0.126159558,0.350275742,0.465,1,0.338840442,ambiguous
RPL30,0.184387718,0.350335826,0.508,1,0.32361228200000003,ambiguous
GPM6A,0.173381971,0.350455314,1.35,1,1.1766180290000001,ambiguous
PGK1,0.132672859,0.351517356,0.357,1,0.22432714099999998,ambiguous
DHX15,0.083671916,0.352639603,0.0822,1,-0.0014719160000000037,ambiguous
PMPCA,-0.08194534,0.353623353,0.0615,1,0.14344534,ambiguous
LAMC1,-0.106221289,0.354341676,0.376,1,0.482221289,ambiguous
EXOC1,0.092884453,0.357043199,-0.42,1,-0.512884453,ambiguous
NSF,0.216063298,0.357087407,0.0166,1,-0.19946329799999998,ambiguous
GABRG2,0.232077003,0.358460278,-0.343,1,-0.5750770030000001,ambiguous
AKAP1,-0.06404139,0.358671196,0.315,1,0.37904139000000003,ambiguous
ARL3,0.089991,0.358844721,-0.585,1,-0.674991,ambiguous
HNRNPD,0.088976984,0.358844721,-0.164,1,-0.252976984,ambiguous
R3HDM2,-0.074875607,0.358988197,-0.321,1,-0.246124393,ambiguous
NCK2,0.097695834,0.362457587,-0.641,1,-0.738695834,ambiguous
SLC27A1,-0.153243098,0.362614945,-0.956,1,-0.8027569019999999,ambiguous
SDHB,0.103369084,0.363270732,0.788,1,0.684630916,ambiguous
BCKDK,-0.108514757,0.363795604,-0.435,1,-0.326485243,ambiguous
PMVK,0.096583587,0.364199866,-0.155,1,-0.251583587,ambiguous
FDXR,-0.158976578,0.364697952,-0.294,1,-0.13502342199999998,ambiguous
YWHAG,0.157208888,0.366003228,0.14,1,-0.017208887999999978,ambiguous
DLAT,0.120497921,0.366684288,-0.136,1,-0.256497921,ambiguous
CPNE6,-0.189611049,0.367815112,-0.572,1,-0.3823889509999999,ambiguous
STAT3,-0.139174852,0.367886868,-0.221,1,-0.08182514800000001,ambiguous
FUBP3,-0.078141167,0.368483362,0.379,1,0.457141167,ambiguous
RPL19,0.142741546,0.368625865,-0.432,1,-0.574741546,ambiguous
C17orf75,0.118900412,0.370388202,0.118,1,-0.0009004120000000032,ambiguous
SPECC1,0.08233589,0.370706437,-0.241,1,-0.32333588999999996,ambiguous
RPL28,0.124864878,0.3712229,-0.349,1,-0.473864878,ambiguous
NEDD4L,0.146467741,0.371235357,-0.0694,1,-0.215867741,ambiguous
DBN1,-0.143808532,0.371235357,0.407,1,0.550808532,ambiguous
COPS4,0.154058252,0.373109252,-0.562,1,-0.7160582520000001,ambiguous
AQP1,0.557089443,0.373330015,-1.1,1,-1.657089443,discordant_HIGH
VCL,-0.121852037,0.373605221,-0.0983,1,0.023552036999999998,ambiguous
PPFIA2,0.123412413,0.374508899,0.248,1,0.124587587,ambiguous
NTM,0.071726337,0.375842059,-0.53,1,-0.601726337,ambiguous
TUFM,0.076813062,0.376738249,0.752,1,0.675186938,ambiguous
PSMD5,0.08807685,0.377841874,-0.68,1,-0.76807685,ambiguous
IDH3A,0.126073122,0.378438491,-0.036,1,-0.16207312200000001,ambiguous
FAM81A,0.197376163,0.378847336,-0.0395,1,-0.236876163,ambiguous
PPM1E,0.159902333,0.379212997,-0.434,1,-0.593902333,ambiguous
RCN2,0.1158439,0.379921461,0.037,1,-0.0788439,ambiguous
SYNPR,0.210623741,0.380536714,0.718,1,0.5073762589999999,ambiguous
PGRMC1,0.134105861,0.380624654,-0.565,1,-0.6991058609999999,ambiguous
CASKIN1,-0.176604846,0.381115796,0.341,1,0.517604846,ambiguous
TJP2,0.270548434,0.381665935,0.149,1,-0.12154843400000001,ambiguous
TUBB6,-0.289418331,0.38222219,0.282,1,0.571418331,ambiguous
MARS,-0.080306593,0.382971486,-0.0732,1,0.007106592999999994,ambiguous
PLXNA1,-0.184687988,0.383176519,-0.468,1,-0.283312012,ambiguous
IKBKB,-0.146234825,0.383211086,-0.342,1,-0.195765175,ambiguous
HIGD1A,0.149674698,0.383304241,0.595,1,0.445325302,ambiguous
AHCYL1,0.165414532,0.384233458,-0.147,1,-0.312414532,ambiguous
NBEA,0.122902061,0.384778395,0.11,1,-0.012902061000000006,ambiguous
U2AF1,-0.071427565,0.385423208,0.301,1,0.37242756499999996,ambiguous
LLGL1,0.247819983,0.385710919,-0.0725,1,-0.320319983,ambiguous
TUBB4A,0.177208478,0.386907928,-0.215,1,-0.392208478,ambiguous
ARFGEF2,0.087836652,0.387523699,0.282,1,0.19416334799999996,ambiguous
MBP,0.464752505,0.387727001,0.374,1,-0.09075250499999998,ambiguous
SCAI,0.163157348,0.388401147,-0.802,1,-0.9651573480000001,ambiguous
TECPR1,-0.131519414,0.389791308,0.205,1,0.33651941399999996,ambiguous
SNAP91,0.15783216,0.390260902,0.172,1,0.014167839999999987,ambiguous
CRAT,-0.095512878,0.391437522,-1.0,1,-0.904487122,ambiguous
TBCB,0.126392362,0.391470118,-0.711,1,-0.837392362,ambiguous
LGALS1,0.163465963,0.391470118,0.273,1,0.10953403700000003,ambiguous
PRKCE,0.151614091,0.391470118,0.015,1,-0.136614091,ambiguous
SEC24C,-0.060939084,0.391593009,0.491,1,0.551939084,ambiguous
ALAD,0.153684555,0.391955626,0.561,1,0.40731544500000005,ambiguous
MAP7D1,0.115532792,0.392250501,0.597,1,0.481467208,ambiguous
HNRNPH1,0.080100204,0.392747077,0.167,1,0.08689979600000002,ambiguous
SQSTM1,0.108944164,0.393524137,-0.214,1,-0.322944164,ambiguous
CNKSR2,0.162759996,0.394011135,1.3,1,1.1372400040000001,ambiguous
NMRAL1,-0.127534692,0.39485653,-0.406,1,-0.278465308,ambiguous
ATP6V1B2,0.163036167,0.396294553,-0.351,1,-0.514036167,ambiguous
EEF1B2,0.147841586,0.397368512,-0.423,1,-0.570841586,ambiguous
ENPP6,0.341678111,0.398051826,-0.263,1,-0.604678111,ambiguous
ALDH5A1,0.08663214,0.398682285,-0.894,1,-0.98063214,ambiguous
NOP56,-0.073453547,0.398929886,0.0917,1,0.165153547,ambiguous
AARSD1,-0.114412152,0.399858275,-0.369,1,-0.254587848,ambiguous
HADHA,0.109654426,0.400806838,-0.163,1,-0.272654426,ambiguous
PTPRS,-0.091762135,0.401003027,-0.217,1,-0.125237865,ambiguous
HYOU1,0.107756559,0.401358272,-0.693,1,-0.800756559,ambiguous
CLPB,0.071309321,0.401704714,0.177,1,0.105690679,ambiguous
LYPLA2,-0.096564091,0.401856549,-0.289,1,-0.19243590899999996,ambiguous
FAM131B,0.10273684,0.402071285,0.327,1,0.22426316000000002,ambiguous
PSMD7,0.114895832,0.402213403,-0.469,1,-0.583895832,ambiguous
TNPO3,0.058056661,0.40241024,-0.184,1,-0.242056661,ambiguous
SLC25A4,0.145296574,0.402809184,0.599,1,0.45370342599999997,ambiguous
SDR39U1,-0.066782276,0.402969259,-0.521,1,-0.45421772400000004,ambiguous
EXOC4,0.046933445,0.404035209,-0.152,1,-0.198933445,ambiguous
OSBP,0.06655837,0.40418987,-0.316,1,-0.38255837000000004,ambiguous
ENO1,-0.078639542,0.404213134,0.373,1,0.451639542,ambiguous
SFXN1,0.080144896,0.405984807,0.696,1,0.615855104,ambiguous
VDAC3,0.12497411,0.405984807,-0.0869,1,-0.21187411,ambiguous
EARS2,0.08097414,0.406034147,-1.06,1,-1.14097414,ambiguous
ITSN1,0.072392244,0.406931031,-0.475,1,-0.547392244,ambiguous
RUVBL1,-0.062592566,0.407492269,-0.0684,1,-0.005807434,ambiguous
ACSF3,-0.107590047,0.407640399,0.807,1,0.914590047,ambiguous
ILF2,0.081205749,0.407749274,-0.693,1,-0.7742057489999999,ambiguous
ACTB,0.107263079,0.407749274,-0.0595,1,-0.16676307899999998,ambiguous
GLIPR2,0.301393205,0.40839934,0.534,1,0.23260679500000003,ambiguous
PSMC3,0.104481,0.409118501,-0.61,1,-0.714481,ambiguous
NRBP2,-0.18247089,0.409188982,-0.161,1,0.021470889999999992,ambiguous
PSMD2,0.084633267,0.409913258,-0.0814,1,-0.16603326699999998,ambiguous
PTGES2,-0.119458535,0.411885223,0.35,1,0.469458535,ambiguous
RPLP0,0.151353827,0.413622014,0.928,1,0.776646173,ambiguous
YES1,0.132785614,0.413961304,0.231,1,0.09821438600000001,ambiguous
OGDHL,-0.155737053,0.414341683,-0.625,1,-0.46926294700000004,ambiguous
MAG,0.438988402,0.414651652,0.354,1,-0.08498840200000002,ambiguous
NEFH,-0.288668406,0.414967888,0.237,1,0.525668406,ambiguous
PRKCB,0.177011086,0.415261686,-0.0115,1,-0.18851108600000002,ambiguous
SUN2,0.199971467,0.415918105,0.584,1,0.38402853299999995,ambiguous
TSC22D2,0.069561256,0.417565014,-0.947,1,-1.016561256,ambiguous
PPIP5K1,-0.078459972,0.417647899,-0.0482,1,0.030259972000000003,ambiguous
PRKRA,0.083112924,0.41771189,0.285,1,0.20188707599999997,ambiguous
SRP68,0.078696364,0.417881265,-0.632,1,-0.710696364,ambiguous
AP2S1,0.129455715,0.418881045,-0.665,1,-0.794455715,ambiguous
RIMS3,0.176777221,0.41916111,-0.0995,1,-0.276277221,ambiguous
ATP1A1,0.14734026,0.419321543,0.461,1,0.31365974,ambiguous
TOMM34,0.143758117,0.419814722,-0.913,1,-1.056758117,ambiguous
VPS4B,0.100320197,0.421494426,-0.253,1,-0.353320197,ambiguous
CAMSAP3,-0.166777911,0.4229274,0.251,1,0.417777911,ambiguous
FMNL2,0.181270712,0.423321137,0.25,1,0.068729288,ambiguous
LUZP1,0.13431094,0.425533476,-0.0104,1,-0.14471093999999998,ambiguous
GRM5,0.146696661,0.426152061,0.966,1,0.819303339,ambiguous
ELMO2,0.057756226,0.426191682,-0.22,1,-0.277756226,ambiguous
DNM1L,0.114857622,0.426246251,-0.513,1,-0.6278576220000001,ambiguous
PPFIA4,-0.16811404,0.426525039,0.378,1,0.54611404,ambiguous
BTN3A3,-0.099525318,0.426795132,-0.893,1,-0.793474682,ambiguous
DAAM2,0.290723446,0.429128254,0.293,1,0.002276553999999986,ambiguous
LDHA,0.124886176,0.430305228,0.718,1,0.593113824,ambiguous
PYGB,-0.095009027,0.431902891,-0.432,1,-0.336990973,ambiguous
TUBA1A,0.212669838,0.432208205,-0.222,1,-0.43466983800000003,ambiguous
HNRNPM,0.072949933,0.433012705,0.0948,1,0.021850067,ambiguous
ABHD12,0.075069447,0.433065621,1.57,1,1.494930553,ambiguous
TUBB2A,-0.185190429,0.433259974,-0.471,1,-0.285809571,ambiguous
PLCD3,0.170339536,0.436369604,-0.134,1,-0.304339536,ambiguous
AVL9,0.083351735,0.436693313,-0.393,1,-0.476351735,ambiguous
RHOB,0.125194106,0.437439573,-0.0391,1,-0.164294106,ambiguous
ATP6V1G1,0.094964138,0.43766481,-0.26,1,-0.35496413800000004,ambiguous
UQCRC2,0.091322392,0.437736461,0.296,1,0.20467760799999998,ambiguous
GORASP2,0.067949717,0.439535958,-0.787,1,-0.854949717,ambiguous
PAK1,0.16897174,0.439535958,-0.141,1,-0.30997174,ambiguous
ADCY9,-0.121114956,0.44059038,0.261,1,0.382114956,ambiguous
VPS13C,0.084377012,0.440611994,-0.681,1,-0.7653770120000001,ambiguous
MAPK8IP3,-0.118170085,0.441548564,0.113,1,0.231170085,ambiguous
MTFR1L,-0.050582573,0.441775867,0.536,1,0.586582573,ambiguous
LY6H,-0.185085519,0.442070634,-0.256,1,-0.070914481,ambiguous
SRGAP3,-0.096630642,0.442116854,-0.00628,1,0.09035064200000001,ambiguous
RPS5,0.136887135,0.443336414,0.112,1,-0.02488713499999999,ambiguous
CA2,0.225798572,0.444548248,1.23,1,1.004201428,ambiguous
GNB4,0.139035864,0.444781428,0.535,1,0.395964136,ambiguous
MOG,0.407405717,0.447067429,1.01,1,0.602594283,ambiguous
VDAC1,0.107315189,0.447067429,-0.104,1,-0.21131518900000001,ambiguous
GRIN2B,0.175940277,0.447450292,0.198,1,0.022059723000000003,ambiguous
GRIN1,-0.185750464,0.447450292,0.208,1,0.393750464,ambiguous
KIAA1549L,0.165182151,0.447914999,-0.597,1,-0.762182151,ambiguous
TUBB3,-0.18322464,0.448191951,-0.271,1,-0.08777536000000002,ambiguous
CTNNA2,0.102144153,0.44874239,0.0704,1,-0.031744153,ambiguous
PSMD3,-0.075699333,0.450249677,-0.393,1,-0.31730066700000004,ambiguous
TOM1L2,-0.087276409,0.451449968,-0.199,1,-0.11172359100000001,ambiguous
HSPA12A,0.117564852,0.451654848,0.117,1,-0.0005648519999999907,ambiguous
SYT12,-0.175992667,0.451722288,-0.119,1,0.056992667,ambiguous
YARS,0.105230023,0.452509381,-0.74,1,-0.845230023,ambiguous
LGI3,0.111163086,0.452612108,0.005,1,-0.10616308599999999,ambiguous
RTCA,0.088329482,0.453022534,-0.204,1,-0.292329482,ambiguous
SHC3,0.133478464,0.453115977,0.213,1,0.079521536,ambiguous
GNAO1,0.075098846,0.453318385,-0.122,1,-0.197098846,ambiguous
PRKCI,0.100051577,0.453863187,0.363,1,0.262948423,ambiguous
PLAA,0.078739235,0.455571706,-0.609,1,-0.687739235,ambiguous
ASNA1,0.089823854,0.456245248,-0.356,1,-0.44582385399999996,ambiguous
RCAN1,0.102419012,0.456641521,-0.555,1,-0.6574190120000001,ambiguous
EEF2,0.078892673,0.458807707,-0.000997,1,-0.079889673,ambiguous
MTM1,0.093526782,0.459523921,-0.733,1,-0.826526782,ambiguous
CSNK2B,-0.060129551,0.460635113,-0.803,1,-0.742870449,ambiguous
HMGCS1,0.185836445,0.461909853,-1.1,1,-1.2858364450000002,ambiguous
BLVRA,0.099336913,0.464722709,0.0755,1,-0.023836913,ambiguous
