"Protein_ID","Gene_Symbol","logFC","P.Value","adj.P.Val","significant","condition","comparison"
"Q96GQ7","DDX27",-1.44,0.00164688980939596,0.962,FALSE,"CTRL","C9ALS_vs_Control"
"O43390","HNRNPR",1.59,0.00169363444414804,0.962,FALSE,"CTRL","C9ALS_vs_Control"
"O60282;Q86Y91","KIF5C",1.23,0.00164627718832351,0.962,FALSE,"CTRL","C9ALS_vs_Control"
"Q9UK45","LSM7",1.27,0.00159210465482554,0.962,FALSE,"CTRL","C9ALS_vs_Control"
"P20340;Q53S08","RAB6A",1.34,0.00164832351921362,0.962,FALSE,"CTRL","C9ALS_vs_Control"
"P61586","RHOA",0.926,0.00159799683221124,0.962,FALSE,"CTRL","C9ALS_vs_Control"
"Q8IWZ8","SUGP1",-0.708,0.00164774714481206,0.962,FALSE,"CTRL","C9ALS_vs_Control"
"Q08554","DSC1",-2.33,0.0017817752227214,0.963,FALSE,"CTRL","C9ALS_vs_Control"
"Q12926","ELAVL2",1.19,0.00185230483669544,0.963,FALSE,"CTRL","C9ALS_vs_Control"
"Q71UI9;P0C0S5","H2AFV",-1.49,0.00183108915677217,0.963,FALSE,"CTRL","C9ALS_vs_Control"
"P52926","HMGA2",-2.44,0.00180381123536119,0.963,FALSE,"CTRL","C9ALS_vs_Control"
"Q8IXT5","RBM12B",-3.85,0.00183559899535913,0.963,FALSE,"CTRL","C9ALS_vs_Control"
"P62851","RPS25",-1.05,0.00170980551244305,0.963,FALSE,"CTRL","C9ALS_vs_Control"
"P11387;Q969P6","TOP1",0.743,0.00182213845253332,0.963,FALSE,"CTRL","C9ALS_vs_Control"
"P80723","BASP1",-1.2,0.00192127551376257,0.964,FALSE,"CTRL","C9ALS_vs_Control"
"Q13557;Q9UQM7","CAMK2D",-1.99,0.00198976030871334,0.964,FALSE,"CTRL","C9ALS_vs_Control"
"O60508","CDC40",1.23,0.0019460143985886,0.964,FALSE,"CTRL","C9ALS_vs_Control"
"Q99459","CDC5L",0.776,0.00205921911263555,0.964,FALSE,"CTRL","C9ALS_vs_Control"
"Q96QD9","FYTTD1",0.712,0.00205591277357838,0.964,FALSE,"CTRL","C9ALS_vs_Control"
"Q99879","HIST1H2BM",-0.919,0.00196617127183192,0.964,FALSE,"CTRL","C9ALS_vs_Control"
"O60264","SMARCA5",-0.589,0.00199034870227722,0.964,FALSE,"CTRL","C9ALS_vs_Control"
"P38432","COIL",1.09,0.00210095013949184,0.965,FALSE,"CTRL","C9ALS_vs_Control"
"P62861","FAU.1",-1.59,0.00223049062090914,0.965,FALSE,"CTRL","C9ALS_vs_Control"
"Q8NC51","SERBP1",-0.95,0.00214537506720463,0.965,FALSE,"CTRL","C9ALS_vs_Control"
"O75940","SMNDC1",0.96,0.00219776348502437,0.965,FALSE,"CTRL","C9ALS_vs_Control"
"P42166","TMPO",-0.702,0.00213774870301289,0.965,FALSE,"CTRL","C9ALS_vs_Control"
"Q96JP5","ZFP91",-1.16,0.00229700091716364,0.965,FALSE,"CTRL","C9ALS_vs_Control"
"O43602","DCX",1.02,0.00244796650440902,0.966,FALSE,"CTRL","C9ALS_vs_Control"
"O14979","HNRNPDL",1.58,0.00237595604089934,0.966,FALSE,"CTRL","C9ALS_vs_Control"
"P23284","PPIB",-1.34,0.0025295852626614,0.966,FALSE,"CTRL","C9ALS_vs_Control"
"Q8WWY3","PRPF31",0.942,0.00256523888369166,0.966,FALSE,"CTRL","C9ALS_vs_Control"
"Q9UKM9","RALY",0.857,0.00241592231473211,0.966,FALSE,"CTRL","C9ALS_vs_Control"
"P62910","RPL32",0.725,0.00251547594281908,0.966,FALSE,"CTRL","C9ALS_vs_Control"
"Q9H6F5","CCDC86",-1.94,0.00293242083111611,0.967,FALSE,"CTRL","C9ALS_vs_Control"
"Q14203","DCTN1",1.56,0.0026252177357218,0.967,FALSE,"CTRL","C9ALS_vs_Control"
"Q3B7J2","GFOD2",1.03,0.0027156594126071,0.967,FALSE,"CTRL","C9ALS_vs_Control"
"P31942","HNRNPH3",2.22,0.00291214514628731,0.967,FALSE,"CTRL","C9ALS_vs_Control"
"Q16352","INA",0.594,0.0026713519612507,0.967,FALSE,"CTRL","C9ALS_vs_Control"
"P35579;REV__Q9UKV3;Q8N1T3;Q9Y2K3;Q6PIF6;Q13402","MYH9",1.15,0.00263456929236876,0.967,FALSE,"CTRL","C9ALS_vs_Control"
"Q15287","RNPS1",0.785,0.00277524596897969,0.967,FALSE,"CTRL","C9ALS_vs_Control"
"P46776","RPL27A",0.704,0.0027286854726181,0.967,FALSE,"CTRL","C9ALS_vs_Control"
"Q96T23","RSF1",-1.82,0.00283668292472555,0.967,FALSE,"CTRL","C9ALS_vs_Control"
"Q2TAY7","SMU1",1.82,0.00275664346812632,0.967,FALSE,"CTRL","C9ALS_vs_Control"
"P35908","KRT2",-2.3,0.00322857789973328,0.968,FALSE,"CTRL","C9ALS_vs_Control"
"P25205","MCM3",-1.76,0.00320020561139584,0.968,FALSE,"CTRL","C9ALS_vs_Control"
"Q9P258","RCC2",-1.13,0.00312204543489114,0.968,FALSE,"CTRL","C9ALS_vs_Control"
"P08708","RPS17",-0.872,0.00309006982732199,0.968,FALSE,"CTRL","C9ALS_vs_Control"
"Q9H7N4","SCAF1",-0.738,0.00311555617406778,0.968,FALSE,"CTRL","C9ALS_vs_Control"
"P13010","XRCC5",-0.818,0.00297255370522662,0.968,FALSE,"CTRL","C9ALS_vs_Control"
"P05089","ARG1",-2,0.00356586179101268,0.969,FALSE,"CTRL","C9ALS_vs_Control"
"P12277;P06732","CKB",0.713,0.00370594058578574,0.969,FALSE,"CTRL","C9ALS_vs_Control"
"P68400;Q8NEV1","CSNK2A1",-0.643,0.00350000989595049,0.969,FALSE,"CTRL","C9ALS_vs_Control"
"P50402","EMD",0.802,0.00334297091820231,0.969,FALSE,"CTRL","C9ALS_vs_Control"
"P22626","HNRNPA2B1",1.55,0.00362291650969903,0.969,FALSE,"CTRL","C9ALS_vs_Control"
"Q12874","SF3A3",1.28,0.00371051872852517,0.969,FALSE,"CTRL","C9ALS_vs_Control"
"P08579","SNRPB2",0.696,0.00375391586060607,0.969,FALSE,"CTRL","C9ALS_vs_Control"
"P62318","SNRPD3",0.813,0.00338870876140179,0.969,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y5B9","SUPT16H",-1.99,0.00354047224759246,0.969,FALSE,"CTRL","C9ALS_vs_Control"
"Q9H0W5","CCDC8",-1.54,0.00384119005578934,0.97,FALSE,"CTRL","C9ALS_vs_Control"
"P09104","ENO2",-1.17,0.00419527277877599,0.97,FALSE,"CTRL","C9ALS_vs_Control"
"Q96A65","EXOC4",-1.04,0.00400010288353969,0.97,FALSE,"CTRL","C9ALS_vs_Control"
"Q14697","GANAB",-1.8,0.00412480398810641,0.97,FALSE,"CTRL","C9ALS_vs_Control"
"P16401","HIST1H1B",-1.09,0.00419193555905608,0.97,FALSE,"CTRL","C9ALS_vs_Control"
"P68431;Q71DI3;Q16695","HIST1H3A",-0.831,0.0038529422626936,0.97,FALSE,"CTRL","C9ALS_vs_Control"
"P46459","NSF",0.74,0.00429583136181525,0.97,FALSE,"CTRL","C9ALS_vs_Control"
"Q5JSZ5","PRRC2B",-2.75,0.00391943057131009,0.97,FALSE,"CTRL","C9ALS_vs_Control"
"P62249","RPS16",-0.788,0.00431502393689568,0.97,FALSE,"CTRL","C9ALS_vs_Control"
"Q92499","DDX1",-0.745,0.00492765619582768,0.971,FALSE,"CTRL","C9ALS_vs_Control"
"O94905","ERLIN2",1.5,0.00458590918532963,0.971,FALSE,"CTRL","C9ALS_vs_Control"
"P09429;B2RPK0","HMGB1",-1.67,0.00466557425275472,0.971,FALSE,"CTRL","C9ALS_vs_Control"
"O00479","HMGN4",-0.956,0.00474738263835405,0.971,FALSE,"CTRL","C9ALS_vs_Control"
"P19105;O14950","MYL12A",0.995,0.00501140638035044,0.971,FALSE,"CTRL","C9ALS_vs_Control"
"P08865","RPSA",-0.966,0.0046294646771737,0.971,FALSE,"CTRL","C9ALS_vs_Control"
"P78362;Q9UPE1","SRPK2",0.86,0.00464642808467217,0.971,FALSE,"CTRL","C9ALS_vs_Control"
"Q8IX01","SUGP2",-0.534,0.00452440820005148,0.971,FALSE,"CTRL","C9ALS_vs_Control"
"P63313","TMSB10",-1.94,0.00474520666724296,0.971,FALSE,"CTRL","C9ALS_vs_Control"
"P60709","ACTB",1.29,0.00532795525041214,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"Q02040","AKAP17A",0.541,0.0053536011455354,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"Q9NZT1","CALML5",-1.78,0.00566794493752611,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"O14579","COPE",0.874,0.00539402467233461,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"Q99829","CPNE1",-0.907,0.00515237153336772,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"O00571;Q9NQI0","DDX3X",-0.634,0.00509956798775031,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"Q03001","DST",3.19,0.00581294332670988,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"P55010","EIF5",-1.4,0.00517404220518766,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"P06733;P13929","ENO1",-1.43,0.00583136598292671,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"Q9H4G0","EPB41L1",-1.05,0.00521245994225778,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"Q9NZM5","GLTSCR2",0.97,0.00542053252472199,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"Q93077;Q7L7L0;P04908","HIST1H2AC",-1.28,0.00557483606451681,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"P31943","HNRNPH1",1.23,0.00528158576740534,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"P02790","HPX",-3.48,0.00516363753376658,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"P34932","HSPA4",0.772,0.00503345229835893,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"Q12906","ILF3",0.727,0.00533137607487723,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"Q07666;Q9H6N6","KHDRBS1",-0.642,0.00556026689491436,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"Q6PKG0","LARP1",0.884,0.00552773333716806,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"Q99873;Q9NR22","PRMT1",0.948,0.00557727564656028,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"Q12824","SMARCB1",-0.73,0.00544752432381795,0.972,FALSE,"CTRL","C9ALS_vs_Control"
"O15371","EIF3D",-0.822,0.00599393594455986,0.973,FALSE,"CTRL","C9ALS_vs_Control"
"P36915","GNL1",-1.22,0.00643195875625115,0.973,FALSE,"CTRL","C9ALS_vs_Control"
"Q92769","HDAC2",-0.606,0.00608362816004126,0.973,FALSE,"CTRL","C9ALS_vs_Control"
"Q07866","KLC1",1.65,0.00642886989890601,0.973,FALSE,"CTRL","C9ALS_vs_Control"
"P04264","KRT1",-2.1,0.00650707988195749,0.973,FALSE,"CTRL","C9ALS_vs_Control"
"Q13503","MED21",0.76,0.00607819498906065,0.973,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y2X3","NOP58",-0.52,0.00658428821189104,0.973,FALSE,"CTRL","C9ALS_vs_Control"
"Q13310","PABPC4",0.882,0.0058971185849289,0.973,FALSE,"CTRL","C9ALS_vs_Control"
"O43660","PLRG1",0.76,0.0058586765710937,0.973,FALSE,"CTRL","C9ALS_vs_Control"
"P30876","POLR2B",-0.729,0.00632053237346279,0.973,FALSE,"CTRL","C9ALS_vs_Control"
"P63151;Q00005;Q9Y2T4","PPP2R2A",1.04,0.00637553839627532,0.973,FALSE,"CTRL","C9ALS_vs_Control"
"P32119","PRDX2",-1.58,0.00601593799852649,0.973,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y5S9","RBM8A",0.82,0.006435447020362,0.973,FALSE,"CTRL","C9ALS_vs_Control"
"Q9UJS0","SLC25A13",0.986,0.00660024930653382,0.973,FALSE,"CTRL","C9ALS_vs_Control"
"Q08945","SSRP1",-2.09,0.0064036104310785,0.973,FALSE,"CTRL","C9ALS_vs_Control"
"P09493","TPM1",1.16,0.00594391500483793,0.973,FALSE,"CTRL","C9ALS_vs_Control"
"Q5T4S7","UBR4",0.989,0.00585927513077516,0.973,FALSE,"CTRL","C9ALS_vs_Control"
"Q8WVS4","WDR60",-2.11,0.00651326621411889,0.973,FALSE,"CTRL","C9ALS_vs_Control"
"Q86V81","ALYREF",0.598,0.00721380614955951,0.974,FALSE,"CTRL","C9ALS_vs_Control"
"Q01484","ANK2",1.15,0.00796150808162238,0.974,FALSE,"CTRL","C9ALS_vs_Control"
"Q14444","CAPRIN1",0.788,0.00691723627496901,0.974,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y3Y2","CHTOP",0.677,0.00721475737207,0.974,FALSE,"CTRL","C9ALS_vs_Control"
"Q9BZE4","GTPBP4",1.28,0.00716107257679357,0.974,FALSE,"CTRL","C9ALS_vs_Control"
"Q96GA3","LTV1",-0.554,0.00799518855775409,0.974,FALSE,"CTRL","C9ALS_vs_Control"
"P43243","MATR3",-0.471,0.00807042054238131,0.974,FALSE,"CTRL","C9ALS_vs_Control"
"Q15648","MED1",-1.68,0.00801069991815694,0.974,FALSE,"CTRL","C9ALS_vs_Control"
"O95402","MED26",-1.64,0.00746399222773109,0.974,FALSE,"CTRL","C9ALS_vs_Control"
"Q9HCD5","NCOA5",-2.39,0.0078677208822003,0.974,FALSE,"CTRL","C9ALS_vs_Control"
"P09455","RBP1",1.58,0.00803782959014358,0.974,FALSE,"CTRL","C9ALS_vs_Control"
"P62277","RPS13",-0.531,0.00748939460161334,0.974,FALSE,"CTRL","C9ALS_vs_Control"
"P62854;Q5JNZ5","RPS26",0.529,0.00736261692656424,0.974,FALSE,"CTRL","C9ALS_vs_Control"
"Q9P2I0","CPSF2",-0.664,0.00878611477034475,0.975,FALSE,"CTRL","C9ALS_vs_Control"
"Q9UKJ3","GPATCH8",0.623,0.0088570618298168,0.975,FALSE,"CTRL","C9ALS_vs_Control"
"P62805","HIST1H4A",-0.645,0.00817412176690158,0.975,FALSE,"CTRL","C9ALS_vs_Control"
"P09651;Q32P51","HNRNPA1",1.21,0.00854902766562587,0.975,FALSE,"CTRL","C9ALS_vs_Control"
"Q12905","ILF2",0.976,0.00837435422467661,0.975,FALSE,"CTRL","C9ALS_vs_Control"
"O00567","NOP56",-0.602,0.00832260944588493,0.975,FALSE,"CTRL","C9ALS_vs_Control"
"Q06830","PRDX1",0.721,0.00884905233684644,0.975,FALSE,"CTRL","C9ALS_vs_Control"
"Q96PK6","RBM14",0.533,0.00971383633052752,0.975,FALSE,"CTRL","C9ALS_vs_Control"
"Q6UWP8","SBSN",-1.64,0.00815919521119236,0.975,FALSE,"CTRL","C9ALS_vs_Control"
"Q15459","SF3A1",0.507,0.00914128502216487,0.975,FALSE,"CTRL","C9ALS_vs_Control"
"Q13148","TARDBP",0.818,0.00852430060923804,0.975,FALSE,"CTRL","C9ALS_vs_Control"
"Q12888","TP53BP1",-0.471,0.00883260976614932,0.975,FALSE,"CTRL","C9ALS_vs_Control"
"Q9NP64","ZCCHC17",0.525,0.00898584080017349,0.975,FALSE,"CTRL","C9ALS_vs_Control"
"Q9NYV4;REV__Q05397","CDK12",-0.628,0.0113680599374066,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"P23528","CFL1",0.735,0.0105198108515826,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"P33240","CSTF2",-0.986,0.00981160454098269,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"P61962","DCAF7",0.614,0.0103233880336107,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"Q9UI10","EIF2B4",-0.614,0.0108991568916131,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"Q49A26","GLYR1",-1.38,0.0101470679764816,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"Q58FF8","HSP90AB2P",-1.95,0.0115928958314434,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"Q9UNF1","MAGED2",-0.901,0.0105452809781584,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"Q9P2K5","MYEF2",0.693,0.0101637573719615,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"Q9BWF3","RBM4",0.52,0.0106600026109846,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"Q9BRS2","RIOK1",-0.956,0.0114693845640595,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"P26373","RPL13",0.486,0.0115383082156193,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"P05388;Q8NHW5","RPLP0",0.586,0.0117856258521689,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"P84103","SRSF3",1.23,0.0101729576199079,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"Q13243","SRSF5",0.756,0.0115110216806779,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"Q15542;O60303","TAF5",-0.62,0.0104630078362763,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"Q4KMP7","TBC1D10B",-1.33,0.0112234624902366,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"Q13428","TCOF1",-0.469,0.0103160707059037,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"Q9BRP8","WIBG",-1.06,0.0113011472973832,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"O95785","WIZ",-1.16,0.0117868162095746,0.976,FALSE,"CTRL","C9ALS_vs_Control"
"Q66PJ3","ARL6IP4",0.66,0.0122379925839372,0.977,FALSE,"CTRL","C9ALS_vs_Control"
"P04040","CAT",-1.64,0.0124734900251992,0.977,FALSE,"CTRL","C9ALS_vs_Control"
"P29373","CRABP2",1,0.0136855535472111,0.977,FALSE,"CTRL","C9ALS_vs_Control"
"Q08211","DHX9",1.08,0.012279261569902,0.977,FALSE,"CTRL","C9ALS_vs_Control"
"P26583","HMGB2",-1.28,0.0142925413782932,0.977,FALSE,"CTRL","C9ALS_vs_Control"
"P61978","HNRNPK",0.816,0.0134064220835582,0.977,FALSE,"CTRL","C9ALS_vs_Control"
"Q8WVC0","LEO1",-1.57,0.0139542935634577,0.977,FALSE,"CTRL","C9ALS_vs_Control"
"P46821","MAP1B",-0.458,0.014474351752855,0.977,FALSE,"CTRL","C9ALS_vs_Control"
"O95602","POLR1A",-0.941,0.0120792481224134,0.977,FALSE,"CTRL","C9ALS_vs_Control"
"O15355","PPM1G",-2,0.0120896046192276,0.977,FALSE,"CTRL","C9ALS_vs_Control"
"Q9UNX3","RPL26L1",-0.911,0.0122925497855802,0.977,FALSE,"CTRL","C9ALS_vs_Control"
"P62701","RPS4X",-0.532,0.0142199514638142,0.977,FALSE,"CTRL","C9ALS_vs_Control"
"Q9HBM6","TAF9B",-0.605,0.0119598471968758,0.977,FALSE,"CTRL","C9ALS_vs_Control"
"P55072","VCP",-1.37,0.0127332308113226,0.977,FALSE,"CTRL","C9ALS_vs_Control"
"Q96GY0","ZC2HC1A",-1.94,0.0139847643892247,0.977,FALSE,"CTRL","C9ALS_vs_Control"
"Q9UKV3","ACIN1",0.533,0.0160187928355848,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"Q8IX12","CCAR1",-1.32,0.0167061944911708,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"O95639","CPSF4",-0.487,0.016430904853591,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"O15075","DCLK1",1.23,0.0180315337911691,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"Q7L2E3","DHX30",0.548,0.0166328503385782,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"P41091;Q2VIR3","EIF2S3",-1.16,0.0158389067702539,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"O60841;Q9H2L5","EIF5B",-0.766,0.0162504957156481,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"Q92616","GCN1L1",1.12,0.0159529133649711,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"Q96JB3","HIC2",-0.635,0.0166709324125905,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"P17096","HMGA1",-3.03,0.0157757843005553,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"P61604","HSPE1",-1.94,0.0160967456626874,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"Q8N1G4","LRRC47",-0.661,0.0167957022609215,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"O75586","MED6",-2.79,0.0166875806786534,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"P82914","MRPS15",0.844,0.017116144041597,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"P07237","P4HB",-0.896,0.0149215148181186,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"P29590","PML",-1.48,0.0165645137527433,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"P15880","RPS2",0.448,0.0147153349443535,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"O00422","SAP18",0.623,0.0168701726248504,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"P51531","SMARCA2",-1.32,0.0153118654193029,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"O76070","SNCG",0.868,0.0147543248801599,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"P62306","SNRPF",0.557,0.0179933176289752,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"Q13263","TRIM28",-0.472,0.0160734627376528,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"Q96EX3","WDR34",-1.01,0.015039084725992,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"O75152;A0A1B0GTU1","ZC3H11A",0.611,0.0157770611626999,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"Q96MX3;Q6ZT77;P52743;O75840;Q96N95;P57682;Q9H4T2;Q15973;Q9Y4X4;Q8N859;Q8IZC7;Q8N8L2;Q13887;Q96BR6;Q13360;C9JN71;Q14584;Q9UC07;P36508;Q8NDW4;Q86XU0;Q96RE9;Q9NPC7;P16415;Q7Z7L9;Q9H7R0;Q8N972;O95125;Q2M218;P15621;Q9Y2A4;O14978;Q99676;Q9HBT7;P51814","ZNF48",-0.658,0.0162572361684293,0.978,FALSE,"CTRL","C9ALS_vs_Control"
"Q9HCG8","CWC22",0.852,0.0223786689417603,0.979,FALSE,"CTRL","C9ALS_vs_Control"
"P54198","HIRA",-0.924,0.0194244321311575,0.979,FALSE,"CTRL","C9ALS_vs_Control"
"P14866","HNRNPL",0.907,0.018976721170432,0.979,FALSE,"CTRL","C9ALS_vs_Control"
"Q9NYR9","NKIRAS2",0.577,0.0214761856951797,0.979,FALSE,"CTRL","C9ALS_vs_Control"
"P06748","NPM1",-0.568,0.0188150731984678,0.979,FALSE,"CTRL","C9ALS_vs_Control"
"Q8IZL8","PELP1",-1.04,0.0196081632794731,0.979,FALSE,"CTRL","C9ALS_vs_Control"
"Q8IWS0","PHF6",-0.554,0.0214099730027418,0.979,FALSE,"CTRL","C9ALS_vs_Control"
"A8CG34","POM121C",-1.81,0.0187072807987116,0.979,FALSE,"CTRL","C9ALS_vs_Control"
"Q92733","PRCC",0.91,0.020669927370823,0.979,FALSE,"CTRL","C9ALS_vs_Control"
"Q96I25","RBM17",-0.399,0.018899886435246,0.979,FALSE,"CTRL","C9ALS_vs_Control"
"O00193","SMAP",-1.07,0.0215942060520906,0.979,FALSE,"CTRL","C9ALS_vs_Control"
"O75643","SNRNP200",0.629,0.0185053236369493,0.979,FALSE,"CTRL","C9ALS_vs_Control"
"O75683","SURF6",0.382,0.0188873265498889,0.979,FALSE,"CTRL","C9ALS_vs_Control"
"P21675;Q8IZX4","TAF1",-0.709,0.0221303018755888,0.979,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y5U2","TSSC4",-1.01,0.0227675271181976,0.979,FALSE,"CTRL","C9ALS_vs_Control"
"Q92900","UPF1",0.895,0.0212341858845791,0.979,FALSE,"CTRL","C9ALS_vs_Control"
"P63261","ACTG1",3.93,0.0246324245522677,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"P27824","CANX",-0.635,0.0268507030256151,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"P52907","CAPZA1",1.07,0.0257327216896456,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"Q96CT7","CCDC124",-0.942,0.0278024216394384,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"Q9BUQ8","DDX23",-1.06,0.0286665374739897,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"P11171","EPB41",-0.412,0.0230431582119525,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"Q01844","EWSR1",-1.63,0.023566434946148,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"P04899","GNAI2",0.487,0.0253984106260573,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y450","HBS1L",-1.31,0.0287165678170615,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"P52272","HNRNPM",0.587,0.0268006333309082,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"Q9BUJ2","HNRNPUL1",-0.335,0.0280566799247858,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"P12268;P20839","IMPDH2",0.681,0.0287876305904122,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"Q9NX58","LYAR",0.548,0.0237667592230016,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"Q15555","MAPRE2",0.668,0.0258706099315928,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"Q14165","MLEC",1.29,0.0253206567202818,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"Q8N5F7;Q5M9Q1","NKAP",0.616,0.0284130579557098,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"P30414","NKTR",0.512,0.0258565271633362,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"P13674","P4HA1",-1.31,0.0236354225587301,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"Q8WW12","PCNP",-0.751,0.0285337924543512,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"P35998","PSMC2",0.703,0.0237311387114264,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"P98175","RBM10",-1.87,0.0279172040319198,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"P25398","RPS12",-1.58,0.0280849152765398,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"O15027","SEC16A",0.985,0.0267300079294434,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y3B4","SF3B6",1.03,0.0251619615891342,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"P09012","SNRPA",-0.485,0.0247847323507531,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"O95793","STAU1",0.412,0.0272164902023889,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"Q7Z7C8","TAF8",-0.57,0.0239990290496709,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"Q15007","WTAP",0.793,0.0230169896259356,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y6Q3;Q9BS34;P17030;Q7L945;P13682;P17024;Q86T29;P17021","ZFP37",-0.645,0.0266446372911423,0.98,FALSE,"CTRL","C9ALS_vs_Control"
"Q96K17","BTF3L4",-2.26,0.0297999455015078,0.981,FALSE,"CTRL","C9ALS_vs_Control"
"Q9UK58","CCNL1",0.529,0.0385914047742185,0.981,FALSE,"CTRL","C9ALS_vs_Control"
"Q9Y6A4","CFAP20",-0.699,0.0329593640114275,0.981,FALSE,"CTRL","C9ALS_vs_Control"
"Q9GZR7","DDX24",-1.26,0.0323005243386668,0.981,FALSE,"CTRL","C9ALS_vs_Control"
"Q9H5Z1","DHX35",0.382,0.0379952208421572,0.981,FALSE,"CTRL","C9ALS_vs_Control"
