ENTREZID	SYMBOL
3153	HMGN2P12
3265	HRAS
3310	HSPA6
3346	HTN1
3485	IGFBP2
3543	IGLL1
3709	ITPR2
3714	JAG2
3983	ABLIM1
4063	LY9
4683	NBN
4696	NDUFA3
4697	NDUFA4
5003	SLC22A18AS
5081	PAX7
5424	POLD1
5652	PRSS8
5732	PTGER2
5945	RBMY2AP
6184	RPN1
6463	SHFM2
6558	SLC12A2
6605	SMARCE1
6615	SNAI1
6618	SNAPC2
6837	MED22
6869	TACR1
7075	TIE1
7166	TPH1
7813	EVI5
8533	COPS3
8542	APOL1
8570	KHSRP
8969	H2AC11
9296	ATP6V1F
9342	SNAP29
9404	LPXN
9466	IL27RA
9716	AQR
9870	AREL1
10509	SEMA4B
10552	ARPC1A
10683	DLL3
10957	PNRC1
11142	PKIG
22926	ATF6
22934	RPIA
22953	P2RX2
23135	KDM6B
23245	ASTN2
23581	CASP14
23582	CCNDBP1
23657	SLC7A11
25769	SLC24A2
117	ADCYAP1R1
250	ALPP
518	ATP5MC3
1556	CYP2B7P
2006	ELN
2231	FDX1P1
2290	FOXG1
2717	GLA
3934	LCN2
4123	MAN2C1
5224	PGAM2
6023	RMRP
6093	ROCK1
6146	RPL22
6226	RPS20P4
6231	RPS26
7009	TMBIM6
7151	TOP1P1
11098	PRSS23
23085	ERC1
23584	VSIG2
5954	RCN1
2	A2M
1109	AKR1C4
3931	LCAT
6972	TRGJP2
7058	THBS2
7140	TNNT3
9522	SCAMP1
10211	FLOT1
10432	RBM14
11311	VPS45
11314	CD300A
1376	CPT2
6468	FBXW4
23253	ANKRD12
1869	E2F1
9777	TM9SF4
23491	CES3
23022	PALLD
231	AKR1B1
811	CALR
1520	CTSS
2248	FGF3
3751	KCND2
6878	TAF6
7317	UBA1
10140	TOB1
211	ALAS1
222	ALDH3B2
247	ALOX15B
302	ANXA2
332	BIRC5
454	ASS1P9
540	ATP7B
600	BAK1P1
805	CALM2
816	CAMK2B
824	CAPN2
857	CAV1
861	RUNX1
869	CBLN1
959	CD40LG
970	CD70
1063	CENPF
1358	CPA2
1359	CPA3
1361	CPB2
1378	CR1
1386	ATF2
1398	CRK
1471	CST3
1477	CSTF1
1519	CTSO
1671	DEFA6
1901	S1PR1
1978	EIF4EBP1
1995	ELAVL3
2153	F5
2249	FGF4
2374	FRA2B
2445	FRA11G
2531	KDSR
2579	GAGE7
2729	GCLC
2785	GNG3
2828	GPR4
2842	GPR19
3032	HADHB
3139	HLA-L
3293	HSD17B3
3323	HSP90AA4P
3370	HVBS8
3397	ID1
3500	IGHG1
3556	IL1RAP
3607	FOXK2
3627	CXCL10
3748	KCNC3
3834	KIF25
3836	KPNA1
3840	KPNA4
3927	LASP1
4100	MAGEA1
4140	MARK3
4406	MRX42
4512	COX1
4543	MTNR1A
4643	MYO1E
4673	NAP1L1
4869	NPM1
4870	NPM1P1
4902	NRTN
4909	NTF4
5030	P2RY4
5031	P2RY6
5042	PABPC3
5226	PGD
5286	PIK3C2A
5471	PPAT
5515	PPP2CA
5833	PCYT2
5903	RANBP2
5919	RARRES2
5944	RBMY1HP
6048	RNF5
6242	RTKN
6445	SGCG
6510	SLC1A5
6526	SLC5A3
6612	SUMO3
6616	SNAP25
6626	SNRPA
6707	SPRR3
6867	TACC1
6883	TAF12
6909	TBX2
6934	TCF7L2
6960	TRBV25OR9-2
6999	TDO2
7024	TFCP2
7094	TLN1
7115	TMSB4XP1
7453	WARS1
7506	XM
7549	ZNF2
7593	MZF1
7699	ZNF140
7818	DAP3
7871	SLMAP
8001	GLRA3
8302	KLRC4
8391	OR1P1
8493	PPM1D
8644	AKR1C3
8686	KRT41P
8766	RAB11A
8834	TMEM11
8926	SNURF
9027	NAT8
9056	SLC7A7
9060	PAPSS2
9124	PDLIM1
9187	SLC24A1
9306	SOCS6
9353	SLIT2
9498	SLC4A8
9499	MYOT
9620	CELSR1
9670	IPO13
9751	SNPH
9754	STARD8
9776	ATG13
9854	C2CD2L
9856	KIAA0319
9886	RHOBTB1
10024	TROAP
10077	TSPAN32
10121	ACTR1A
10142	AKAP9
10202	DHRS2
10297	APC2
10572	SIVA1
10835	NPM1P12
10846	PDE10A
11066	SNRNP35
11222	MRPL3
11280	SCN11A
23126	POGZ
23144	ZC3H3
23213	SULF1
23220	DTX4
23265	EXOC7
23338	JADE2
23359	ENTREP2
23467	NPTXR
23475	QPRT
23531	MMD
23555	TSPAN15
23723	DFNA24
25780	RASGRP3
25850	ZNF345
312	ANXA13
693	BTF3P1
762	CA4
841	CASP8
991	CDC20
1464	CSPG4
1498	CTNNA1P1
2234	FEB2
3055	HCK
3798	KIF5A
4618	MYF6
5066	PAM
5209	PFKFB3
5702	PSMC3
6497	SKI
6576	SLC25A1
6703	SPRR2D
6911	TBX6
6968	TRGJ1
7174	TPP2
9020	MAP3K14
9085	CDY1
9425	CDYL
9512	PMPCB
9600	PITPNM1
10317	B3GALT5
10559	SLC35A1
11130	ZWINT
11223	MST1L
22802	CLCA4
23527	ACAP2
23589	CARHSP1
463	ZFHX3
793	CALB1
2041	EPHA1
2115	ETV1
2800	GOLGA1
3077	HFE
5694	PSMB6
9444	QKI
1235	CCR6
2510	FTH1P21
2660	MSTN
3438	IFN1@
5055	SERPINB2
5973	RENBP
6495	SIX1
7037	TFRC
7315	UBBP1
7627	ZNF75A
8604	SLC25A12
8892	EIF2B2
10468	FST
279	AMY2A
778	CACNA1F
836	CASP3
1130	LYST
3228	HOXC12
3359	HTR3A
3708	ITPR1
4239	MFAP4
4668	NAGA
4722	NDUFS3
4885	NPTX2
5793	PTPRG
5894	RAF1
6608	SMO
7576	ZNF28
8724	SNX3
10525	HYOU1
10866	HCP5
10962	MLLT11
11247	NXPH4
23353	SUN1
1442	CSH1
1553	CYP2A13
178	AGL
405	ARNT
5020	OXT
5024	P2RX3
8538	BARX2
1119	CHKA
8891	EIF2B3
10419	PRMT5
13	AADAC
67	ACTBP7
595	CCND1
734	OSGIN2
967	CD63
1595	CYP51A1
2205	FCER1A
2274	FHL2
3268	AGFG2
3269	HRH1
3358	HTR2C
3712	IVD
4157	MC1R
4848	CNOT2
4854	NOTCH3
4908	NTF3
5313	PKLR
5336	PLCG2
5806	PTX3
6334	SCN8A
6783	SULT1E1
8103	PAPA2
8251	HNRNPDP1
8348	H2BC17
8626	TP63
8971	H1-10
9175	MAP3K13
9761	MLEC
9775	EIF4A3
9815	GIT2
9890	PLPPR4
9936	CD302
10427	SEC24B
10712	ENTREP3
11102	RPP14
11154	AP4S1
23299	BICD2
114	ADCY8
318	NUDT2
337	APOA4
400	ARL1
781	CACNA2D1
1158	CKM
1160	CKMT2
1319	CORD1
1463	NCAN
1468	SLC25A10
1639	DCTN1
1673	DEFB4A
1694	DFNA16
1791	DNTT
1810	DR1
1892	ECHS1
2065	ERBB3
2196	FAT2
2415	FRA7H
2498	FTH1P3
2700	GJA3
2829	XCR1
3038	HAS3
3064	HTT
3109	HLA-DMB
3129	HLA-DRB7
3130	HLA-DRB8
3133	HLA-E
3259	HPV6AI1
3414	IDDM15
3447	IFNA13
3541	IGLC5
3559	IL2RA
3699	ITIH3
3710	ITPR3
3752	KCND3
3762	KCNJ5
3785	KCNQ2
3860	KRT13
3996	LLGL1
4053	LTBP2
4056	LTC4S
4131	MAP1B
4241	MELTF
4283	CXCL9
4498	MT1JP
4698	NDUFA5
4704	NDUFA9
4919	ROR1
4924	NUCB1
5050	PAFAH1B3
5051	PAFAH2
5052	PRDX1
5207	PFKFB1
5266	PI3
5297	PI4KA
5324	PLAG1
5358	PLS3
5547	PRCP
5619	PRM1
5995	RGR
6059	ABCE1
6202	RPS8
6251	RSU1
6524	SLC5A2
6559	SLC12A3
6596	HLTF
6622	SNCA
6625	SNRNP70
6629	SNRPB2
6654	SOS1
6770	STAR
6860	SYT4
6882	TAF11
7043	TGFB3
7171	TPM4
7323	UBE2D3
7542	ZFPL1
7551	ZNF3
7702	ZNF143
7726	TRIM26
7927	IGAT
7960	MRBC
8317	CDC7
8361	H4C6
8500	PPFIA1
8529	CYP4F2
8535	CBX4
8595	OR5D2P
8814	CDKL1
8930	MBD4
9149	DYRK1B
9158	FIBP
9208	LRRFIP1
9331	B4GALT6
9364	RAB28
9426	CDY2A
9439	MED23
9603	NFE2L3
9808	KIAA0087
9911	TMCC2
10162	LPCAT3
10326	SIRPB1
10371	SEMA3A
10459	MAD2L2
10465	PPIH
10825	NEU3
10857	PGRMC1
10912	GADD45G
11082	ESM1
11085	ADAM30
22885	ABLIM3
23143	LRCH1
23231	SEL1L3
23362	PSD3
23439	ATP1B4
23548	TTC33
23553	HYAL4
23741	EID1
25832	NBPF14
102	ADAM10
173	AFM
514	ATP5F1E
526	ATP6V1B2
817	CAMK2D
823	CAPN1
845	CASQ2
860	RUNX2
868	CBLB
895	CCND2P1
946	SIGLEC6
987	LRBA
1140	CHRNB1
1145	CHRNE
1331	COX5BP2
1385	CREB1
1513	CTSK
1538	CYLC1
1586	CYP17A1
1717	DHCR7
1774	DNASE1L1
1950	EGF
2100	ESR2
2141	EYCL1
2306	FOXD2
2423	FRA8E
2429	FRA9E
2444	FRK
2637	GBX2
2747	GLUD2
3008	H1-4
3190	HNRNPK
3239	HOXD13
3257	HPS1
3354	HTR1E
3458	IFNG
3461	IFNA11P
3682	ITGAE
3759	KCNJ2
3852	KRT5
3855	KRT7
4014	LORICRIN
4124	MAN2A1
4172	MCM3
4212	MEIS2
4438	MSH4
4542	MYO1F
4644	MYO5A
5232	PGK2
5258	PHKBP1
5992	RFX4
6281	S100A10
6317	SERPINB3
6335	SCN9A
6601	SMARCC2
7088	TLE1
7225	TRPC6
8515	ITGA10
8583	OR7E41P
9167	COX7A2L
9270	ITGB1BP1
9334	B4GALT5
9384	COX6CP1
9430	MYLKP1
9437	NCR1
9446	GSTO1
9690	UBE3C
9834	FAM30A
9961	MVP
9963	SLC23A1
9991	PTBP3
10053	AP1M2
10109	ARPC2
10357	HMGB1P1
10420	TESK2
10456	HAX1
10469	TIMM44
10647	SCGB1D2
11030	RBPMS
11063	SOX30
11144	DMC1
11335	CBX3
23197	FAF2
23385	NCSTN
23559	WBP1
23592	LEMD3
23764	MAFF
957	ENTPD5
1374	CPT1A
1528	CYB5A
1880	GPR183
2086	ERV3-1
4653	MYOC
4693	NDP
5459	POU4F3
6943	TCF21
7520	XRCC5
9885	OSBPL2
10133	OPTN
23694	MRX73
54	ACP5
159	ADSS2
324	APC
608	TNFRSF17
802	CALM1P1
993	CDC25A
1020	CDK5
2193	FARSA
4154	MBNL1
6482	ST3GAL1
6728	SRP19
8712	PAGE1
9406	ZRANB2
23176	SEPTIN8
23316	CUX2
104	ADARB1
396	ARHGDIA
1564	CYP2D7
2188	FANCF
2259	FGF14
2864	FFAR1
3491	CCN1
3513	JCHAINP1
3622	ING2
3891	KRT85
4281	MID1
4692	NDN
5479	PPIB
5568	PRKACG
6101	RP1
7039	TGFA
7429	VIL1
7538	ZFP36
7572	ZNF24
8346	H2BC10
8454	CUL1
8482	SEMA7A
8491	MAP4K3
8760	CDS2
8761	PABPC4
8915	BCL10
9752	PCDHA9
10417	SPON2
23255	MTCL1
23478	SEC11A
6940	ZNF354A
113	ADCY7
219	ALDH1B1
741	ZNHIT2
796	CALCA
1364	CLDN4
2503	FTH1P11
2970	GTF2IP1
3581	IL9R
3816	KLK1
3839	KPNA3
4047	LSS
4832	NME3
5236	PGM1
5791	PTPRE
6070	RNU4-8P
6223	RPS19
6464	SHC1
6619	SNAPC3
6765	ST8
6907	TBL1X
7360	UGP2
8136	WT3
9229	DLGAP1
9481	SLC25A27
10524	KAT5
10534	ZNRD2
10763	NES
11143	KAT7
23015	GOLGA8A
23515	MORC3
317	APAF1
575	ADGRB1
913	CD1E
1139	CHRNA7
1793	DOCK1
2025	ENO1P1
2044	EPHA5
2402	FRA6B
2617	GARS1
6050	RNH1
6161	RPL32
6788	STK3
6874	TAF4
6973	TRGV1
7267	TTC3
7443	VRK1
7638	ZNF221
7707	ZNF148
8034	SLC25A16
8578	SCARF1
9527	GOSR1
9887	SMG7
9917	FAM20B
10467	ZNHIT1
10592	SMC2
22815	CRIPTOP4
23198	PSME4
25759	SHC2
78	ACTG1P6
213	ALB
224	ALDH3A2
336	APOA2
395	ARHGAP6
496	ATP4B
603	BCL5
643	CXCR5
820	CAMP
856	CATR1
890	CCNA2
938	CD24P4
1033	CDKN3
1149	CIDEA
1431	CS
1443	CSH2
2103	ESRRB
2281	FKBP1B
2512	FTL
2749	GLUD1P3
3589	IL11
3640	INSL3
4033	IRAG2
4387	MRX23
4479	MSNP1
4615	MYD88
4715	NDUFB9
4880	NPPC
4921	DDR2
4923	NTSR1
5009	OTC
5195	PEX14
5208	PFKFB2
5354	PLP1
5470	PPEF2
5528	PPP2R5D
5705	PSMC5
5753	PTK6
5832	ALDH18A1
6053	RNR2
6100	RP9
6172	RPL41P5
6542	SLC7A2
6560	SLC12A4
6922	SKP1P1
7031	TFF1
7335	UBE2V1
7428	VHL
7507	XPA
7842	IGKJ
7920	ABHD16A
7928	ISCW
8214	DGCR6
8263	F8A1
8398	PLA2G6
8503	PIK3R3
8511	MMP23A
8906	AP1G2
8942	KYNU
9033	PKD2L1
9134	CCNE2
9314	KLF4
9493	KIF23
9543	IGDCC3
9851	KIAA0753
9882	TBC1D4
9937	DCLRE1A
10621	POLR3F
10687	PNMA2
10721	POLQ
10777	ARPP21
10781	ZNF266
22949	PTGR1
23107	MRPS27
23186	RCOR1
23279	NUP160
23437	TRS-AGA2-3
23471	TRAM1
23474	ETHE1
23509	POFUT1
23514	SPIDR
2125	EVPL
6018	RLF
7059	THBS3
8632	DNAH17
9034	CCRL2
22941	SHANK2
23111	SPART
2563	GABRD
3116	HLA-DPB2
4830	NME1
8704	B4GALT2
10617	STAMBP
10768	AHCYL1
176	ACAN
3638	INSIG1
4867	NPHP1
6102	RP2
6832	SUPV3L1
7123	CLEC3B
7851	MALL
8177	LPSA
8452	CUL3
10695	CNPY3
11129	CLASRP
11319	ECD
22954	TRIM32
23077	MYCBP2
23560	GTPBP4
189	AGXT
205	AK4
399	RHOH
708	C1QBP
735	C9
759	CA1
780	DDR1
790	CAD
801	CALM1
815	CAMK2A
818	CAMK2G
819	CAMLG
822	CAPG
846	CASR
863	CBFA2T3
866	SERPINA6
867	CBL
969	CD69
977	CD151
996	CDC27
1000	CDH2
1046	CDX4
1271	CNTFR
1368	CPM
1384	CRAT
1393	CRHBP
1487	CTBP1
1506	CTRL
1527	TEX28
1534	CYB561
1551	CYP3A7
1577	CYP3A5
1648	GADD45AP1
1780	DYNC1I1
1829	DSG2
1891	ECH1
1902	LPAR1
1953	MEGF6
1980	EIF4EP1
2109	ETFB
2118	ETV4
2288	FKBP4
2348	FOLR1
2362	FRA1C
2401	FRA6A
2416	FRA7I
2543	GAGE1
2675	GFRA2
2737	GLI3
2746	GLUD1
2895	GRID2
2910	NR3C1P1
3189	HNRNPH3
3339	HSPG2
3342	HTC2
3343	HTL
3421	IDH3G
3530	IGKV1OR22-1
3653	IPW
3669	ISG20
3676	ITGA4
3761	KCNJ4
3887	KRT81
3899	AFF3
3920	LAMP2
3957	LGALS2
4095	MAFD1
4125	MAN2B1
4218	RAB8A
4225	MEP1B
4295	MLN
4431	MSBP1
4482	MSRA
4584	MUC3A
4661	MYT1
4670	HNRNPM
4814	NINJ1
4835	NQO2
4861	NPAS1
5078	PAX4
5411	PNN
5446	PON3
5451	POU2F1
5481	PPID
5653	KLK6
5669	PSG1
5693	PSMB5
5711	PSMD5
5743	PTGS2
5746	PTH2R
5788	PTPRC
5859	QARS1
5891	MOK
5900	RALGDS
5902	RANBP1
5921	RASA1
5978	REST
5979	RET
6003	RGS13
6004	RGS16
6005	RHAG
6015	RING1
6077	SNORD13P2
6096	RORB
6195	RPS6KA1
6261	RYR1
6262	RYR2
6522	SLC4A2
6595	SMARCA2
6604	SMARCD3
6642	SNX1
6716	SRD5A2
6810	STX4
6811	STX5
6839	SUV39H1
6876	TAGLN
6988	TCTA
7085	TKCR
7090	TLE3
7211	TRMEP1
7228	TRQ-CTG1-5
7369	UMOD
7430	EZR
7508	XPC
7621	ZNF70
7637	ZNF84
7643	ZNF90
7681	MKRN3
7809	BSND
7908	EOS
8237	USP11
8312	AXIN1
8451	CUL4A
8458	TTF2
8671	SLC4A4
8905	AP1S2
9148	NEURL1
9150	CTDP1
9182	RASSF9
9194	SLC16A7
9197	SLC33A1
9420	CYP7B1
9431	OR7E22P
9529	BAG5
9720	CCDC144A
9724	UTP14C
9811	CTIF
9836	LCMT2
9889	ZBED4
9947	MAGEC1
10058	ABCB6
10079	ATP9A
10108	MKRN3-AS1
10199	MPHOSPH10
10250	SRRM1
10282	BET1
10344	CCL26
10437	IFI30
10444	ZER1
10445	MCRS1
10452	TOMM40
10454	TAB1
10455	ECI2
10457	GPNMB
10472	ZBTB18
10664	CTCF
10692	RRH
10816	SPINT3
10941	UGT2A1
10980	COPS6
11065	UBE2C
11068	CYB561D2
11259	FILIP1L
11270	NRM
11320	MGAT4A
11322	TMC6
22876	INPP5F
22937	SCAP
23042	PDXDC1
23061	TBC1D9B
23089	PEG10
23117	NPIPB3
23120	ATP10B
23122	CLASP2
23129	PLXND1
23137	SMC5
23139	MAST2
23140	ZZEF1
23141	ANKLE2
23185	LARP4B
23229	ARHGEF9
23244	PDS5A
23246	BOP1
23268	DNMBP
23301	EHBP1
23312	DMXL2
23314	SATB2
23347	SMCHD1
23383	MAU2
23413	NCS1
23552	CDK20
23625	FAM89B
23644	EDC4
23713	DFNB27
24137	KIF4A
25836	NIPBL
6651	SON
960	CD44
1238	ACKR2
2389	FRA4B
2509	FTH1P5
3499	IGHEP2
3651	PDX1
4862	NPAS2
6725	SRMS
6870	TACR3
7146	TNXA
7398	USP1
8131	NPRL3
9927	MFN2
10540	DCTN2
10625	IVNS1ABP
10773	ZBTB6
10847	SRCAP
10955	SERINC3
23130	ATG2A
23520	ANP32CP
23546	SYNGR4
6801	STRN
8292	COLQ
4016	LOXL1
6117	RPA1
847	CAT
973	CD79A
2407	FRA6G
2963	GTF2F2
2971	GTF3A
3112	HLA-DOB
6342	SCP2
6663	SOX10
6809	STX3
7608	ZNF56P
8462	KLF11
8728	ADAM19
8886	DDX18
9068	ANGPTL1
9156	EXO1
9201	DCLK1
10139	ARFRP1
23251	MINAR1
23264	ZC3H7B
23295	MGRN1
38	ACAT1
542	ALDH7A1P2
1193	CLIC2
2117	ETV3
2504	FTH1P12
2959	GTF2B
3294	HSD17B2
3417	IDH1
3561	IL2RG
3704	ITPA
3827	KNG1
4041	LRP5
4503	MT2P1
5367	PMCH
5387	PMS2P3
5519	PPP2R1B
5699	PSMB10
7044	LEFTY2
7233	TRR-CCG2-1
7942	TFEB
8569	MKNK1
8669	EIF3J
9330	GTF3C3
9427	ECEL1
10541	ANP32B
10613	ERLIN1
11059	WWP1
23511	NUP188
1	A1BG
476	ATP1A1
627	BDNF
956	ENTPD3
1061	CENPCP1
1340	COX6B1
1412	CRYBA2
1611	DAP
1633	DCK
1714	DGCR
1825	DSC3
2048	EPHB2
2063	NR2F6
2425	FRA9A
2558	GABRA5
3024	H1-1
3619	INCENP
4303	FOXO4
4351	MPI
4487	MSX1
4591	TRIM37
4634	MYL3
5473	PPBP
5514	PPP1R10
6217	RPS16
6543	SLC8A2
6606	SMN1
6793	STK10
6961	TRBV24OR9-2
7148	TNXB
7165	TPD52L2
7192	TRD-GTC9-1
7629	ZNF76
7832	BTG2
8139	GAN
8277	TKTL1
8654	PDE5A
8743	TNFSF10
8968	H3C7
9113	LATS1
9166	EBAG9
9360	PPIG
9398	CD101
9960	USP3
10170	DHRS9
10629	TAF6L
10873	ME3
10978	CLP1
11321	GPN1
22996	TTC39A
23094	SIPA1L3
23386	NUDCD3
23513	SCRIB
23787	MTCH1
151	ADRA2B
212	ALAS2
560	AZF1
958	CD40
1388	ATF6B
1601	DAB2
1991	ELANE
2030	SLC29A1
2568	GABRP
2662	GDF10
3096	HIVEP1
4478	MSN
4872	NPM1P3
4912	NTF6G
4948	OCA2
5320	PLA2G2A
6244	RRM2P2
6492	SIM1
6511	SLC1A6
6579	SLCO1A2
6727	SRP14
7482	WNT2B
7515	XRCC1
7546	ZIC2
8153	RND2
8233	ZRSR2
8487	GEMIN2
8505	PARG
9015	TAF1A
9172	MYOM2
9476	NAPSA
10082	GPC6
10291	SF3A1
23167	EFR3A
23308	ICOSLG
23424	TDRD7
23641	LDOC1
462	SERPINC1
513	ATP5F1D
700	BVR1
968	CD68
974	CD79B
999	CDH1
1075	CTSC
1128	CHRM1
1755	DMBT1
3261	HPV18I2
3763	KCNJ6
3861	KRT14
3872	KRT17
4496	MT1H
5308	PITX2
5690	PSMB2
5790	PTPRCAP
6193	RPS5
6199	RPS6KB2
6367	CCL22
6489	ST8SIA1
6507	SLC1A3
7086	TKT
7137	TNNI3
7222	TRPC3
7294	TXK
8024	RDPA
8537	BCAS1
8792	TNFRSF11A
9051	PSTPIP1
9635	CLCA2
9759	HDAC4
9806	SPOCK2
9812	DELE1
10057	ABCC5
10212	DDX39A
10439	OLFM1
10474	TADA3
10488	CREB3
10562	OLFM4
10667	FARS2
11214	AKAP13
23250	ATP11A
23283	CSTF2T
34	ACADM
197	AHSG
814	CAMK4
1278	COL1A2
1840	DTX1
2120	ETV6
2160	F11
2298	FOXD4
3624	INHBA
3815	KIT
3964	LGALS8
4416	MRX53
5032	P2RY11
5553	PRG2
5649	RELN
5685	PSMA4
5737	PTGFR
6594	SMARCA1
6775	STAT4
7062	TCHH
7091	TLE4
7700	ZNF141
7939	LAP
9211	LGI1
9415	FADS2
9731	CEP104
9738	CCP110
10033	ARSLP1
10989	IMMT
22938	SNW1
23300	ATMIN
23406	COTL1
23428	SLC7A8
23495	TNFRSF13B
23678	SGK3
169	AF8T
304	ANXA2P2
2119	ETV5
2480	FRAXD
3416	IDE
4688	NCF2
5145	PDE6A
6767	ST13
6814	STXBP3
6992	PPP1R11
7066	THPO
7380	UPK3A
8239	USP9X
10434	LYPLA1
11174	ADAMTS6
22850	ADNP2
23102	TBC1D2B
23190	UBXN4
11157	LSM6
290	ANPEP
5532	PPP3CB
8174	MADCAM1
9596	OR1R1P
23242	COBL
430	ASCL2
486	FXYD2
1036	CDO1
1152	CKB
1951	CELSR3
2195	FAT1
2203	FBP1
2530	FUT8
2533	FYB1
2581	GALC
3340	NDST1
3562	IL3
3679	ITGA7
4168	MCF2
4768	NF1P5
5025	P2RX4
5440	POLR2K
5828	PEX2
5982	RFC2
6095	RORA
6747	SSR3
6755	SSTR5
7092	TLL1
7170	TPM3
7539	ZFP37
7771	ZNF112
8453	CUL2
8828	NRP2
9367	RAB9A
9653	HS2ST1
10806	SDCCAG8
11138	TBC1D8
23030	KDM4B
23307	FKBP15
23315	SLC9A8
5557	PRIM1
6462	SHBG
6603	SMARCD2
7571	ZNF23
7682	MKRN4P
9096	TBX18
9252	RPS6KA5
9540	TP53I3
797	CALCB
858	CAV2
859	CAV3
947	CD34
1794	DOCK2
5251	PHEX
5435	POLR2F
5740	PTGIS
6373	CXCL11
11012	KLK11
22936	ELL2
27	ABL2
329	BIRC2
593	BCKDHA
668	FOXL2
738	VPS51
832	CAPZB
1092	CEACAMP3
2191	FAP
2244	FGB
2278	FIM1
2404	FRA6D
2891	GRIA2
2893	GRIA4
3125	HLA-DRB3
3433	IFIT2
3745	KCNB1
3952	LEP
4199	ME1
4213	MEIS3P1
4222	MEOX1
4810	NHS
5536	PPP5C
5697	PYY
5736	PTGER4P2
5935	RBM3
5968	REG1B
6046	BRD2
6103	RPGR
6141	RPL18
6205	RPS11
6238	RRBP1
6419	SETMAR
6599	SMARCC1
6617	SNAPC1
6623	SNCG
6786	STIM1
6804	STX1A
6900	CNTN2
7016	TESK1
7241	TRV-AAC1-3
8195	MKKS
8310	ACOX3
8440	NCK2
9087	TMSB4Y
9275	BCL7B
9332	CD163
9354	UBE4A
9440	MED17
9814	SFI1
9964	MYCLP3
9994	CASP8AP2
10084	PQBP1
10379	IRF9
10820	OR7E13P
10999	SLC27A4
11169	WDHD1
11331	PHB2
23452	ANGPTL2
23512	SUZ12
23547	LILRA4
23731	TMEM245
50	ACO2
671	BPI
1054	CEBPG
2182	ACSL4
2627	GATA6
3138	HLA-K
3275	PRMT2
3903	LAIR1
4009	LMX1A
4107	MAGEA8
6164	RPL34
6450	SH3BGR
6613	SUMO2
6799	SULT1A2
7504	XK
7545	ZIC1
7959	FEA
8178	ELL
9147	NEMF
9315	NREP
9674	KIAA0040
9928	KIF14
10124	ARL4A
10160	FARP1
10450	PPIE
10663	CXCR6
22971	RPL41P1
23305	ACSL6
23430	TPSD1
23642	SNHG1
23658	LSM5
1866	DYT7
2566	GABRG2
4105	MAGEA6
4117	MAK
4926	NUMA1
5487	PPIAP15
5615	PRKXP2
5829	PXN
6527	SLC5A4
6602	SMARCD1
8740	TNFSF14
10483	SEC23B
10486	CAP2
10536	P3H3
10891	PPARGC1A
23118	TAB2
23155	CLCC1
23258	DENND5A
23304	UBR2
23534	TNPO3
69	ACTBP9
245	ALOX12P2
248	ALPI
249	ALPL
328	APEX1
401	PHOX2A
498	ATP5F1A
501	ALDH7A1
504	ATP5F1AP2
506	ATP5F1B
507	ATP5F1BP1
509	ATP5F1C
515	ATP5PB
550	AUP1
558	AXL
563	AZGP1
567	B2M
568	B2MR
570	BAAT
571	BACH1
572	BAD
573	BAG1
587	BCAT2
611	OPN1SW
613	BCR
616	BCRP4
617	BCS1L
618	BCYRN1
619	BCYRN1P1
620	BCYRN1P2
622	BDH1
623	BDKRB1
624	BDKRB2
645	BLVRB
655	BMP7
711	ERC2-IT1
718	C3
794	CALB2
795	S100G
798	CALCP
804	CALM1P2
807	CALM2P3
808	CALM3
844	CASQ1
864	RUNX3
931	MS4A1
978	CDA
1073	CFL2
1164	CKS2
1167	CLA3
1208	CLPS
1253	CMTX2
1343	COX6B1P3
1356	CP
1357	CPA1
1365	CLDN3
1366	CLDN7
1437	CSF2
1438	CSF2RA
1439	CSF2RB
1732	DIH1
1833	EPYC
1836	SLC26A2
1837	DTNA
1838	DTNB
1841	DTYMK
1842	ECM2
1843	DUSP1
1844	DUSP2
1846	DUSP4
1847	DUSP5
1848	DUSP6
1849	DUSP7
1850	DUSP8
1852	DUSP9
1854	DUT
1855	DVL1
1857	DVL3
1858	DWS
1859	DYRK1A
1861	TOR1A
2015	ADGRE1
2294	FOXF1
2302	FOXJ1
2418	FRA8A
2691	GHRH
2750	GLUD1P4
2751	GLUD1P5
2752	GLUL
2753	GLULP1
2754	GLULP2
2760	GM2A
2761	GM2AP1
2762	GMDS
2764	GMFB
2765	GML
2766	GMPR
2768	GNA12
2769	GNA15
2770	GNAI1
2771	GNAI2
2772	GNAI2P1
2773	GNAI3
2774	GNAL
2775	GNAO1
2776	GNAQ
2777	GNAQP1
2779	GNAT1
2780	GNAT2
2781	GNAZ
2782	GNB1
2798	GNRHR
2913	GRM3
2914	GRM4
2917	GRM7
2918	GRM8
2919	CXCL1
2920	CXCL2
2921	CXCL3
2925	GRPR
2926	GRSF1
2928	GSC2
2931	GSK3A
2932	GSK3B
2966	GTF2H2
2990	GUSB
3051	HBZP1
3052	HCCS
3053	SERPIND1
3054	HCFC1
3056	HCL1
3059	HCLS1
3060	HCRT
3061	HCRTR1
3062	HCRTR2
3063	HCVS
3065	HDAC1
3067	HDC
3068	HDGF
3069	HDLBP
3070	HELLS
3071	NCKAP1L
3073	HEXA
3074	HEXB
3075	CFH
3078	CFHR1
3080	CFHR2
3081	HGD
3082	HGF
3083	HGFAC
3084	NRG1
3177	SLC29A2
3188	HNRNPH2
3205	HOXA9
3206	HOXA10
3207	HOXA11
