Gene_Symbol,mRNA_logFC,mRNA_adjPval
LRP2,0.844534906,0.133743176
KPNA1,0.122974847,0.133757115
SNORD114-3,-0.396929396,0.133772233
CCDC65,-0.306180176,0.133772233
TBC1D2B,-0.174769648,0.134042973
THAP12,0.161694648,0.134052015
LOC441052,-0.374683347,0.134074144
LOC105377763,-0.371138228,0.134074144
TMSB15B,-0.181104047,0.134074144
FGD4,0.205263148,0.134074144
CDC26,0.171242019,0.134074144
F2R,0.296024704,0.13419595
ATPAF2,-0.144124564,0.134269919
IARS2,0.121115197,0.134275621
IQGAP3,0.493769968,0.134275621
SPARCL1,0.227713474,0.134275621
CCT8,0.198966503,0.134347683
CCDC120,-0.266603542,0.134417763
ZNF77,-0.184042045,0.134446753
SLC5A3,0.455967032,0.134446753
DUXAP8,0.523330988,0.134454566
PTP4A1,0.246864956,0.134494072
SPCS2,0.147534427,0.134524081
DUSP16,0.243183908,0.134611564
C1orf54,-0.266452158,0.134611564
TCF7L2,-0.168424896,0.134648513
STARD3,-0.219774936,0.134728302
TRPM2,-0.273643043,0.134742034
DPP8,0.200938117,0.134805037
FALEC,-0.275255483,0.134805037
MIR4300HG,-0.468953283,0.134865633
LOC644656,0.270891985,0.135010911
MIR570,-0.339436657,0.135010911
ZNF484,0.160800051,0.135040923
LOC648987,-0.304450933,0.135100386
UAP1,0.158656989,0.135127816
USP18,-0.20185225,0.13514885
ROR2,-0.329814582,0.13514885
NDP,0.205686511,0.13575994
CCDC91,0.155761568,0.135831466
JTB,0.155751858,0.135948029
COX15,0.099276756,0.135976404
CUL2,0.160553305,0.135980533
SREK1,0.138983542,0.135980533
RGS12,-0.167960538,0.135986928
NUDT21,0.234317917,0.136397283
SNORD116-1,-0.342015277,0.136430077
MTX3,0.169556997,0.136441428
ADGRA1-AS1,-0.363445025,0.136441428
CBLL1,0.156259544,0.136441428
RGS20,-0.29158485,0.13673721
STXBP6,0.241446488,0.13673721
GGA2,-0.160302094,0.13673721
LOC101929705,-0.395872415,0.136819875
MYCBP2,0.179285271,0.136863372
STARD8,-0.368534164,0.137059773
STX12,0.157890127,0.137111081
EXOC2,0.101659938,0.1372084
TMEM143,-0.207965718,0.137239492
KIF1B,0.090810192,0.137239492
C18orf21,0.136209599,0.137390392
IL18BP,-0.379496181,0.137447869
LOC285095,-0.403111076,0.137570354
SMTN,-0.438578104,0.137621616
POLR3B,0.168613948,0.137716209
FOXP4,-0.205062341,0.137716209
CEP295NL,-0.454267333,0.137952708
HLA-DOB,-0.496707004,0.137952708
RIT1,0.152478297,0.138058208
GTF2E2,0.124001935,0.138058208
FAM83H,-0.321976378,0.138082256
DIP2A,-0.177128392,0.138083307
CNST,0.27389812,0.138238847
KCNJ13,-0.742981472,0.138310308
RABL2B,-0.142022908,0.138369113
ZBTB10,0.150659381,0.138369113
RAP2C,0.149187284,0.13842405
PPP1R1A,0.194892357,0.13842405
SRFBP1,0.143246014,0.13842405
MXD1,0.217996631,0.138468756
LINC01599,-0.426235715,0.138560112
HNRNPU,0.102191186,0.13866798
CUTC,0.178199958,0.13866798
TGIF2,-0.242856115,0.13866798
TRAPPC12,-0.147598968,0.138735787
TTC39A,-0.274524396,0.138771109
RBM17,0.10042944,0.138771109
NKX6-2,0.776226528,0.138886709
ZDHHC11B,-0.417054679,0.138927934
DGKQ,-0.253643052,0.138927934
KLHL7,0.167822223,0.138964685
NFKB2,-0.340914568,0.138964685
AKAP3,0.387372373,0.139003375
MUC19,-0.619750052,0.139003375
EIF2S3,0.171033851,0.139003375
KIF1BP,0.144827194,0.139003375
SIRT6,-0.191940604,0.139071953
NSRP1,0.243998347,0.139077712
MIR1250,-0.466839495,0.139307477
ZNF460,0.113075154,0.139307477
RIC8B,0.105732005,0.139307477
SCN2B,0.255303904,0.13932093
PCYT1B,0.123232373,0.13932093
HIKESHI,0.164931706,0.13953752
NUDT15,0.185731683,0.139615927
MIR300,-0.506769204,0.139734526
PTTG1,0.356710065,0.139734526
TMEM44,-0.297063559,0.139734526
MIR6506,0.157337158,0.139734526
ZPR1,0.140009424,0.139734526
DNAJC25-GNG10,0.192913126,0.139734526
ZNF445,-0.087651904,0.139747849
KLRC4,-0.448874192,0.139755989
LINC00852,-0.308565176,0.139815204
SGTB,0.257592243,0.139878879
FGFR3,-0.274270062,0.139963707
LTV1,0.124281829,0.1399852
PLA2G4C,-0.262401075,0.140036858
PEX19,0.124603576,0.140222335
CCDC158,-0.234371698,0.140222335
ANKRD24,-0.310246712,0.140375401
ING5,-0.147021652,0.140402362
LAMB2P1,-0.240719832,0.140627625
TSIX,-0.526674189,0.140670165
AGAP1-IT1,-0.395670794,0.140912038
SPAG5,-0.270722102,0.140963757
ZMYND15,-0.36827834,0.140963757
RGR,-0.604817222,0.140963757
LOC101927237,-0.342581391,0.140963757
STAU2,0.196185456,0.141092085
GRB2,0.105448905,0.141108396
GTF2H1,0.127330336,0.141164437
SRPK1,0.169255092,0.141378937
RPL11,0.233715024,0.141455883
IKZF3,0.421922442,0.141455883
IRF9,-0.237502816,0.141471354
C9orf163,-0.321101571,0.141471354
PPP3CC,-0.091906878,0.141471354
RAMP2,-0.336006205,0.141471354
DNAAF4,-0.234833502,0.141531598
SRSF8,0.135786311,0.14156171
PLK3,-0.395699887,0.141573644
WDR36,0.16496933,0.14165332
GBA,-0.141115711,0.141671723
SLC25A40,0.229053551,0.141851182
SRP19,0.105467265,0.141851182
DCLRE1C,0.163461173,0.141917937
PEX5,0.137148082,0.142008753
ADAM19,-0.21227709,0.142008753
PLEKHM3,0.138417607,0.142008753
XXYLT1,-0.1598544,0.142008753
PLEKHA8,0.146117802,0.142038349
SNAP29,0.11921049,0.142149311
ZSCAN9,-0.168265662,0.142244506
VSIG4,0.718699466,0.14235305
ANKRD13C,0.122436959,0.14235305
PRIMA1,0.722700859,0.14235305
LOC100130027,-0.230613056,0.14254507
CMAS,0.225276563,0.14254507
SLC16A12,0.995293103,0.142591718
ZNF205,-0.176685959,0.14260264
C21orf91,0.630012287,0.142706713
PCDHGB7,-0.213122533,0.142706713
MSC-AS1,0.360237233,0.142706713
LOC101929633,-0.392088398,0.142711123
TMIGD3,0.484655867,0.142853958
IGDCC3,-0.27470156,0.142898356
CYP2C8,-0.318707691,0.142920751
CLVS2,0.293267317,0.142920751
GAREM1,0.152361867,0.142920751
ADAMTSL2,-0.228011982,0.142920751
TRIAP1,0.243198921,0.142920751
IMPAD1,0.185632221,0.142920751
PGM2L1,0.325141711,0.142987576
HCG11,0.163500722,0.142987576
DTD2,0.182563618,0.143020777
GJD3,-0.379391548,0.143066692
ASXL2,0.113524382,0.143073235
ATF6B,-0.184868011,0.143073235
MAP7,0.284651321,0.143090339
SNORD56B,-0.381605232,0.143176679
MTHFD2L,0.20382015,0.143267674
TSKU,-0.306946891,0.14336437
ZFYVE27,-0.128622916,0.143447987
MAP6D1,0.351668766,0.143476976
UTP18,0.133398577,0.143476976
NUDT22,-0.167295053,0.143476976
MIR1243,0.292102584,0.143551416
SCD5,0.142051949,0.143551416
RGL1,0.112108801,0.14355196
BREA2,-0.400467902,0.143649004
SKP2,0.141001896,0.14391244
TBC1D3H,-0.802926298,0.14391244
DCUN1D4,0.172224994,0.14391244
MED26,-0.141702101,0.144028541
FAM110C,0.235204881,0.144054826
MED7,0.145401598,0.144058768
BCAT1,0.269595841,0.144090813
AKAP9,0.141701627,0.144092087
CBL,0.104723991,0.144092087
CFAP97,0.17940888,0.144092087
CHAD,-0.394978561,0.144092087
PRMT2,0.156249907,0.144092087
CLN8,0.280900439,0.144361931
RBM5,-0.142569912,0.144366019
PFN2,0.242598169,0.144881238
TRAPPC2B,-0.194856048,0.144881238
ZNF586,-0.184114715,0.144881238
PIK3R4,0.100028294,0.144902233
HAUS6,0.192494138,0.14501169
NYNRIN,-0.280881811,0.14501169
ACAA1,-0.128503562,0.14501169
ARHGEF15,-0.37297423,0.14501169
CCNA2,0.452331412,0.14501169
LOC101928841,-0.295582291,0.14501169
SEMA4B,-0.250204757,0.14501169
SERPINB9,-0.165036057,0.145024521
GPT2,-0.230806092,0.145059621
PICK1,-0.188485408,0.145181688
ZFP82,0.132164765,0.145294655
HSPA9,0.12862848,0.145294655
HPX,-0.452763976,0.145414141
SMS,0.179437397,0.145485683
CPS1,0.263598521,0.145521937
KCTD2,0.132424972,0.145521937
FAM126A,0.245121608,0.145521937
FURIN,-0.201097852,0.145521937
TMEM217,-0.26609942,0.145545721
TAS2R50,0.28378073,0.145545721
TOM1,-0.157544246,0.145615565
LOC220729,-0.137186931,0.14564501
CPB1,0.986287152,0.145721573
LOC642361,-0.184945472,0.145774084
ABRAXAS2,0.131464935,0.145777913
NLRX1,-0.206160049,0.145799532
LOX,0.586817733,0.145799532
C3orf14,0.209359001,0.145799532
RPN1,0.147303433,0.145799532
P4HTM,-0.161244075,0.145799532
FIG4,0.157924953,0.145967523
CLEC4GP1,-0.444891239,0.145967523
SEMA3B-AS1,0.610882345,0.145997416
RAMP3,-0.302270895,0.145997416
LCN15,-0.428666613,0.146131122
IFT140,-0.191003956,0.146131122
PPP3CB,0.246834738,0.14626098
RGS22,-0.327237739,0.146443665
MIA2,0.09680795,0.146443665
LOC105447645,-0.356949294,0.146443665
CDK14,0.256164894,0.146479173
RASGEF1B,0.238788086,0.146479173
AP1S2,0.227184844,0.146652992
MAOB,0.289888982,0.146748404
MIPOL1,0.170144046,0.146888501
ZSCAN31,0.348889324,0.146907508
UBR1,0.106537174,0.14705821
SNORA77B,-0.389383522,0.147304702
PRR29,-0.466712832,0.14736911
NLN,0.137691014,0.147420671
PANO1,-0.346893991,0.147441593
SOCS2-AS1,-0.323076167,0.147441593
ZNF732,-0.532445366,0.14744743
CXXC1,-0.182278925,0.14744743
HNRNPA2B1,0.137938956,0.14744743
GRB14,0.376692223,0.14744743
CACNG4,-0.224134257,0.147450526
RBM48,0.188164582,0.147450526
FBXO8,0.184438047,0.147477743
AARS2,-0.142868336,0.147502349
SNORA3A,-0.294578204,0.147710272
RAD54L2,-0.104395988,0.147710272
KIF26B,-0.155678995,0.147736332
NUAK1,0.230272812,0.147897677
APOB,0.471035783,0.147925694
GPSM2,0.285485842,0.147925694
NCBP1,0.145183543,0.147978332
ANKH,0.106553089,0.147978332
PCBP2,0.111977839,0.148063568
MBD4,0.126425505,0.148065587
NTN3,-0.352768144,0.148096598
NBPF20,-0.234567322,0.148119307
GET4,-0.119453204,0.148170081
BDH1,-0.201740196,0.14819954
FAM49B,0.169428863,0.14819954
MCC,-0.205091162,0.14819954
OSGIN2,0.225187263,0.148343815
C1orf21,0.169159445,0.148569592
LINC01547,-0.300364165,0.148605616
TMEM80,-0.177676507,0.148660685
POLR1E,0.123747807,0.148750268
RPP40,0.220374132,0.148750268
NTM-IT,-0.350874829,0.148750268
HLA-E,-0.350488059,0.148750268
TNFRSF13C,-0.445348802,0.148928653
LOC100507634,-0.323295714,0.14894969
MIR4315-1,-0.21721167,0.14894969
PSMD10,0.180739721,0.148984134
LARP7,0.195300375,0.149251018
CCDC102B,0.180549528,0.149251018
CIDEB,-0.37843716,0.149349814
FBXW2,0.097001733,0.149349814
KLHL5,0.202438666,0.149455983
C8orf34,0.245820937,0.14947901
LOC100507156,-0.370073122,0.1495457
GCC2,0.17021317,0.1495457
SEM1,0.18905437,0.149594038
PPIE,-0.093248457,0.149621264
LOC284930,-0.312411734,0.149710572
MED27,-0.098631682,0.149721772
TCF12,0.263676585,0.149891502
PTX3,0.33472837,0.1500982
SH2B3,-0.146363266,0.150124127
BMP3,0.352294386,0.150124127
KRBOX4,0.147169279,0.150130672
TM2D2,0.179074523,0.150168498
PHLDA3,0.300069696,0.150168498
APOL1,-0.300091855,0.150303395
ACP5,0.705653176,0.150373436
RNF19A,0.193682487,0.150373436
SYS1-DBNDD2,0.531595549,0.150373436
P2RY14,-0.37077782,0.150373436
CAPRIN2,-0.159630333,0.150373436
AGAP4,-0.239090979,0.150373436
TOPAZ1,-0.49545249,0.150513107
DSG3,-0.551723796,0.150523254
PRKAB1,-0.115666844,0.150567859
SHISA7,-0.219845985,0.150696251
IFNAR2,-0.118198025,0.150715009
RIBC1,-0.311423447,0.150715009
SLTM,0.138755925,0.150715009
WDR4,-0.188137671,0.150719714
SNX15,0.142091272,0.150777559
EHD4,-0.203599688,0.15098723
GPER1,-0.396925511,0.151086986
SLC6A15,0.218549431,0.151133852
RNF169,0.149282096,0.151176985
SAMHD1,0.225972861,0.151189598
PDHX,0.140395234,0.151189598
LRRC45,-0.205240499,0.151189598
LINC02062,0.261051457,0.151189598
LINC01094,0.559595532,0.151189598
YTHDC1,0.145313317,0.151189598
ZNF324B,-0.168688776,0.151189598
TMEM41B,0.174081705,0.151476643
CLTC,0.21262831,0.151476643
HEATR4,-0.272622445,0.151476643
RREB1,-0.240860067,0.151493106
SNHG18,0.593688804,0.151553749
DMAP1,-0.120197363,0.151612409
DDIT4L,0.373635541,0.151612409
ABCB7,0.144911126,0.151612409
CCND2-AS1,-0.32415093,0.151612409
SEC23A,0.186685181,0.151614976
TRIM11,-0.203864959,0.151614976
LOC284412,-0.40626596,0.151614976
MAN1B1-AS1,-0.327794781,0.151614976
SRSF10,0.142067398,0.151650777
MYBPHL,-0.358374364,0.151702405
TOMM20,0.231156243,0.151702405
VSIG10L,-0.228271184,0.151757342
KIAA0753,-0.144301435,0.151768676
NUBPL,0.13230178,0.151824065
KBTBD2,0.14988151,0.151824065
LIPG,-0.519439692,0.151824065
NBPF26,-0.348597489,0.151824065
LINC02470,-0.83443609,0.151829366
ICE2,0.176782656,0.151829366
ZNF22,0.182712287,0.151867077
DBNDD2,0.541554348,0.151868608
SMIM12,-0.110116484,0.151918691
ITGAV,0.215212119,0.151918691
EPHA10,-0.293192994,0.151918691
SIRT2,0.336911954,0.151979821
GOLPH3L,0.182065316,0.151981178
NQO2,-0.193184399,0.152081209
USP8,0.103108299,0.152091152
PPP1R3D,0.165901721,0.152146279
REPS2,0.187239117,0.152223935
TMEM71,-0.478426526,0.152330867
DCAF12,0.125491359,0.152330867
USP14,0.144499608,0.152330867
CSF2RB,-0.446219314,0.152330867
MIR636,-0.189891193,0.152330867
RASA4DP,-0.252668992,0.152330867
RNF141,0.281745964,0.152472841
ATF6,0.135929879,0.152525313
ZNF544,-0.104420128,0.152525313
SLC10A7,0.190921645,0.152525313
LGR5,0.641597164,0.152531666
RASGRP2,-0.269290653,0.152586141
PLEKHB2,0.190064946,0.152588107
LTC4S,-0.331722227,0.152588107
GPD2,0.15677238,0.152588107
ZIM2,-0.194990413,0.152588107
CENPX,0.177444134,0.152648526
SNORD115-37,-0.526362395,0.152656614
SLC6A6,-0.250719779,0.15291412
RPS2,0.2341232,0.153042117
SLC2A4,-0.425686417,0.153119113
DHX16,-0.12232629,0.153155092
RFX3-AS1,-0.34785933,0.153183604
GLCE,0.180067007,0.153386029
LOC727751,-0.331655902,0.153409034
MIR1304,0.234365955,0.153448509
NKIRAS1,0.205523328,0.153448509
HAVCR1,-0.408628674,0.153448509
ZNF107,0.194885221,0.153448509
DUSP1,-0.323605437,0.153448509
QSER1,0.143257432,0.153448509
CCDC173,0.256954083,0.153465837
COX16,0.197957136,0.153600172
FECH,0.126455578,0.153723567
TEN1-CDK3,-0.224470588,0.153791789
CAV1,0.487675803,0.153791789
AQR,0.112608787,0.153819094
MIR3648-1,-0.434478389,0.153819094
MIR3120,0.358706624,0.153819094
UBE2V2,0.2439199,0.153819094
RAB28,0.109800326,0.153940157
PRPS2,0.241857075,0.153998429
GASAL1,-0.339964821,0.153998429
PDP1,0.300738274,0.154050888
NEIL2,0.127408176,0.154099748
OSMR-AS1,-0.483142862,0.154190818
RNASEH2B,0.180647515,0.154254666
LOC100505716,0.824987356,0.154268227
ANTXR2,0.224913273,0.154294802
BOK,0.658680209,0.154294802
SORCS3,-0.171100581,0.154496299
C11orf58,0.183740394,0.154760185
RASSF3,0.187749424,0.154826169
LMTK3,-0.265330842,0.15490013
IL1RAPL1,0.207325958,0.155112673
ANKRD40,0.351343982,0.155180745
RABEP2,-0.218230122,0.155180745
THOC3,0.249575471,0.155180745
DPYSL4,-0.216565456,0.155207408
TMEM269,-0.393086872,0.155207408
CCDC122,0.385194479,0.155207408
WDR45,-0.115013342,0.155207408
TIAM2,0.285316768,0.155388106
TOR1AIP1,0.129307013,0.155388106
AHI1,-0.160509078,0.155396407
C5orf17,1.4889096,0.155502262
LIPH,0.447271787,0.155686923
C1GALT1C1,0.169467667,0.155905502
ZNF616,0.126448082,0.155905502
ZNF480,0.216049794,0.156019397
ZNF597,0.153949616,0.15606354
MC1R,-0.324370679,0.156102053
TMEM272,-0.254426698,0.156102572
NAPB,0.306791381,0.156122512
PSPH,0.189890196,0.156288691
KDSR,0.178129198,0.156310499
PCDHB14,-0.144683306,0.156383621
ABCD4,-0.266294181,0.156507861
LOC730183,-0.256675632,0.156507861
TUBGCP2,-0.117112228,0.156566772
UHRF1,0.426008325,0.156601137
LOC101929523,-0.234102223,0.156601137
RNF130,0.269609779,0.156601137
TOMM70,0.199107519,0.156764639
FBXO34,0.23433112,0.156906506
RAB6C,0.355091672,0.156906506
F5,0.537505951,0.15693804
GALNTL5,0.355465641,0.157006278
HHATL,0.411697155,0.157006278
TRMT12,0.12523908,0.157031738
TAB1,-0.176309623,0.157031738
MAT2A,0.188835876,0.157069055
TSPOAP1,-0.281566263,0.157193344
USP25,0.14231653,0.157195259
TMEM144,0.65417998,0.157436713
CPB2-AS1,0.407863004,0.157436713
ZBTB20,0.260293398,0.157436713
NSD1,0.08348621,0.157436713
DECR2,-0.18286815,0.157436713
ACP6,-0.192804908,0.157436713
LOC100129484,-0.251003347,0.157436713
MAL,0.574879041,0.157437451
TMEM50A,0.11982167,0.157437451
MTCH1,0.164170955,0.157581814
DDX10,0.103595775,0.157634892
MIR3687-1,-0.420477367,0.157748283
HSPG2,-0.380938529,0.157948443
KAZN,0.215938982,0.157948443
PPTC7,0.213108358,0.157948443
MRPL35,0.18965196,0.157948443
NFATC4,-0.278654733,0.157948443
ZBTB14,0.12430211,0.157993998
WASH5P,-0.396197467,0.157993998
SPHKAP,0.279994285,0.157993998
C19orf73,-0.228633001,0.158030133
CCDC152,0.229670208,0.158156962
MMD2,-0.28280333,0.158259186
ELAVL2,0.278793582,0.158288141
PARM1,0.304405933,0.158288141
TPMT,0.209902319,0.158473172
TPCN1,-0.203218243,0.158473172
SCN11A,-0.254439168,0.158473172
CRHBP,-0.407358868,0.158508803
LHFPL2,0.281098562,0.158524093
RFESD,0.215722723,0.158524093
IRF6,-0.422741651,0.158593449
CREG2,0.330265384,0.15861275
IPCEF1,0.292963949,0.15861275
RDX,0.328831881,0.158724539
VSIG1,-0.315815704,0.158940185
ANP32B,0.411649663,0.159103583
ZNF844,0.224632795,0.159167446
PCDHA1,-0.267228894,0.159167446
XKR6,-0.207023814,0.159181674
SS18L2,0.192113052,0.15922134
GIMAP8,-0.328430178,0.15922134
VPS29,0.15855047,0.159277089
FAM27E2,-0.451370815,0.159299101
CHL1,0.236007093,0.159490152
PARP3,-0.167714829,0.159620521
B3GALT2,0.283139731,0.159633325
FAM149B1,0.169399617,0.159659116
MMP15,-0.220220675,0.159749552
LOC100129617,-0.388935189,0.159755
LINC01250,-0.341779022,0.159777639
SNORD59A,-0.279037164,0.159777639
RBKS,-0.196389946,0.159824791
ZNF350,0.164299591,0.159832283
RABGAP1L,0.160192018,0.16003317
MGAT4B,-0.162757392,0.160143511
LINC01461,-0.271360383,0.160195741
GOLGB1,0.115795889,0.160196016
LINC01719,-0.171500703,0.160260634
P4HA1,0.366246378,0.160318531
NBPF25P,-0.222046382,0.160456682
AKIRIN1,0.095448065,0.160456682
NSFP1,0.275889237,0.160456682
ACER2,-0.231135901,0.160456682
CYP4F3,0.743668933,0.160456682
VASH1-AS1,-0.161759941,0.160545887
ZNF18,-0.145036434,0.160627024
PRR14,-0.178439753,0.160695817
TARS,0.190998601,0.160695817
EIF2B4,-0.100891592,0.160695817
CABLES2,-0.189755262,0.160716195
SNHG8,0.236987654,0.16074231
SNORD115-10,-0.410295642,0.16074231
SLC43A1,-0.333474986,0.16074231
VMA21,0.189392774,0.16074231
ENTPD1,-0.204164141,0.160885256
MRPS35,0.158860022,0.161020942
RSRP1,-0.162695914,0.161020942
PFDN4,0.230218474,0.161020942
NEK7,0.310180682,0.161044911
ZNF488,0.344661952,0.161230516
SNRNP200,-0.080882215,0.161337879
BVES,0.493027904,0.161338388
BZW1,0.172675675,0.161463398
TATDN1,0.147449648,0.161463398
BAG4,0.220481129,0.161635585
C6orf223,-0.514570926,0.161635585
RIPOR1,-0.180305654,0.161660219
TLR4,0.312858117,0.161660219
HDLBP,0.09501571,0.161660219
HHLA3,0.19638329,0.161695792
SLC22A4,-0.23068027,0.161813209
LINC01963,0.217236145,0.161813209
GRM3,0.228288875,0.161817361
AGAP5,-0.247387866,0.161817361
XPO4,0.126284149,0.161817361
ENG,-0.395785079,0.16187146
SNX6,0.249896049,0.161888443
LPIN3,-0.388191725,0.161906485
FANCE,-0.181080221,0.162025126
ATP6V1C1,0.234247929,0.162150025
SLC2A13,0.314530866,0.162173181
PLPP2,0.629313073,0.162218226
BTC,0.282087579,0.162228497
ERCC8,0.136409602,0.162228497
KCNJ2,0.403910794,0.162236428
CSNK2A1,0.090715404,0.162236428
GRM4,-0.269437748,0.162448595
DRICH1,-0.384424328,0.16252865
BTF3L4,0.174278372,0.162549701
PENK,-0.43096667,0.162549701
PLD1,0.513453888,0.162587628
ARID3A,-0.238628181,0.162762652
ZNF574,-0.146457087,0.162765188
LOC158435,-0.431543677,0.162765188
KLRC3,-0.336808045,0.162765188
MAPK11,-0.236865272,0.162770406
WDR3,0.140078229,0.162834468
MAPKAPK5,-0.078436462,0.162834468
LINC00595,-0.335428513,0.162834468
TMEM267,0.180115275,0.162855567
OSGEPL1,0.160461133,0.162855567
RNF167,0.128514329,0.162855567
MFAP3,0.150734593,0.162855567
ZBTB24,0.111002277,0.162855567
MAP3K14-AS1,-0.3250604,0.162855567
AHRR,-0.189456719,0.162855567
TAF1,-0.106823689,0.162855567
NR3C1,0.164243622,0.162855567
HNRNPH2,0.165600773,0.162855567
BLID,0.447177086,0.162855567
TRAF3IP2,-0.284909406,0.162855567
OAS2,-0.354551911,0.162859969
RTRAF,0.173039315,0.162891114
DZANK1,-0.153959971,0.16291255
ZNF627,0.170775646,0.16291255
PHF7,-0.188762324,0.16291255
SUZ12,0.120135438,0.162912854
GSTM1,-1.123332413,0.162912854
CYB5B,0.143406501,0.162925402
ZNF287,0.149721162,0.162927223
TRIM66,-0.186602458,0.162952452
AGBL1,-0.348947718,0.162952452
NDUFB5,0.233998874,0.162952452
TSC1,-0.093762693,0.162990663
TSC22D1-AS1,-0.225254186,0.163025967
CHST12,-0.143830946,0.163050957
WNT5A,0.189653661,0.163050957
RPS29,0.198184658,0.163050957
VIM-AS1,-0.404550915,0.163153236
FOXO1,0.232895192,0.163167176
CASP4,-0.412851994,0.163238636
AMH,-0.474697377,0.163268926
CSNK2A2,0.093443268,0.163268926
PCDH10,0.139731622,0.163303088
SPTBN4,-0.250762506,0.163391849
TUBA1B,0.220002024,0.163391849
CYYR1-AS1,0.307752994,0.163391849
ITGB1BP1,0.118449465,0.163391849
MAPRE1,0.131264628,0.163401017
MYBL1,0.256940884,0.163600662
DCBLD2,0.153791291,0.164371379
LRRN3,0.257479679,0.164416635
NSUN6,-0.12310776,0.164416635
UBE2D2,0.133838352,0.164416635
SH2B2,-0.262449051,0.164416635
LYPD1,-0.257685495,0.164468651
MCF2,0.266419919,0.164468651
BTBD10,0.19017323,0.164468651
FIGN,0.158449118,0.164514422
TMEM155,0.342344231,0.164514422
XK,0.2662545,0.164514422
WDR54,-0.230358727,0.164514422
USP43,-0.276918486,0.164531395
NFIA,0.197942314,0.164755655
ZC3H11A,0.131747395,0.164755655
SNORA3B,-0.294531718,0.164791292
TMEM215,-0.530264983,0.164803116
IREB2,0.150872468,0.164860274
NUDT16P1,-0.35205756,0.164917461
WDR7,0.132716479,0.164917461
NCAM1,0.128369721,0.16493351
BLOC1S2,0.177852751,0.16493351
TGM2,-0.473714022,0.16493351
FAM91A1,0.157047232,0.16493351
GRIN2C,-0.26089968,0.164966361
ARHGEF34P,-0.534124036,0.165082892
TMEM65,0.225474275,0.165223162
SOD2,0.242302615,0.165352027
AOC3,-0.386541929,0.165372936
APLP1,0.292149008,0.165755729
RAD52,-0.268646223,0.165816651
ENTPD4,0.135836272,0.165886667
FBRSL1,-0.189785311,0.16590046
MAMLD1,-0.168122561,0.165915012
PSMD12,0.216683041,0.165915012
C18orf54,0.337773887,0.165936135
HBP1,0.22513022,0.16613938
ATRNL1,0.31515593,0.166193655
BCL10,0.107680729,0.166193655
NOX4,0.258349397,0.166220916
SRRM1,-0.123712255,0.166220916
LRRN4CL,-0.417426242,0.166220916
LPAR1,0.55335142,0.166220916
ADORA2B,-0.269258083,0.166220916
S100A1,0.244974852,0.166220916
CTHRC1,-0.293271907,0.166220916
ZNF565,0.189682938,0.166231291
SAT1,-0.238127866,0.166446508
ZNF16,0.109586196,0.166446508
PIN4,0.160461648,0.166553959
PPRC1,-0.16437523,0.166588023
DPM1,0.150406402,0.16661726
DDX60L,-0.26335014,0.166625111
DENND1B,0.193598344,0.166659754
GTF2F2,0.161550103,0.166702991
ZNF800,0.140820461,0.16680096
LOC645166,-0.289340469,0.166929737
CPA2,-0.690486988,0.166929737
CNGA3,-0.360121753,0.166929737
POGZ,-0.111166528,0.166929737
C3orf33,0.14166129,0.166964925
YY2,-0.20408445,0.166964925
TOX2,-0.265822647,0.167052654
GRIA3,0.186498802,0.167052654
UBA6,0.160242705,0.167179881
MFSD6,0.166279705,0.167179881
NUDT12,0.231372042,0.167252907
GALNT6,0.567390635,0.167288894
TRAM1,0.178516604,0.167300487
FAM173B,0.239861631,0.167300487
DHX29,0.117766379,0.167515386
CR2,-0.61255706,0.167532724
SUDS3,0.105453485,0.167737803
RPSAP9,-0.294059217,0.167771768
CCND2,0.160723988,0.167841884
ACADM,0.130305877,0.167864764
A2M-AS1,0.19128902,0.167866453
PAQR8,0.326174536,0.167948177
PRRC2C,-0.077319352,0.167948177
LOC100130373,-0.265419738,0.167948177
SNORD114-5,0.407899887,0.16815595
SAAL1,-0.124438833,0.168169968
ATG2B,0.103662081,0.168367258
LMO1,-0.302847368,0.168367258
EVI2A,0.648197521,0.1683707
LIN7A,0.283402666,0.168371918
MFSD11,-0.098334606,0.168405751
ARFRP1,-0.129367249,0.168521351
PI4KAP1,-0.454894988,0.168725245
B3GNTL1,-0.246445765,0.168725245
MRM1,-0.205682319,0.168725245
MREG,0.202041573,0.168767825
CPSF6,0.127845733,0.169039489
FRMD4A,-0.14225163,0.169076317
GCN1,-0.134922664,0.169082569
IFRD1,0.201761889,0.169172789
ZNF100,0.224401409,0.169198232
GDAP2,0.103710367,0.169200507
GMEB2,-0.149971452,0.169200507
CD2BP2,0.111049204,0.169200507
KTI12,-0.12901725,0.169288143
GDA,0.314086782,0.169378224
RAVER1,-0.17389981,0.169647072
ANXA1,0.505985999,0.169686609
NEURL2,-0.186210455,0.169778199
SH3BP5-AS1,-0.242289468,0.169778199
MIR8058,-0.429861881,0.169796587
SAMD10,-0.251203877,0.169796587
AP3S2,0.074141189,0.169889182
MTBP,-0.211463056,0.169925971
PISD,-0.175947872,0.1699263
SUMO2,0.162263558,0.1699263
ATP6V1G2,0.25061952,0.1699263
PDE12,0.109012835,0.170011347
PRKD2,-0.268334539,0.170056481
GABRA2,0.270862663,0.170071756
NDUFS1,0.154691244,0.17008756
PJVK,-0.178562486,0.170103312
PRCP,0.175761914,0.170103312
ZNF33BP1,-0.34786693,0.170427473
