"Gene_Symbol","Entrez"
"IMMP1L","196294"
"BORCS5","118426"
"SAMD9L","219285"
"POU2F1","5451"
"NBEAL1","65065"
"PCDHGA2","56113"
"DNAJC1","64215"
"DENND6A","201627"
"CYTL1","54360"
"CHMP7","91782"
"GLCCI1","113263"
"RBM15B","29890"
"CHEK1","1111"
"EEF1AKMT1","221143"
"NUB1","51667"
"COL10A1","1300"
"SLC41A3","54946"
"PKM","5315"
"BZW2","28969"
"ZNF776","284309"
"MARK1","4139"
"XRN2","22803"
"PCLO","27445"
"SEL1L3","23231"
"DHX32","55760"
"RIPPLY2","134701"
"SNORD21","6083"
"ZNF284","342909"
"ANAPC15","25906"
"WSB1","26118"
"RNF214","257160"
"MAPK8IP1","9479"
"TENM1","10178"
"MYO1B","4430"
"NME3","4832"
"EPN2","22905"
"PUDP","8226"
"OR14I1","401994"
"MACC1","346389"
"SLC30A7","148867"
"LONP2","83752"
"CHEK2","11200"
"BCDIN3D","144233"
"NR1H3","10062"
"FGF20","26281"
"UBR2","23304"
"TRMT9B","57604"
"SBDSP1","155370"
"GABBR2","9568"
"HOMEZ","57594"
"ZFAS1","441951"
"KCNMB2-AS1","104797538"
"ADAMTS9-AS1","101929335"
"GPX4","2879"
"NIPSNAP1","8508"
"HEPACAM","220296"
"NDUFV2-AS1","101927275"
"PRIM2","5558"
"ZNF524","147807"
"FZD8","8325"
"ASAP1","50807"
"C15orf62","643338"
"INAFM2","100505573"
"FOXP1","27086"
"CLIP2","7461"
"FAM120AOS","158293"
"NHLRC3","387921"
"PURG","29942"
"NDUFS7","374291"
"CYP26C1","340665"
"ZNF57","126295"
"VPS26B","112936"
"DPY19L2P2","349152"
"LAMTOR4","389541"
"CA13","377677"
"PARN","5073"
"RUFY2","55680"
"NUMB","8650"
"FEM1A","55527"
"NDUFB2","4708"
"LARGE1","9215"
"HADH","3033"
"PNOC","5368"
"GIPC1","10755"
"UBE2M","9040"
"RHPN1-AS1","78998"
"PNPO","55163"
"TLNRD1","59274"
"PDPK1","5170"
"VASH2","79805"
"LRRN1","57633"
"RHOBTB1","9886"
"HUWE1","10075"
"UCP2","7351"
"PHLDB1","23187"
"CNTD1","124817"
"MIR548N","100302152"
"CCT6P3","643180"
"RGMB","285704"
"FADS2","9415"
"FEZF2","55079"
"GLT8D1","55830"
"NOS1","4842"
"BMS1","9790"
"UBE2D4","51619"
"KCNIP4","80333"
"MTCH2","23788"
"MTMR12","54545"
"ST3GAL6","10402"
"CCNT2-AS1","100129961"
"USP39","10713"
"TOX3","27324"
"BRPF3","27154"
"AGO3","192669"
"PRR4","11272"
"CAMTA2","23125"
"ADAMTS4","9507"
"THAP7-AS1","439931"
"ZNF669","79862"
"ERICH2","285141"
"TRPC4","7223"
"SENP3","26168"
"MIR3117","100422871"
"ZCCHC9","84240"
"GAPVD1","26130"
"SMIM10L2B","644596"
"PRR7-AS1","340037"
"ZNF506","440515"
"GTF2H3","2967"
"DCTN1-AS1","100189589"
"TATDN3","128387"
"WSCD2","9671"
"NIM1K","167359"
"GJD4","219770"
"HCRTR2","3062"
"DDIT3","1649"
"NAA25","80018"
"FAM3A","60343"
"TMX2","51075"
"SLC39A4","55630"
"ATP5MC1","516"
"FCGR3B","2215"
"PRKCG","5582"
"ABHD15","116236"
"BAP1","8314"
"IDI2-AS1","55853"
"SNORD116-27","100033439"
"SMIM32","389332"
"SYNC","81493"
"C2orf15","150590"
"NDUFAF3","25915"
"AGAP3","116988"
"AKR1A1","10327"
"PROS1","5627"
"ADAMTS3","9508"
"LINC01725","101927587"
"ZNF211","10520"
"CADM1","23705"
"FOCAD","54914"
"CNOT11","55571"
"ZFC3H1","196441"
"ABCC4","10257"
"NUTM2D","728130"
"ZNF664-RFLNA","100533183"
"EHHADH","1962"
"TRAPPC11","60684"
"ZNF391","346157"
"MIR3618","100500860"
"CCDC124","115098"
"RGS9BP","388531"
"MNS1","55329"
"CEP104","9731"
"MIR5572","100847042"
"SGK2","10110"
"MIR564","693149"
"CISD3","284106"
"HS6ST3","266722"
"NXPH1","30010"
"ZNF660","285349"
"EBI3","10148"
"DPEP2","64174"
"ZBTB37","84614"
"HTD2","109703458"
"DCTN3","11258"
"ERAP2","64167"
"ARHGAP30","257106"
"NT5C3A","51251"
"DDX49","54555"
"WWC2","80014"
"RHEBL1","121268"
"IP6K2","51447"
"WRNIP1","56897"
"ZNF558","148156"
"PPARGC1A","10891"
"OXNAD1","92106"
"KDM5B","10765"
"PUS10","150962"
"RAD21-AS1","644660"
"SLITRK1","114798"
"LY6E-DT","100133669"
"DDX59","83479"
"EPB41L1","2036"
"SNORD63","26785"
"RIMS2","9699"
"PPP2R5D","5528"
"SRSF3","6428"
"LINC01128","643837"
"KCNK12","56660"
"ZNF831","128611"
"CEP68","23177"
"CKLF","51192"
"OGFOD1","55239"
"IGSF8","93185"
"PGBD5","79605"
"MIR128-2","406916"
"HTRA2","27429"
"RNASEH1","246243"
"SLC35B2","347734"
"TBC1D7","51256"
"EDRF1","26098"
"CERS4","79603"
"EFCAB2","84288"
"ASAH2B","653308"
"NMI","9111"
"FBXO38","81545"
"WBP2","23558"
"PIGT","51604"
"CD300LF","146722"
"RAPH1","65059"
"EIF2AK4","440275"
"SUPT7L","9913"
"RS1","6247"
"ZNF174","7727"
"ZNF385D","79750"
"ZKSCAN2","342357"
"KCNIP4-IT1","359822"
"KMT5A","387893"
"LOC105371038","105371038"
"SELENOS","55829"
"BAD","572"
"SLC39A8","64116"
"TNRC6B","23112"
"C5","727"
"TCF19","6941"
"RSPH3","83861"
"DNAH8","1769"
"POP7","10248"
"CA7","766"
"BFAR","51283"
"NKX1-2","390010"
"SORD","6652"
"ATP5F1A","498"
"ATP5MF-PTCD1","100526740"
"SPPL2A","84888"
"FOSB","2354"
"LMNA","4000"
"ZFAND3","60685"
"PIK3C2B","5287"
"PC","5091"
"HS6ST1","9394"
"LINC00882","100302640"
"NAA38","84316"
"GNB5","10681"
"RPH3A","22895"
"CCDC167","154467"
"PPME1","51400"
"IRS2","8660"
"LRIG2","9860"
"TMIGD2","126259"
"NKX3-1","4824"
"RRP36","88745"
"SLC15A3","51296"
"CHSY3","337876"
"MASCRNA","109136578"
"MCM8","84515"
"SEC23A-AS1","105370458"
"IRAK4","51135"
"HIGD2A","192286"
"ZNF823","55552"
"ZSCAN22","342945"
"KIAA1755","85449"
"FCF1P2","101060195"
"C17orf58","284018"
"TLR1","7096"
"MYL12A","10627"
"ZNF576","79177"
"POGLUT1","56983"
"SPATA17","128153"
"GPCPD1","56261"
"TUBA1C","84790"
"MED13L","23389"
"WHAMM","123720"
"KDELR2","11014"
"KDM4D","55693"
"ANKRD6","22881"
"CBX4","8535"
"CCDC14","64770"
"FTSJ1","24140"
"ST8SIA6","338596"
"LINC01473","101927217"
"BLOC1S4","55330"
"ZBTB22","9278"
"SASH3","54440"
"PRPH2","5961"
"ADCY1","107"
"LSM10","84967"
"FRG1","2483"
"TMEM177","80775"
"PDE1B","5153"
"SIGLEC1","6614"
"CRELD1","78987"
"JMJD1C","221037"
"NFU1","27247"
"DCP1A","55802"
"MCRIP1","348262"
"SATL1","340562"
"GPR160","26996"
"MIR1292","100302138"
"OSBPL6","114880"
"BOD1L1","259282"
"TRIL","9865"
"UGGT2","55757"
"TRIM52-AS1","100507602"
"ADAM23","8745"
"CFAP54","144535"
"SBF1","6305"
"FBXL15","79176"
"ABT1","29777"
"ADAMTS5","11096"
"WSCD1","23302"
"FAM114A2","10827"
"CPQ","10404"
"AZIN2","113451"
"ATXN1L","342371"
"PKP1","5317"
"RPP25L","138716"
"WEE1","7465"
"LINC00942","100292680"
"ARMCX1","51309"
"VPS37D","155382"
"SEC61B","10952"
"EAF2","55840"
"MIR497HG","100506755"
"HEATR1","55127"
"EPG5","57724"
"CES1","1066"
"FAM185A","222234"
"RBMX","27316"
"RTN4R","65078"
"TBC1D10B","26000"
"SNORA94","106635528"
"MTSS1","9788"
"CDCA5","113130"
"XKR8","55113"
"DENND4C","55667"
"YBEY","54059"
"DYNLRB1","83658"
"IRF3","3661"
"SPIN3","169981"
"PNISR","25957"
"CHD3","1107"
"PDRG1","81572"
"CC2D2B","387707"
"RAB5C","5878"
"LOC729683","729683"
"NDUFA2","4695"
"HGD","3081"
"TNFSF12","8742"
"ANO10","55129"
"PPIB","5479"
"ZFP69","339559"
"MRPL52","122704"
"SNORD114-12","767590"
"CDCP1","64866"
"HSPB2-C11orf52","100528019"
"TTC7B","145567"
"LOC646903","646903"
"MCM4","4173"
"KHK","3795"
"ULBP3","79465"
"SNORD114-7","767583"
"MRPL11","65003"
"LRRTM4","80059"
"LGALS3BP","3959"
"DOCK2","1794"
"TBC1D32","221322"
"TEX9","374618"
"EMC10","284361"
"DOK5","55816"
"TMEM132D","121256"
"FYB2","199920"
"PSMG3","84262"
"TMEM185B","79134"
"SCFD2","152579"
"PSMD13","5719"
"MICU2","221154"
"FUT10","84750"
"MDH2","4191"
"FAM72B","653820"
"TRAPPC2L","51693"
"C1orf122","127687"
"AQP11","282679"
"SFRP2","6423"
"RAPGEF6","51735"
"SYCE1L","100130958"
"SH2D4A","63898"
"LRRIQ3","127255"
"RARS2","57038"
"INTS8","55656"
"WDR70","55100"
"PACS2","23241"
"PAAF1","80227"
"BIN2","51411"
"ST7","7982"
"CCDC177","56936"
"NETO2","81831"
"AAMP","14"
"LOC100289230","100289230"
"PTPN14","5784"
"PDIA3P1","171423"
"ZNF703","80139"
"NFKB1","4790"
"GNA12","2768"
"C16orf95","100506581"
"PDXP","57026"
"ABHD4","63874"
"UTP15","84135"
"YRDC","79693"
"LINC00506","100846978"
"KCNA1","3736"
"BIRC6","57448"
"TSTD2","158427"
"SNORD115-40","100033814"
"PPM1G","5496"
"CACNA1E","777"
"CD36","948"
"SPPL3","121665"
"ZHX3","23051"
"CENPK","64105"
"ZNF300","91975"
"PDE4DIP","9659"
"ZNF428","126299"
"ERG28","11161"
"ANKEF1","63926"
"ABLIM1","3983"
"SCYL1","57410"
"LOC100507053","100507053"
"RNF26","79102"
"FAM53C","51307"
"PDCD2L","84306"
"NAPSA","9476"
"DTL","51514"
"RITA1","84934"
"ZNF83","55769"
"ZNF816-ZNF321P","100529240"
"HMGN1","3150"
"SNORA103","106635533"
"POLR2F","5435"
"C17orf100","388327"
"ZNF195","7748"
"CHRNA1","1134"
"GEMIN8P4","492303"
"ACOT9","23597"
"TANGO6","79613"
"PAFAH1B3","5050"
"LINC01503","100506119"
"MIR27B","407019"
"TSTD1","100131187"
"PABPC1L2B","645974"
"CEP290","80184"
"TFG","10342"
"HS1BP3","64342"
"OST4","100128731"
"RABAC1","10567"
"ZNF431","170959"
"LMO7","4008"
"NOVA2","4858"
"RPLP0P2","113157"
"RBM12","10137"
"ATG16L1","55054"
"FAF2","23197"
"GATAD2B","57459"
"ATP5F1D","513"
"SEC24A","10802"
"KMT2E","55904"
"CACNA1F","778"
"IFT74","80173"
"ROBO1","6091"
"ADNP2","22850"
"RGMA","56963"
"GABRD","2563"
"ZNF528","84436"
"CIB2","10518"
"HEG1","57493"
"NUP133","55746"
"MRPS15","64960"
"SYPL2","284612"
"LINC02003","146795"
"NF2","4771"
"TRUB2","26995"
"DMTF1","9988"
"ZNF280C","55609"
"VIP","7432"
"SLC44A5","204962"
"PKHD1","5314"
"RNF181","51255"
"YPEL3","83719"
"IRF2BPL","64207"
"RNF5P1","286140"
"LYRM4","57128"
"SLC3A1","6519"
"FIP1L1","81608"
"NDUFAB1","4706"
"TLR9","54106"
"TXN","7295"
"DDX20","11218"
"CD33","945"
"CPNE3","8895"
"MPRIP","23164"
"ZDHHC14","79683"
"CDH1","999"
"LINC00630","100287765"
"ABHD12B","145447"
"LINC02226","729506"
"PRELID2","153768"
"UBE2F","140739"
"C1orf174","339448"
"TMEM53","79639"
"PPP2R2D","55844"
"OCEL1","79629"
"FHL2","2274"
"ZNF416","55659"
"CCDC82","79780"
"ADAM17","6868"
"MIR3940","100500888"
"ZNF672","79894"
"NOS1AP","9722"
"OPN4","94233"
"COPG2","26958"
"BICRAL","23506"
"DCAF1","9730"
"CCNO","10309"
"NUP62","23636"
"MIR4700","100616329"
"SH2D5","400745"
"DIO3","1735"
"SGF29","112869"
"ATP10B","23120"
"MED10","84246"
"AKIP1","56672"
"NMT2","9397"
"EEF1AKMT2","399818"
"SEMA5A","9037"
"COPS7A","50813"
"TBC1D25","4943"
"ST3GAL2","6483"
"ANKRD65","441869"
"DDX11L2","84771"
"AHNAK2","113146"
"EPHB6","2051"
"BYSL","705"
"ATP5MC2","517"
"ZNF383","163087"
"HNRNPUL2-BSCL2","100534595"
"FBXL22","283807"
"FRG1DP","102723316"
"RNF114","55905"
"CDK13","8621"
"TIGD3","220359"
"PIGU","128869"
"AATK","9625"
"BOP1","23246"
"CCDC54","84692"
"SPCS1","28972"
"CCDC149","91050"
"TSPO","706"
"PRR11","55771"
"BBS2","583"
"MESP1","55897"
"ERCC6","2074"
"SYNPO","11346"
"MSC","9242"
"BCL11A","53335"
"TSTD3","100130890"
"NECTIN1","5818"
"NPPA-AS1","100379251"
"FZD2","2535"
"TNFSF4","7292"
"TSPAN14","81619"
"TAOK3","51347"
"MMAB","326625"
"DIRAS1","148252"
"DHX33","56919"
"FMN2","56776"
"RNF128","79589"
"LOC145474","145474"
"NKAP","79576"
"MRE11","4361"
"UBE3B","89910"
"CLDN15","24146"
"FAM174B","400451"
"ISCA2","122961"
"USP51","158880"
"NOM1","64434"
"EGLN3","112399"
"IER5","51278"
"TTC14","151613"
"KIAA1671","85379"
"MIR3657","100500889"
"MIR5687","100847019"
"KIAA0586","9786"
"SVEP1","79987"
"APMAP","57136"
"SPG11","80208"
"NDUFB9","4715"
"UBAC2-AS1","100289373"
"UBAC2","337867"
"RNFT2","84900"
"PABPC1L2A","340529"
"CDK4","1019"
"ZNF581","51545"
"RNF208","727800"
"TBR1","10716"
"KHDC1","80759"
"TMEM25","84866"
"SEC31A","22872"
"CPXM1","56265"
"TYROBP","7305"
"HSPBP1","23640"
"RAB15","376267"
"TSGA13","114960"
"SP7","121340"
"SOBP","55084"
"PAN3-AS1","100288730"
"GTPBP6","8225"
"COA1","55744"
"CCDC138","165055"
"CDIPT","10423"
"SGPL1","8879"
"SOX4","6659"
"VCP","7415"
"ATP5MC3","518"
"ZNF833P","401898"
"NUP35","129401"
"NTHL1","4913"
"NIPSNAP3B","55335"
"SRM","6723"
"USH2A","7399"
"FAM76A","199870"
"CPSF3","51692"
"LINC00845","100507058"
"CD2AP","23607"
"GTF2IP12","101926918"
"PALB2","79728"
"GJA5","2702"
"GPR137","56834"
"FAM184A","79632"
"RCAN3","11123"
"TMEM185A","84548"
"CTSV","1515"
"CRCP","27297"
"PLAGL1","5325"
"SNIP1","79753"
"TRIM68","55128"
"CUTA","51596"
"ATG9A","79065"
"OXSM","54995"
"PYDC1","260434"
"TPRG1","285386"
"SYN1","6853"
"CRLF3","51379"
"YIF1B","90522"
"RWDD2A","112611"
"WDTC1","23038"
"PAXX","286257"
"RTL5","340526"
"ST7L","54879"
"UNC13A","23025"
"VAV3","10451"
"ZNF236","7776"
"MAP10","54627"
"PGPEP1","54858"
"LINC00941","100287314"
"TTLL1","25809"
"MIR4687","100616453"
"YPEL4","219539"
"GCNT1","2650"
"GREM2","64388"
"GABRB1","2560"
"AGPAT3","56894"
"SIAE","54414"
"TMEM229B","161145"
"ABCB10","23456"
"LOC101929473","101929473"
"U2AF2","11338"
"MAP2K2","5605"
"BCO2","83875"
"CTDSP2","10106"
"ZNF354A","6940"
"PCDHA7","56141"
"RPUSD2","27079"
"NRSN2-AS1","100507459"
"LINC00327","100506697"
"RNASEH2C","84153"
"TMCO3","55002"
"SPRY1","10252"
"AXL","558"
"AADAT","51166"
"ARL4D","379"
"PKIB","5570"
"PSORS1C1","170679"
"PREB","10113"
"MYO16","23026"
"NDUFS6","4726"
"NANOS3","342977"
"PRKCQ-AS1","439949"
"CS","1431"
"ELP2","55250"
"ZNF557","79230"
"TECR","9524"
"ARHGDIG","398"
"TPGS1","91978"
"LINC00398","100874158"
"LPXN","9404"
"TMEM158","25907"
"LOC105375690","105375690"
"GAD1","2571"
"FGL2","10875"
"PTHLH","5744"
"PKD2","5311"
"PWP2","5822"
"POMGNT2","84892"
"ARRB1","408"
"CFAP20","29105"
"SLC25A17","10478"
"STEAP1","26872"
"MIR4737","100616210"
"CENPC","1060"
"VASH1","22846"
"LOC101927164","101927164"
"MIR921","100126349"
"MCPH1","79648"
"PRSS35","167681"
"TNPO2","30000"
"PTPRR","5801"
"RBMX2","51634"
"LINC00571","100874188"
"C1R","715"
"TRIM69","140691"
"LRRC20","55222"
"BCDIN3D-AS1","100286844"
"BEX2","84707"
"ZNF285","26974"
"MBD2","8932"
"USH1C","10083"
"CDHR1","92211"
"LINC01193","348120"
"SUSD4","55061"
"PLPPR1","54886"
"HELQ","113510"
"BHMT2","23743"
"SOX21","11166"
"SIPA1","6494"
"POMGNT1","55624"
"ISOC2","79763"
"SNORA50A","677830"
"MIR181A1HG","100131234"
"FCHSD2","9873"
"PTPRQ","374462"
"RAB1B","81876"
"ZFAND4","93550"
"EPHA1-AS1","285965"
"CLIC6","54102"
"SLC38A6","145389"
"BIVM-ERCC5","100533467"
"C1QTNF4","114900"
"FUT1","2523"
"TLR2","7097"
"DYRK3","8444"
"FSBP","100861412"
"PPP1CA","5499"
"FAM47E-STBD1","100631383"
"CDC42BPB","9578"
"FAM218A","152756"
"ILVBL","10994"
"NCOR1","9611"
"NR1H2","7376"
"EMC1","23065"
"PLCD1","5333"
"CDC23","8697"
"HCFC1R1","54985"
"CRYL1","51084"
"IMPG2","50939"
"PRRT1","80863"
"CSGALNACT1","55790"
"POU3F4","5456"
"NDEL1","81565"
"LATS1","9113"
"KMT2E-AS1","100216545"
"LINC01361","101927498"
"CPEB1","64506"
"ARMCX5","64860"
"PDE7A","5150"
"MANBAL","63905"
"NUDT16L1","84309"
"DIP2C","22982"
"PUM3","9933"
"ARGLU1","55082"
"FIZ1","84922"
"CEP83","51134"
"CELF4","56853"
"TOGARAM2","165186"
"ZNF621","285268"
"CAPZB","832"
"MIR1178","100302274"
"PYCARD","29108"
"SNORD114-10","767588"
"KCTD13","253980"
"MTCP1","4515"
"IP6K1","9807"
"RUVBL2","10856"
"MTA3","57504"
"MACROD2-IT1","140848"
"RAB4B-EGLN2","100529264"
"INSM1","3642"
"MAPK13","5603"
"GOLGA8O","728047"
"LRRC28","123355"
"ZNF37A","7587"
"IFIH1","64135"
"EID2","163126"
"ALS2","57679"
"ANKRD10","55608"
"CLP1","10978"
"ACKR1","2532"
"LOC105370586","105370586"
"HHAT","55733"
"PXDC1","221749"
"ZNF283","284349"
"TMEM116","89894"
"PIR-FIGF","100532742"
"SNORD113-4","767564"
"MRPL53","116540"
"SNORD12","692057"
"SCG3","29106"
"EBPL","84650"
"FAM47E","100129583"
"LINC01562","105378716"
"CXCL5","6374"
"NELFB","25920"
"ZFYVE1","53349"
"YTHDC2","64848"
"GLRX3","10539"
"MIR591","693176"
"COMMD9","29099"
"CAMSAP1","157922"
"HERPUD2","64224"
"ERC2","26059"
"IST1","9798"
"DUSP28","285193"
"PRR25","388199"
"DLX6-AS1","285987"
"FBXO41","150726"
"ZNF248","57209"
"TMED4","222068"
"GSTCD","79807"
"PANK2","80025"
"TCOF1","6949"
"SNORD114-18","767596"
"HCG18","414777"
"IPO9","55705"
"LINC02035","100129550"
"L3HYPDH","112849"
"MAGOHB","55110"
"GALNT10","55568"
"SERPINF2","5345"
"SNORD113-1","767561"
"PPM1M","132160"
"ZNF317","57693"
"CCNYL1","151195"
"SLC9A7P1","121456"
"SCYL3","57147"
"DDIAS","220042"
"TRDMT1","1787"
"WBP1L","54838"
"BTG1","694"
"UBE3D","90025"
"EGLN2","112398"
"IKZF1","10320"
"AQP4-AS1","147429"
"TAF11","6882"
"FNDC4","64838"
"SLC7A6OS","84138"
"CCDC137","339230"
"FRMPD3","84443"
"WDR53","348793"
"FBXL19","54620"
"CHCHD5","84269"
"TAF7L","54457"
"PRKN","5071"
"IQCH-AS1","100506686"
"SNX29","92017"
"GABRR2","2570"
"VTI1A","143187"
"MIR600","693185"
"C15orf61","145853"
"C19orf25","148223"
"SUGT1P3","283507"
"TRIM39-RPP21","202658"
"LMO7DN-IT1","104326189"
"CDCA7","83879"
"PTER","9317"
"LGALS9","3965"
"EFHD2","79180"
"LOC100134868","100134868"
"TMEM176A","55365"
"EFNB3","1949"
"PROSER1","80209"
"ZCCHC4","29063"
"DROSHA","29102"
"C11orf68","83638"
"CBLN4","140689"
"LOC441666","441666"
"ZNF625","90589"
"LMTK2","22853"
"PRMT9","90826"
"FXYD1","5348"
"ZDHHC5","25921"
"NDUFAF8","284184"
"C19orf38","255809"
"WDR17","116966"
"C8orf48","157773"
"NLGN4X","57502"
"ZNF93","81931"
"NOL10","79954"
"ZNF502","91392"
"IL17RA","23765"
"ZSCAN21","7589"
"KATNBL1","79768"
"PYCR1","5831"
"SCGB1B2P","643719"
"C1orf74","148304"
"PPP6R1","22870"
"MIR1181","100302213"
"EPB41L4B","54566"
"LRBA","987"
"ITGAM","3684"
"OXSR1","9943"
"SCAMP3","10067"
"PIK3AP1","118788"
"SV2A","9900"
"OGT","8473"
"ZKSCAN8","7745"
"BRD3OS","266655"
"NSFL1C","55968"
"LOC101929710","101929710"
"ZNF433","163059"
"UBE2L6","9246"
"CELF2","10659"
"CHMP2A","27243"
"HECW1","23072"
"RAMP2-AS1","100190938"
"SMIM7","79086"
"NCOA5","57727"
"KCNG3","170850"
"ACOT8","10005"
"LINC02263","105377390"
"STK26","51765"
"PRH1-TAS2R14","106707243"
"CCDC51","79714"
"MRPS5","64969"
"KCNK7","10089"
"CACNA2D3","55799"
"FXYD6-FXYD2","100533181"
"KAT7","11143"
"FRG1JP","642236"
"TIMM50","92609"
"ZBTB8A","653121"
"MPZL1","9019"
"SDHAF1","644096"
"NRXN3","9369"
"SNRPG","6637"
"RIN3","79890"
"STMN3","50861"
"LOC110091777","110091777"
"SLC35E1","79939"
"SLC35A1","10559"
"KCNQ5-IT1","100507381"
"ELFN1","392617"
"FOXJ2","55810"
"ZNF471","57573"
"MZT2B","80097"
"SUMF2","25870"
"PLA2G15","23659"
"IGFBP3","3486"
"PCDHA11","56138"
"NRG1-IT1","100856811"
"LYZL4","131375"
"WHAMMP2","440253"
"USP44","84101"
"TRMT6","51605"
"S100A12","6283"
"FBXL13","222235"
"CENPH","64946"
"DCAF16","54876"
"GDF9","2661"
"SLC24A1","9187"
"NAXE","128240"
"DEAF1","10522"
"CCDC171","203238"
"PINLYP","390940"
"ABCA5","23461"
"PLPP4","196051"
"COL6A6","131873"
"UBN2","254048"
"S100PBP","64766"
"MAST3","23031"
"YBX2","51087"
"SCN4B","6330"
"LINC02355","101927849"
"HOMER2","9455"
"ZNF132","7691"
"SMG1P6","100422558"
"LYPD6B","130576"
"MGME1","92667"
"ATAD2B","54454"
"MIR550A2","693134"
"SERGEF","26297"
"MOB2","81532"
"LINC00620","285375"
"HCN2","610"
"SLC35G2","80723"
"B3GALNT2","148789"
"ZNF775","285971"
"CNOT9","9125"
"DCAF11","80344"
"VGLL4","9686"
"NBL1","4681"
"PLEKHO1","51177"
"ABCA1","19"
"OPA3","80207"
"CYP2R1","120227"
"LOC105373383","105373383"
"CLPP","8192"
"SLC35G1","159371"
"SVIL-AS1","102724316"
"CYB561D1","284613"
"CNTN3","5067"
"IL34","146433"
"TIMM10B","26515"
"RHOXF1","158800"
"MIR1306","100302197"
"G6PD","2539"
"MIR4435-2HG","541471"
"NCS1","23413"
"CDR2","1039"
"ZDHHC4","55146"
"FAM185BP","641808"
"GRAMD1B","57476"
"ZSCAN32","54925"
"SNHG28","284677"
"TRIM65","201292"
"SERPINA1","5265"
"B4GALT3","8703"
"IGDCC4","57722"
"LOC105376360","105376360"
"SPATC1L","84221"
"SLC25A19","60386"
"DCAF12L2","340578"
"TM7SF2","7108"
"RIMS4","140730"
"CYSTM1","84418"
"SNORD76","692196"
"NME6","10201"
"ZNF354B","117608"
"TNFRSF11B","4982"
"FAM219A","203259"
"ZNF30-AS1","102723513"
"LRP4","4038"
"PDZD4","57595"
"HMGB3","3149"
"CPT2","1376"
"ITFG1-AS1","101927102"
"SYBU","55638"
"PI4K2B","55300"
"STAG3L4","64940"
"SLC29A3","55315"
"COX6C","1345"
"NBEAP1","606"
"EPN1","29924"
"NFYC-AS1","100130557"
"NAE1","8883"
"MRPL9","65005"
"TSR1","55720"
"INTS6L","203522"
"DDX5","1655"
"SNORA63","6043"
"COX14","84987"
"GLT1D1","144423"
"TADA3","10474"
"LINC01563","101060544"
"ZNF233","353355"
"KHSRP","8570"
"ARHGEF28","64283"
"NGF","4803"
"KANSL2","54934"
"LINC01923","101927619"
"PLCE1","51196"
"THSD7B","80731"
"FNDC3B","64778"
"MAP3K9","4293"
"SPN","6693"
"IL12RB1","3594"
"NDUFB1","4707"
"EME1","146956"
"PARVG","64098"
"CREBZF","58487"
"FAF1","11124"
"SNORA59A","677885"
"NUDT19","390916"
"DCX","1641"
"MBTD1","54799"
"TGFBRAP1","9392"
"LOC101929748","101929748"
"ASTN1","460"
"TMEM11","8834"
"EVI5L","115704"
"MIR4787","100616138"
"CLCA2","9635"
"LOC101926908","101926908"
"IPW","3653"
"HPN","3249"
"RHNO1","83695"
"ZNF417","147687"
"VANGL1","81839"
"SNORD109A","338428"
"MRTO4","51154"
"NDUFS2","4720"
"ANKRD44","91526"
"DCHS2","54798"
"DCAF5","8816"
"CYTH2","9266"
"OR2L13","284521"
"STN1","79991"
"NDUFA13","51079"
"ASB13","79754"
"CTPS1","1503"
"FEN1","2237"
"FAM20C","56975"
"M1AP","130951"
"SCARA5","286133"
"MVP","9961"
"PDPN","10630"
"DDO","8528"
"ARPP21","10777"
"ZNF609","23060"
"MAB21L1","4081"
"SMARCD2","6603"
"CAPN5","726"
"METRN","79006"
"HSPA14","51182"
"RBMS1","5937"
"NRL","4901"
"MILR1","284021"
"ATG7","10533"
"SIRT4","23409"
"SLC25A38","54977"
"WDR24","84219"
"TTC4","7268"
"SCARNA9","619383"
"BIVM","54841"
"RFWD3","55159"
"RBM23","55147"
"SLC24A4","123041"
"RHOD","29984"
"ABHD14A","25864"
"RAB8A","4218"
"LINC01138","388685"
"PTCHD1","139411"
"SIGMAR1","10280"
"MAGI2","9863"
"AKT1S1","84335"
"SUPT20H","55578"
"MRM3","55178"
"CYP26B1","56603"
"HLA-DRB1","3123"
"ADAMTS14","140766"
"RASGEF1A","221002"
"FXYD7","53822"
"NACC1","112939"
"ZNHIT2","741"
"OSTN","344901"
"HDAC4","9759"
"PCDHA6","56142"
"GMPR2","51292"
"TRIM6-TRIM34","445372"
"ZC3H7B","23264"
"ZNF382","84911"
"PTGR1","22949"
"DNAJA3","9093"
"C1orf131","128061"
"AIFM1","9131"
"BCAS3","54828"
"FAM118B","79607"
"SLC25A20","788"
"CHSY1","22856"
"ZXDC","79364"
"MCEE","84693"
"CLTB","1212"
"RALY","22913"
"CA5B","11238"
"LINC02009","105377068"
"ARFGAP3","26286"
"SEZ6L","23544"
"ALG9","79796"
"NOP14","8602"
"LSM6","11157"
"STX1B","112755"
"HSBP1L1","440498"
"CYP4F12","66002"
"WASHC2A","387680"
"MIR657","724027"
"TMEM121B","27439"
"PYCR2","29920"
"GPAA1","8733"
"DDX54","79039"
"NME5","8382"
"SMIM17","147670"
"AMMECR1L","83607"
"GPR162","27239"
"HMCES","56941"
"SPHK2","56848"
"ANKRD20A4-ANKRD20A20P","110006327"
"MAP6","4135"
"NANP","140838"
"SS18L1","26039"
"FAN1","22909"
"ID1","3397"
"ZNF740","283337"
