from	to	score	weight
PSMA4	PSMD11	0.999	0.999
PSMA4	PSMB3	0.999	0.999
PSMB3	PSMC4	0.999	0.999
PSMB3	PSMD8	0.999	0.999
PSMA2	PSMB3	0.999	0.999
PSMB3	PSMD11	0.998	0.998
PSMB3	TP53	0.605	0.605
PSMB3	SOD1	0.735	0.735
PSMB3	PSMB6	0.999	0.999
NUP35	PSMB3	0.41	0.41
PSMB3	PSMC5	0.998	0.998
PSMB3	PSMB5	0.999	0.999
PSMB3	UBQLN4	0.994	0.994
PSMB3	PSMD14	0.999	0.999
PSMB3	PSMC3	0.999	0.999
PSMA4	PSMB5	0.999	0.999
PSMB5	PSMC4	0.999	0.999
PSMB5	PSMD8	0.991	0.991
PSMA2	PSMB5	0.999	0.999
PSMB5	PSMD11	0.994	0.994
PSMB5	TP53	0.542	0.542
PSMB5	SOD1	0.728	0.728
PSMB5	PSMB6	0.999	0.999
PSMB5	PSMC5	0.999	0.999
PSMB5	SQSTM1	0.506	0.506
PSMB5	UBQLN4	0.994	0.994
PSMB5	PSMD14	0.998	0.998
PSMB5	PSMC3	0.999	0.999
PSMB3	PSMB5	0.999	0.999
PSMA4	PSMB6	0.999	0.999
PSMB6	PSMC4	0.998	0.998
PSMB6	PSMD8	0.999	0.999
PSMA2	PSMB6	0.999	0.999
PSMB6	PSMD11	0.995	0.995
PSMB6	TP53	0.489	0.489
PSMB6	SOD1	0.741	0.741
CYC1	PSMB6	0.435	0.435
COX6B1	PSMB6	0.495	0.495
PSMB6	PSMC5	0.996	0.996
PSMB6	PSMC3	0.998	0.998
PSMB5	PSMB6	0.999	0.999
PSMB3	PSMB6	0.999	0.999
PSMB6	PSMD14	0.999	0.999
PSMA4	PSMC3	0.999	0.999
PSMC3	PSMC4	0.999	0.999
PSMC3	UQCRC1	0.579	0.579
PSMC3	PSMD8	0.999	0.999
PSMA2	PSMC3	0.999	0.999
PSMC3	PSMD11	0.999	0.999
PSMC3	TP53	0.578	0.578
PSMC3	SOD1	0.812	0.812
PSMB6	PSMC3	0.998	0.998
PSMC3	PSMC5	0.999	0.999
PSMB5	PSMC3	0.999	0.999
PSMC3	UBQLN4	0.995	0.995
NUP160	PSMC3	0.504	0.504
PSMC3	PSMD14	0.999	0.999
DCTN2	PSMC3	0.451	0.451
PSMB3	PSMC3	0.999	0.999
PSMA4	PSMC4	0.999	0.999
MAP3K5	PSMC4	0.4	0.4
HNRNPA2B1	PSMC4	0.446	0.446
PPP3R1	PSMC4	0.501	0.501
PSMC4	TP53	0.519	0.519
PSMC4	UBQLN1	0.585	0.585
PSMC4	SOD1	0.83	0.83
PSMB6	PSMC4	0.998	0.998
PSMC4	PSMD14	0.999	0.999
PSMB3	PSMC4	0.999	0.999
PSMC4	PSMD8	0.999	0.999
PSMB5	PSMC4	0.999	0.999
PSMC4	PSMD11	0.999	0.999
PSMC4	PSMC5	0.999	0.999
PSMC3	PSMC4	0.999	0.999
PSMA2	PSMC4	0.999	0.999
PSMA4	PSMC5	0.999	0.999
PSMC4	PSMC5	0.999	0.999
PSMC5	PSMD8	0.999	0.999
PSMA2	PSMC5	0.999	0.999
PSMC5	PSMD11	0.999	0.999
NDUFB10	PSMC5	0.42	0.42
PSMC5	TP53	0.903	0.903
PSMC5	SOD1	0.698	0.698
PSMB6	PSMC5	0.996	0.996
PSMC5	WIPI2	0.412	0.412
PSMC5	UBQLN4	0.995	0.995
PSMB3	PSMC5	0.998	0.998
PSMC3	PSMC5	0.999	0.999
PSMB5	PSMC5	0.999	0.999
PSMC5	PSMD14	0.999	0.999
PSMA4	PSMD11	0.999	0.999
PSMC4	PSMD11	0.999	0.999
PSMD11	PSMD8	0.999	0.999
PSMA2	PSMD11	0.999	0.999
PSMD11	WIPI2	0.425	0.425
PSMD11	TP53	0.517	0.517
PSMD11	UBQLN1	0.594	0.594
PSMD11	SOD1	0.711	0.711
PSMB5	PSMD11	0.994	0.994
PSMB6	PSMD11	0.995	0.995
PSMD11	UBQLN4	0.996	0.996
PSMB3	PSMD11	0.998	0.998
PSMD11	PSMD14	0.999	0.999
PSMC3	PSMD11	0.999	0.999
PSMC5	PSMD11	0.999	0.999
PSMA4	PSMD14	0.999	0.999
PSMC4	PSMD14	0.999	0.999
PSMD14	PSMD8	0.999	0.999
PSMA2	PSMD14	0.999	0.999
PSMD11	PSMD14	0.999	0.999
PSMD14	TP53	0.568	0.568
PSMD14	SOD1	0.768	0.768
PSMB6	PSMD14	0.999	0.999
PSMC5	PSMD14	0.999	0.999
HSPA5	PSMD14	0.456	0.456
PSMD14	UBQLN3	0.536	0.536
PSMB5	PSMD14	0.998	0.998
PSMD14	UBQLN4	0.997	0.997
PSMD14	UBQLN1	0.896	0.896
PSMD14	SEC13	0.403	0.403
PSMD14	SQSTM1	0.418	0.418
PSMC3	PSMD14	0.999	0.999
PSMB3	PSMD14	0.999	0.999
PSMA4	PSMD8	0.999	0.999
PSMC4	PSMD8	0.999	0.999
PSMD8	UBQLN3	0.425	0.425
PSMD8	TP53	0.46	0.46
PSMD8	UBQLN1	0.64	0.64
PSMD8	SOD1	0.691	0.691
PSMB5	PSMD8	0.991	0.991
PSMD8	UBQLN4	0.996	0.996
PSMD14	PSMD8	0.999	0.999
PSMB3	PSMD8	0.999	0.999
PSMB6	PSMD8	0.999	0.999
PSMC3	PSMD8	0.999	0.999
PSMC5	PSMD8	0.999	0.999
PSMD11	PSMD8	0.999	0.999
PSMA2	PSMD8	0.999	0.999
BCL2L1	RB1CC1	0.422	0.422
BCL2	RB1CC1	0.529	0.529
RB1CC1	WIPI1	0.873	0.873
RB1CC1	TBK1	0.879	0.879
MAP3K5	RB1CC1	0.912	0.912
RB1CC1	SQSTM1	0.914	0.914
RB1CC1	WIPI2	0.93	0.93
GABARAPL2	RB1CC1	0.953	0.953
GABARAPL1	RB1CC1	0.967	0.967
OPTN	RB1CC1	0.969	0.969
RB1CC1	TP53	0.984	0.984
PIK3R4	RB1CC1	0.986	0.986
PIK3C3	RB1CC1	0.989	0.989
RB1CC1	ULK1	0.999	0.999
ATG14	RB1CC1	0.999	0.999
SDHC	UQCRC1	0.709	0.709
COX6A1	SDHC	0.574	0.574
NDUFA2	SDHC	0.908	0.908
NDUFA10	SDHC	0.597	0.597
NDUFA9	SDHC	0.902	0.902
NDUFB10	SDHC	0.689	0.689
SDHC	TP53	0.622	0.622
NDUFS6	SDHC	0.874	0.874
CASP3	SDHC	0.543	0.543
CYC1	SDHC	0.923	0.923
NDUFA12	SDHC	0.951	0.951
SDHC	UQCR10	0.922	0.922
NDUFA4	SDHC	0.454	0.454
BCL2L1	SDHC	0.4	0.4
NDUFA3	SDHC	0.44	0.44
BCL2	SDHC	0.512	0.512
COX6B1	SDHC	0.554	0.554
SDHC	UQCR11	0.557	0.557
NDUFA1	SDHC	0.605	0.605
NDUFB3	SDHC	0.638	0.638
SDHC	UQCRHL	0.718	0.718
SDHC	UQCRB	0.909	0.909
NDUFS1	SDHC	0.923	0.923
NUP107	SEC13	0.999	0.999
NUP155	SEC13	0.996	0.996
NUP85	SEC13	0.999	0.999
NUP210	SEC13	0.954	0.954
NUP54	SEC13	0.984	0.984
NUP205	SEC13	0.995	0.995
NUP35	SEC13	0.971	0.971
GLE1	SEC13	0.762	0.762
NUP98	SEC13	0.999	0.999
HSPA5	SEC13	0.592	0.592
SEC13	SRSF7	0.481	0.481
NUP43	SEC13	0.999	0.999
NUP50	SEC13	0.839	0.839
NUP188	SEC13	0.963	0.963
SEC13	SRSF3	0.461	0.461
NUP160	SEC13	0.999	0.999
PSMD14	SEC13	0.403	0.403
GRIA1	SEC13	0.499	0.499
ALYREF	SEC13	0.543	0.543
NUP153	SEC13	0.945	0.945
NUP88	SEC13	0.977	0.977
NUP62	SEC13	0.987	0.987
NUP37	SEC13	0.999	0.999
NEFM	SLC1A2	0.571	0.571
FUS	SLC1A2	0.446	0.446
SLC1A2	SOD1	0.731	0.731
NEFL	SLC1A2	0.414	0.414
NEFH	SLC1A2	0.545	0.545
CASP3	SLC1A2	0.581	0.581
GRIA2	SLC1A2	0.685	0.685
GRIA1	SLC1A2	0.687	0.687
PSMA4	SOD1	0.745	0.745
PSMC4	SOD1	0.83	0.83
PSMD8	SOD1	0.691	0.691
SOD1	XBP1	0.528	0.528
NEFM	SOD1	0.677	0.677
PSMA2	SOD1	0.744	0.744
PFN1	SOD1	0.675	0.675
PPP3R1	SOD1	0.916	0.916
CAT	SOD1	0.92	0.92
FUS	SOD1	0.992	0.992
DERL1	SOD1	0.964	0.964
PSMD11	SOD1	0.711	0.711
SOD1	SPG11	0.584	0.584
DAXX	SOD1	0.613	0.613
SOD1	TP53	0.514	0.514
ATF6	SOD1	0.423	0.423
NDUFS1	SOD1	0.446	0.446
SOD1	UBQLN1	0.453	0.453
NUP62	SOD1	0.464	0.464
GRIA2	SOD1	0.479	0.479
HNRNPA2B1	SOD1	0.483	0.483
HDAC6	SOD1	0.563	0.563
SOD1	TBK1	0.594	0.594
CASP3	SOD1	0.624	0.624
DNAH1	SOD1	0.65	0.65
DNAH6	SOD1	0.65	0.65
DNAH14	SOD1	0.65	0.65
DNALI1	SOD1	0.65	0.65
DNAH7	SOD1	0.65	0.65
DNAH11	SOD1	0.668	0.668
PSMC5	SOD1	0.698	0.698
MAP3K5	SOD1	0.721	0.721
PSMB5	SOD1	0.728	0.728
SLC1A2	SOD1	0.731	0.731
PSMB3	SOD1	0.735	0.735
PSMB6	SOD1	0.741	0.741
DCTN2	SOD1	0.745	0.745
PSMD14	SOD1	0.768	0.768
NEFH	SOD1	0.786	0.786
PSMC3	SOD1	0.812	0.812
GPX8	SOD1	0.89	0.89
GPX7	SOD1	0.891	0.891
SOD1	SQSTM1	0.91	0.91
SOD1	TOMM40	0.923	0.923
OPTN	SOD1	0.937	0.937
HSPA5	SOD1	0.975	0.975
NEFL	SOD1	0.976	0.976
BCL2	SOD1	0.998	0.998
PFN1	SPG11	0.476	0.476
FUS	SPG11	0.603	0.603
SPG11	SQSTM1	0.432	0.432
SPG11	TBK1	0.448	0.448
NEFH	SPG11	0.484	0.484
SOD1	SPG11	0.584	0.584
OPTN	SPG11	0.6	0.6
RB1CC1	SQSTM1	0.914	0.914
GABARAPL2	SQSTM1	0.999	0.999
MAPK12	SQSTM1	0.487	0.487
SQSTM1	XBP1	0.456	0.456
NEFM	SQSTM1	0.504	0.504
PFN1	SQSTM1	0.463	0.463
ATG14	SQSTM1	0.822	0.822
FUS	SQSTM1	0.795	0.795
SQSTM1	TANK	0.922	0.922
SPG11	SQSTM1	0.432	0.432
PIK3C3	SQSTM1	0.812	0.812
SQSTM1	WIPI1	0.694	0.694
DAXX	SQSTM1	0.41	0.41
SQSTM1	TP53	0.901	0.901
SOD1	SQSTM1	0.91	0.91
SQSTM1	WIPI2	0.689	0.689
EIF2AK3	SQSTM1	0.726	0.726
CASP3	SQSTM1	0.672	0.672
HSPA5	SQSTM1	0.946	0.946
SQSTM1	ULK1	0.959	0.959
SQSTM1	TBK1	0.995	0.995
ATF4	SQSTM1	0.453	0.453
SQSTM1	TUBB	0.403	0.403
HNRNPA2B1	SQSTM1	0.512	0.512
PIK3R4	SQSTM1	0.793	0.793
PSMB5	SQSTM1	0.506	0.506
ATF6	SQSTM1	0.471	0.471
BCL2L1	SQSTM1	0.485	0.485
SQSTM1	UBQLN1	0.515	0.515
HDAC6	SQSTM1	0.979	0.979
OPTN	SQSTM1	0.994	0.994
ALYREF	SQSTM1	0.414	0.414
PSMD14	SQSTM1	0.418	0.418
DDIT3	SQSTM1	0.44	0.44
APAF1	SQSTM1	0.47	0.47
DCTN2	SQSTM1	0.476	0.476
SQSTM1	TOMM40	0.481	0.481
ERN1	SQSTM1	0.712	0.712
BCL2	SQSTM1	0.812	0.812
GABARAPL1	SQSTM1	0.999	0.999
NUP107	SRSF3	0.479	0.479
NUP155	SRSF3	0.424	0.424
NUP85	SRSF3	0.427	0.427
FUS	SRSF3	0.827	0.827
NUP210	SRSF3	0.405	0.405
NUP54	SRSF3	0.536	0.536
SRSF3	TP53	0.407	0.407
NUP205	SRSF3	0.451	0.451
NUP35	SRSF3	0.512	0.512
GLE1	SRSF3	0.497	0.497
NUP98	SRSF3	0.591	0.591
SRSF3	SRSF7	0.997	0.997
NUP43	SRSF3	0.558	0.558
NUP50	SRSF3	0.476	0.476
HNRNPA2B1	SRSF3	0.976	0.976
NUP188	SRSF3	0.41	0.41
SEC13	SRSF3	0.461	0.461
NUP160	SRSF3	0.472	0.472
NUP88	SRSF3	0.487	0.487
NUP37	SRSF3	0.503	0.503
NUP62	SRSF3	0.535	0.535
NUP153	SRSF3	0.544	0.544
ALYREF	SRSF3	0.95	0.95
NUP107	SRSF7	0.505	0.505
NUP155	SRSF7	0.419	0.419
NUP85	SRSF7	0.439	0.439
FUS	SRSF7	0.686	0.686
NUP210	SRSF7	0.405	0.405
NUP54	SRSF7	0.497	0.497
NUP205	SRSF7	0.421	0.421
NUP35	SRSF7	0.49	0.49
GLE1	SRSF7	0.471	0.471
NUP98	SRSF7	0.543	0.543
NUP188	SRSF7	0.416	0.416
NUP62	SRSF7	0.421	0.421
NUP50	SRSF7	0.435	0.435
NUP88	SRSF7	0.454	0.454
SEC13	SRSF7	0.481	0.481
NUP153	SRSF7	0.487	0.487
NUP160	SRSF7	0.493	0.493
NUP37	SRSF7	0.503	0.503
NUP43	SRSF7	0.585	0.585
HNRNPA2B1	SRSF7	0.947	0.947
ALYREF	SRSF7	0.958	0.958
SRSF3	SRSF7	0.997	0.997
ERN1	TANK	0.433	0.433
SQSTM1	TANK	0.922	0.922
OPTN	TANK	0.945	0.945
TANK	TBK1	0.999	0.999
RB1CC1	TBK1	0.879	0.879
GABARAPL2	TBK1	0.482	0.482
PFN1	TBK1	0.446	0.446
FUS	TBK1	0.618	0.618
TANK	TBK1	0.999	0.999
SPG11	TBK1	0.448	0.448
PIK3C3	TBK1	0.446	0.446
TBK1	TP53	0.443	0.443
SOD1	TBK1	0.594	0.594
TBK1	WIPI2	0.775	0.775
CASP3	TBK1	0.53	0.53
TBK1	ULK1	0.604	0.604
GABARAPL1	TBK1	0.483	0.483
HNRNPA2B1	TBK1	0.77	0.77
SQSTM1	TBK1	0.995	0.995
OPTN	TBK1	0.999	0.999
TOMM40	UQCRC1	0.503	0.503
NDUFA2	TOMM40	0.439	0.439
NDUFA9	TOMM40	0.429	0.429
SOD1	TOMM40	0.923	0.923
CYC1	TOMM40	0.892	0.892
NDUFA4	TOMM40	0.432	0.432
OPTN	TOMM40	0.515	0.515
SQSTM1	TOMM40	0.481	0.481
BCL2	TOMM40	0.639	0.639
NDUFS1	TOMM40	0.416	0.416
RB1CC1	TP53	0.984	0.984
GABARAPL2	TP53	0.491	0.491
PSMA4	TP53	0.466	0.466
PSMC4	TP53	0.519	0.519
PSMD8	TP53	0.46	0.46
MAPK12	TP53	0.946	0.946
TP53	XBP1	0.529	0.529
PSMA2	TP53	0.478	0.478
FUS	TP53	0.536	0.536
PSMD11	TP53	0.517	0.517
PIK3C3	TP53	0.544	0.544
DAXX	TP53	0.999	0.999
SRSF3	TP53	0.407	0.407
ANXA7	TP53	0.409	0.409
MAP2K6	TP53	0.418	0.418
GABARAPL1	TP53	0.418	0.418
TBK1	TP53	0.443	0.443
ATF4	TP53	0.45	0.45
PSMB6	TP53	0.489	0.489
OPTN	TP53	0.497	0.497
HNRNPA2B1	TP53	0.499	0.499
ATF6	TP53	0.51	0.51
SOD1	TP53	0.514	0.514
TP53	ULK1	0.541	0.541
PSMB5	TP53	0.542	0.542
PSMD14	TP53	0.568	0.568
PSMC3	TP53	0.578	0.578
MAP3K5	TP53	0.597	0.597
HDAC6	TP53	0.602	0.602
PSMB3	TP53	0.605	0.605
GPX7	TP53	0.606	0.606
GPX8	TP53	0.618	0.618
SDHC	TP53	0.622	0.622
ERN1	TP53	0.625	0.625
EIF2AK3	TP53	0.627	0.627
DDIT3	TP53	0.69	0.69
TP53	TUBB	0.723	0.723
ERBB4	TP53	0.726	0.726
HSPA5	TP53	0.824	0.824
BID	TP53	0.856	0.856
SQSTM1	TP53	0.901	0.901
PSMC5	TP53	0.903	0.903
CASP3	TP53	0.956	0.956
APAF1	TP53	0.974	0.974
BCL2	TP53	0.999	0.999
BCL2L1	TP53	0.999	0.999
TUBB	UQCRC1	0.411	0.411
PFN1	TUBB	0.515	0.515
TP53	TUBB	0.723	0.723
HSPA5	TUBB	0.593	0.593
SQSTM1	TUBB	0.403	0.403
HDAC6	TUBB	0.531	0.531
OPTN	TUBB	0.533	0.533
ACTG1	TUBB	0.773	0.773
HSPA5	TUBB1	0.485	0.485
GABARAPL2	UBQLN1	0.717	0.717
PSMA4	UBQLN1	0.417	0.417
PSMC4	UBQLN1	0.585	0.585
PSMD8	UBQLN1	0.64	0.64
PSMA2	UBQLN1	0.471	0.471
DERL1	UBQLN1	0.407	0.407
PSMD11	UBQLN1	0.594	0.594
SOD1	UBQLN1	0.453	0.453
UBQLN1	UBQLN4	0.785	0.785
SQSTM1	UBQLN1	0.515	0.515
GABARAPL1	UBQLN1	0.704	0.704
OPTN	UBQLN1	0.744	0.744
PSMD14	UBQLN1	0.896	0.896
PSMD8	UBQLN3	0.425	0.425
PSMD14	UBQLN3	0.536	0.536
OPTN	UBQLN3	0.618	0.618
PSMA4	UBQLN4	0.995	0.995
PSMD8	UBQLN4	0.996	0.996
PSMD11	UBQLN4	0.996	0.996
PSMC5	UBQLN4	0.995	0.995
HSPA5	UBQLN4	0.554	0.554
PSMB5	UBQLN4	0.994	0.994
OPTN	UBQLN4	0.631	0.631
UBQLN1	UBQLN4	0.785	0.785
PSMB3	UBQLN4	0.994	0.994
PSMC3	UBQLN4	0.995	0.995
PSMD14	UBQLN4	0.997	0.997
RB1CC1	ULK1	0.999	0.999
GABARAPL2	ULK1	0.997	0.997
ATG14	ULK1	0.999	0.999
PIK3C3	ULK1	0.999	0.999
ULK1	WIPI1	0.974	0.974
TP53	ULK1	0.541	0.541
ULK1	WIPI2	0.944	0.944
CASP3	ULK1	0.464	0.464
ATF4	ULK1	0.406	0.406
BCL2L1	ULK1	0.44	0.44
HDAC6	ULK1	0.534	0.534
BCL2	ULK1	0.577	0.577
TBK1	ULK1	0.604	0.604
OPTN	ULK1	0.687	0.687
SQSTM1	ULK1	0.959	0.959
GABARAPL1	ULK1	0.991	0.991
PIK3R4	ULK1	0.997	0.997
UQCR10	UQCRC1	0.999	0.999
COX6A1	UQCR10	0.995	0.995
NDUFA2	UQCR10	0.999	0.999
NDUFA10	UQCR10	0.902	0.902
NDUFA9	UQCR10	0.999	0.999
NDUFB10	UQCR10	0.996	0.996
NDUFS6	UQCR10	0.999	0.999
CYC1	UQCR10	0.999	0.999
NDUFA12	UQCR10	0.999	0.999
DDIT3	UQCR10	0.465	0.465
NDUFA4L2	UQCR10	0.883	0.883
SDHC	UQCR10	0.922	0.922
NDUFB2	UQCR10	0.925	0.925
NDUFA4	UQCR10	0.961	0.961
NDUFB1	UQCR10	0.966	0.966
NDUFA1	UQCR10	0.978	0.978
NDUFA3	UQCR10	0.979	0.979
NDUFB3	UQCR10	0.98	0.98
NDUFS1	UQCR10	0.99	0.99
UQCR10	UQCRHL	0.998	0.998
COX6B1	UQCR10	0.999	0.999
UQCR10	UQCR11	0.999	0.999
UQCR10	UQCRB	0.999	0.999
UQCR11	UQCRC1	0.999	0.999
COX6A1	UQCR11	0.971	0.971
NDUFA2	UQCR11	0.994	0.994
NDUFA10	UQCR11	0.92	0.92
NDUFA9	UQCR11	0.939	0.939
NDUFB10	UQCR11	0.983	0.983
NDUFS6	UQCR11	0.986	0.986
CYC1	UQCR11	0.999	0.999
NDUFA12	UQCR11	0.994	0.994
UQCR10	UQCR11	0.999	0.999
NDUFA4	UQCR11	0.958	0.958
SDHC	UQCR11	0.557	0.557
NDUFA1	UQCR11	0.974	0.974
NDUFA4L2	UQCR11	0.899	0.899
NDUFS1	UQCR11	0.934	0.934
NDUFB3	UQCR11	0.959	0.959
NDUFA3	UQCR11	0.994	0.994
NDUFB2	UQCR11	0.937	0.937
UQCR11	UQCRB	0.999	0.999
COX6B1	UQCR11	0.997	0.997
NDUFB1	UQCR11	0.961	0.961
UQCR11	UQCRHL	0.994	0.994
UQCRB	UQCRC1	0.999	0.999
COX6A1	UQCRB	0.997	0.997
NDUFA2	UQCRB	0.997	0.997
NDUFA10	UQCRB	0.956	0.956
NDUFA9	UQCRB	0.989	0.989
NDUFB10	UQCRB	0.994	0.994
NDUFS6	UQCRB	0.996	0.996
CYC1	UQCRB	0.999	0.999
NDUFA12	UQCRB	0.999	0.999
UQCR10	UQCRB	0.999	0.999
NDUFA4	UQCRB	0.941	0.941
SDHC	UQCRB	0.909	0.909
NDUFA1	UQCRB	0.948	0.948
NDUFA4L2	UQCRB	0.849	0.849
NDUFS1	UQCRB	0.998	0.998
NDUFB3	UQCRB	0.981	0.981
NDUFA3	UQCRB	0.906	0.906
NDUFB2	UQCRB	0.913	0.913
DDIT3	UQCRB	0.484	0.484
NDUFB1	UQCRB	0.96	0.96
UQCRB	UQCRHL	0.998	0.998
UQCR11	UQCRB	0.999	0.999
COX6B1	UQCRB	0.999	0.999
TUBB	UQCRC1	0.411	0.411
TOMM40	UQCRC1	0.503	0.503
PSMC3	UQCRC1	0.579	0.579
NDUFA4L2	UQCRC1	0.669	0.669
SDHC	UQCRC1	0.709	0.709
NDUFB2	UQCRC1	0.866	0.866
NDUFA4	UQCRC1	0.89	0.89
NDUFB1	UQCRC1	0.893	0.893
NDUFA1	UQCRC1	0.922	0.922
NDUFA3	UQCRC1	0.939	0.939
NDUFB3	UQCRC1	0.94	0.94
NDUFB10	UQCRC1	0.986	0.986
UQCRC1	UQCRHL	0.988	0.988
COX6B1	UQCRC1	0.989	0.989
COX6A1	UQCRC1	0.989	0.989
NDUFS6	UQCRC1	0.99	0.99
NDUFA2	UQCRC1	0.992	0.992
NDUFA10	UQCRC1	0.996	0.996
NDUFA9	UQCRC1	0.998	0.998
NDUFS1	UQCRC1	0.998	0.998
UQCR10	UQCRC1	0.999	0.999
UQCR11	UQCRC1	0.999	0.999
CYC1	UQCRC1	0.999	0.999
UQCRB	UQCRC1	0.999	0.999
NDUFA12	UQCRC1	0.999	0.999
UQCRC1	UQCRHL	0.988	0.988
COX6A1	UQCRHL	0.946	0.946
NDUFA2	UQCRHL	0.974	0.974
NDUFA10	UQCRHL	0.493	0.493
NDUFA9	UQCRHL	0.783	0.783
NDUFB10	UQCRHL	0.909	0.909
NDUFS6	UQCRHL	0.965	0.965
CYC1	UQCRHL	0.987	0.987
NDUFA12	UQCRHL	0.943	0.943
UQCR10	UQCRHL	0.998	0.998
NDUFA4	UQCRHL	0.843	0.843
SDHC	UQCRHL	0.718	0.718
NDUFA1	UQCRHL	0.496	0.496
NDUFA4L2	UQCRHL	0.835	0.835
NDUFS1	UQCRHL	0.935	0.935
NDUFB3	UQCRHL	0.732	0.732
NDUFA3	UQCRHL	0.57	0.57
UQCRB	UQCRHL	0.998	0.998
COX6B1	UQCRHL	0.902	0.902
UQCR11	UQCRHL	0.994	0.994
RB1CC1	WIPI1	0.873	0.873
GABARAPL2	WIPI1	0.87	0.87
WIPI1	XBP1	0.814	0.814
ATG14	WIPI1	0.889	0.889
PIK3C3	WIPI1	0.902	0.902
ATF6	WIPI1	0.422	0.422
OPTN	WIPI1	0.592	0.592
SQSTM1	WIPI1	0.694	0.694
PIK3R4	WIPI1	0.815	0.815
GABARAPL1	WIPI1	0.884	0.884
ULK1	WIPI1	0.974	0.974
WIPI1	WIPI2	0.976	0.976
RB1CC1	WIPI2	0.93	0.93
GABARAPL2	WIPI2	0.94	0.94
ATG14	WIPI2	0.935	0.935
PSMD11	WIPI2	0.425	0.425
PIK3C3	WIPI2	0.971	0.971
WIPI1	WIPI2	0.976	0.976
PSMC5	WIPI2	0.412	0.412
SQSTM1	WIPI2	0.689	0.689
OPTN	WIPI2	0.747	0.747
TBK1	WIPI2	0.775	0.775
PIK3R4	WIPI2	0.892	0.892
GABARAPL1	WIPI2	0.907	0.907
ULK1	WIPI2	0.944	0.944
SQSTM1	XBP1	0.456	0.456
BCL2L1	XBP1	0.484	0.484
ITPR3	XBP1	0.502	0.502
SOD1	XBP1	0.528	0.528
TP53	XBP1	0.529	0.529
DERL1	XBP1	0.653	0.653
BCL2	XBP1	0.666	0.666
CASP3	XBP1	0.706	0.706
MAP3K5	XBP1	0.758	0.758
WIPI1	XBP1	0.814	0.814
EIF2AK3	XBP1	0.909	0.909
ATF4	XBP1	0.917	0.917
HSPA5	XBP1	0.98	0.98
DDIT3	XBP1	0.988	0.988
ERN1	XBP1	0.997	0.997
ATF6	XBP1	0.998	0.998
